用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
xjsjdige,保密,是，一个未成年的小姑娘，绝对没有这个能力，看她被推上风口浪尖也能证明她绝对没有这个智商。我们本身就不应该去过度关注姜萍,saya1913,二级评论,6,0,2024-11-23 17:43:06
夏仁丶蚊香,男,谁还记得，最开始还想去碰瓷浙江大学的,,一级评论,6,17,2024-11-08 15:31:39
小巴狗金,保密,还有好多人去骂浙大呢,夏仁丶蚊香,二级评论,5,4,2024-11-08 16:13:16
南国一沙鸥,保密,只有学历低下的人才会信这事。但凡学过高等数学的人，都知道中专数学都考不好的中专生，不可能是真的。我当初质疑时。还说我歧视中专生，哎！,,一级评论,5,145,2024-11-05 16:36:10
灵活就业猫猫头,保密,作弊就作弊，什么叫提供帮助，那高考作弊的是不是都不用做坐牢了[doge],,一级评论,6,244,2024-11-05 16:01:45
一缕轻风拂弦月,男,基本上是老师答的题了，相当于做假：替考答题+摆拍+炒作诈谝,灵活就业猫猫头,二级评论,5,58,2024-11-05 16:07:47
--柒月柒,保密,小馋猫怎么你了[吃瓜][吃瓜],灵活就业猫猫头,二级评论,5,0,2024-11-05 16:24:57
chenlee911,保密,其实就是老师的小号，老师的工具人,灵活就业猫猫头,二级评论,5,19,2024-11-05 16:46:43
本座掐指一算,保密,其实都是她老师和她老师找的团队答题，她一道都不会,灵活就业猫猫头,二级评论,6,12,2024-11-05 16:46:48
绿茶旧欢,保密,全然知情仍在采访前侃侃而谈，荣耀光辉加之一身。它是受益人也会是责任人这是毋庸置疑的[哈欠]谎言被戳穿了，又来洗脱金蝉脱壳?所谓小号不代表它丧失了个人的主观意识，不代表它就是控制不了自身的傀儡,灵活就业猫猫头,二级评论,4,0,2024-12-08 19:50:45
出刀有点慢,保密,主=6[doge],,一级评论,6,166,2024-11-05 16:09:05
xfjxgkst,保密,确实6,出刀有点慢,二级评论,5,10,2024-11-05 16:26:30
Risdelwald,保密,麻了什么时候看到这个我能不笑,出刀有点慢,二级评论,5,0,2024-11-05 17:26:28
美琴さん,男,主麻了[笑哭],出刀有点慢,二级评论,6,4,2024-11-05 17:33:58
_克萨_,保密,那真主岂不是等于“真6”[喜极而泣],出刀有点慢,二级评论,6,11,2024-11-05 18:10:17
pennyhouse,保密,回复 @_克萨_ :你数学不错的,出刀有点慢,二级评论,5,1,2024-11-06 00:40:03
不恰番茄的柴,保密,回复 @_克萨_ :原来你才是数学天才 ！[doge],出刀有点慢,二级评论,6,1,2024-11-06 16:54:08
无名mkjhg,男,[doge_金箍],出刀有点慢,二级评论,5,1,2024-11-20 03:56:05
zjndb,保密,谈不上塌房，一出来就一大堆人质疑了，只有集美在嘴硬[笑哭],,一级评论,5,34,2024-11-05 21:50:33
zjndb,保密,顶,zjndb,二级评论,5,0,2024-11-05 21:50:37
zjndb,保密,ding,zjndb,二级评论,5,0,2024-11-05 21:50:39
zjndb,保密,din,zjndb,二级评论,5,0,2024-11-05 21:50:42
幽幽冰红茶,保密,其实刚出来都是赞扬的，大概第二天开始有质疑，然后开始大面积扩散，现在依然有人坚信不疑的认为是真的呢，没法说[喜极而泣],zjndb,二级评论,5,4,2024-11-07 13:59:49
长路迢迢不知归期,保密,放古代，科场舞弊可以满门抄斩了[吃瓜],,一级评论,6,21,2024-11-05 16:24:40
凤翔来的那个阿郞,男,这么严重啊,长路迢迢不知归期,二级评论,6,0,2024-11-09 07:55:35
罗马陷落时刻,男,非官府科考，而我正好是举办方的亲闺女[嗑瓜子],长路迢迢不知归期,二级评论,5,2,2024-11-16 03:17:24
齐人生何处不欢喜,保密,公平，公平，还是公平。,,一级评论,4,4,2024-11-05 16:03:48
长赢win,女,私马玩意上半年考研失败被家里人拿这事反复说反复提，恰逢她那个时候火，好嘛，差点给我说得一跳解千愁，看到她现在被锤爆我就高兴，我太高兴了我都忍不住想说她亖了我更高兴[给心心]爽！！！,,一级评论,6,17,2024-11-25 09:19:58
足小姬,保密,刚出这个事情我就不信，只是我放弃了和别人讨论这个话题，因为会对这个深信不疑的人根本就没有讨论价值,,一级评论,6,182,2024-11-05 16:05:21
红鲤与绿鲤鱼赶驴,女,我是一开始就不信的，就事论事，奈何网上一个“歧视中专生”的帽子扣下来，懒得争辩。,足小姬,二级评论,6,40,2024-11-05 16:25:48
LouiseMelin,保密,确实没有和相信这事的人辩的意义，因为他们自身肯定数学不好所以才会相信有这种可能，而在数学好的人那里这种概率为零,足小姬,二级评论,5,14,2024-11-05 16:40:12
足小姬,保密,回复 @搬运工甲乙丙 : 是的，我虽然算不上多好的数学，但是小学也是参加过奥数比赛的，中考还因为这个加过分。所以我很清楚数学是什么,足小姬,二级评论,6,1,2024-11-05 16:42:46
美琴さん,男,对的，会信这个的人本身就希望是真的，你和他辩论只会被骂,足小姬,二级评论,6,11,2024-11-05 17:33:10
明星多rz,保密,回复 @红鲤与绿鲤鱼赶驴 :以前不歧视，现在是真的歧视啦！,足小姬,二级评论,4,5,2024-11-05 17:57:26
浮生若梦jkl,保密,我直接懒得关注，数学天才，她要真牛逼，那国家不会埋没她，去哪都吃得开。。。但要是假的，我关注她干啥[藏狐],足小姬,二级评论,5,4,2024-11-06 01:06:32
Malalalal,保密,回复 @搬运工甲乙丙 :也有学历好的人相信，[捂眼]只能说聪明人偏执起来也挺可怕的,足小姬,二级评论,6,1,2024-11-06 22:54:38
OneDayOneDream,男,不要试图叫醒一个装睡的人[笑哭][笑哭],足小姬,二级评论,5,1,2024-11-07 23:47:33
我神呵,保密,回复 @红鲤与绿鲤鱼赶驴 :我不歧视中专生，那他们不是白考中专了么,足小姬,二级评论,5,0,2024-11-08 09:54:20
逛到世界尽头,保密,一个正常从小学读到大学的人，对中国教育里重视数理化的程度是有目共睹的，尤其数学，无数次考试无数次机会，怎么可能埋没数学人才? 偏科偏到极致还有各种竞赛上升渠道呢，说埋没音乐、艺术、体育这些没那么被重视的学科中的天才我倒是比较相信。[藏狐],,一级评论,5,1503,2024-11-05 17:37:23
逛到世界尽头,保密,而且数学真就是一个大脑一张纸的事儿，没其他学科那么难体现天赋[嫌弃],逛到世界尽头,二级评论,5,51,2024-11-05 17:39:09
独孤-冰焰,保密,对啊，但凡系统学完高中的人都知道这是不可能的，连基础都没有怎么可能会高数？空中楼阁在数学上根本不可能出现，我身边的人就没有人相信姜萍是真的，因为他们至少学过数学[微笑],逛到世界尽头,二级评论,5,90,2024-11-06 01:05:56
暮夏听蝉,保密,数学苗子，偏科特别严重的，老师也会帮忙想办法的，不可能让你沦落到中专去的，数学好的，理综都不会差，考个本科还是没问题的,逛到世界尽头,二级评论,6,308,2024-11-06 01:10:49
霁椿_xy,女,当时网上传的是“姜萍考上了高中，但是家里没钱所以去上了中专，之后凭借着对数学的热爱自学成才”[辣眼睛],逛到世界尽头,二级评论,3,76,2024-11-06 01:53:19
慈眉善目的老父亲,保密,从小学开始就有奥赛了   数学就有  语文貌似没有  但是有作文竞赛。初中就全了  语文不仅有作文竞赛  其实 冷知识 语文也是有奥赛的  叫 语言学!  国家搞竞赛的目的是什么？ 就是生怕埋没人才了，你几乎次次满分，那1科的老师都得乐疯了，拉着你去参赛，假如真获奖了，老师到校长到教育局长都是中彩票了，是啥？老师能评 职级  校长 教育局长有政绩。,逛到世界尽头,二级评论,5,63,2024-11-06 02:28:20
慈眉善目的老父亲,保密,回复 @霁椿_xy : 偏科 高中也要的  前提你初中参加过竞赛 有获奖  然后看哪个高中不要?  高中再拉进去 参加奥赛  获奖  那学校就赚大了,逛到世界尽头,二级评论,5,37,2024-11-06 02:33:43
以西结的梦中启示录,保密,回复 @逛到世界尽头 : 是的，我读书那会儿，有次有次数学老师讲解试卷时突然点名我后桌的同学，叫他不要浪费天赋，对他几次月考大题的解题思路大为赞赏，结果那小子信心大增，越来越猛，后面居然代表学校去参赛还拿了奖。,逛到世界尽头,二级评论,4,32,2024-11-06 03:46:06
一般通过路人甲,保密,回复 @霁椿_xy :这就更离谱了，中专学费绝对比公办高中要贵,逛到世界尽头,二级评论,5,36,2024-11-06 12:17:51
芳草长亭,女,回复 @霁椿_xy :其实公立高中的学费特别便宜，所以这个理由有点离谱,逛到世界尽头,二级评论,6,26,2024-11-06 12:45:25
死角,男,回复 @霁椿_xy :如果姜萍数学真的突出，学校都会给你免学费的，根本不用考虑这方面。,逛到世界尽头,二级评论,6,22,2024-11-06 15:45:25
凤云箐,女,回复 @慈眉善目的老父亲 :当时被盯上打化奥过[笑哭]，但我是文科生，化学老师直接气晕了,逛到世界尽头,二级评论,6,2,2024-11-06 21:30:08
冰殇雪63,男,回复 @逛到世界尽头 :只要有符合数学研究的思维，就算是个残疾人也能当数学家,逛到世界尽头,二级评论,5,2,2024-11-07 13:26:47
dabaixiong8888,保密,回复 @慈眉善目的老父亲 :ll,逛到世界尽头,二级评论,4,0,2024-11-08 10:59:15
卡利贝尔永不朽,保密,数学确实很好但其他科不行的，会靠着自己的数学成绩上个最起码是双非或211的大学，而数学非常好的，则会被直接录取进排名前列的985去。这东西真不会埋没什么人才，倒是有可能把一些半吊子水平的漏网之鱼放进去[藏狐],逛到世界尽头,二级评论,5,7,2024-11-08 13:16:31
卡利贝尔永不朽,保密,回复 @霁椿_xy :难绷，中专学费比普通高中低？中专是12年义务教育？贫困专项和贫困补助是摆设？[笑哭][偷笑],逛到世界尽头,二级评论,5,4,2024-11-08 13:17:48
_西言,男,回复 @霁椿_xy :公办高中学费才几个钱，这都交不起算是极其罕见了,逛到世界尽头,二级评论,5,0,2024-11-09 17:11:57
厚颜无齿王司徒,保密,数学是科学的核心。数学学好的，物理化学肯定不会太差的。怎么可能考不上大学。[吃瓜],逛到世界尽头,二级评论,2,1,2024-11-09 17:54:13
徐吧不吃小孩,女,对啊，今年不是刚有新政策数学过145有什么特殊录取条件吗,逛到世界尽头,二级评论,5,0,2024-11-10 17:51:40
罗马陷落时刻,男,回复 @霁椿_xy :？公办高中一年学费顶多几千块钱还可以申请贫困生助学金，怎么，她家里人全都没有自理能力吗上不起公办高中？,逛到世界尽头,二级评论,5,0,2024-11-16 03:04:27
989896821,保密,回复 @逛到世界尽头 :艺体冷门项目出路窄资源少，尤其国内体育制度基本都是玩冷门小项目，就是有天赋很多家长学生也不愿意卷这种低级赛道，我体育就很有天赋，没去从事专业体育没去卷罢了。数理化这种国之根本行业国家社会家长砸锅卖铁都要培养，埋没不了,逛到世界尽头,二级评论,2,1,2024-11-22 09:07:19
_Nanftari,男,回复 @慈眉善目的老父亲 :语言学跟语文不是一码事，我国的语文教育基本上就等同于汉语文学+部分汉语内的语言学教育。而语言学涉及的层面远比语文中的语言学内容要高要深，绝大多数方面的内容甚至不能算作是语文的一部分。语言学是单独独立出来的一个学科。,逛到世界尽头,二级评论,5,0,2024-11-24 10:05:12
叶落秋没有到,男,回复 @慈眉善目的老父亲 :05年初一，月考 模拟考 期末考前三，初二被数学老师忽悠做半年竞赛模拟题，人家周末作业正常，我周末数学作业多一倍[笑哭]。后来转校把老师气死了[笑哭],逛到世界尽头,二级评论,5,0,2024-11-24 17:55:29
火影之峰,男,一个好🐶,逛到世界尽头,二级评论,5,0,2024-11-28 07:47:21
是辞月呀-,保密,回复 @霁椿_xy : 考上基本免学费的吧,逛到世界尽头,二级评论,4,0,2024-12-01 12:20:09
405药丸,保密,当时我看到这个事情我倒没有质疑这个女孩，我跟家人嘲笑的是阿里集团，我说这是个什么儿戏的数学竞赛？它也配举办数学竞赛？我家人非要跟我辩论，说这女孩很厉害的，北大要录取她，于是我笑的更疯癫了！！[呆][呆][呆],,一级评论,5,29,2024-11-06 06:46:09
蘭亭常秀,男,看着当年霸凌我的出声进中专比我上重高还高兴。,,一级评论,5,9,2024-11-24 18:42:03
流星老爷,男,希望可以清算一下说她没作弊反而还网暴其他人的那些博主。,,一级评论,6,41,2024-11-05 23:27:58
凶残的馒头,保密,在中国，梵高可能在打螺丝，莫扎特可能在摇花手，但高斯绝对不会进中专，应试教育可能会埋没你的艺术天赋，但绝对不会埋没你的数学天赋。,,一级评论,3,101,2024-11-22 11:37:34
HR_sir,保密,地缝里会数学的虫都能给你揪出来，毕加索都只能沿街乞讨[doge],凶残的馒头,二级评论,5,7,2024-12-07 17:47:13
凌69宇,保密,这事阿里是最大始作俑者，为了把阿里数竞知名度打响，假装默不作声，实际暗中推波助燃。整个事件阿里要求证轻而易举，但就是装死。,,一级评论,5,374,2024-11-05 16:04:01
盲目吃鱼幻影,男,支持,凌69宇,二级评论,4,6,2024-11-05 16:18:00
逆鳞剃刀,男,这本身就是阿里做的局[滑稽],凌69宇,二级评论,5,33,2024-11-05 19:05:28
bili_99230985560,保密,我记得当初都说成绩出来之后达摩院第一时间去证实了，没问题才公布的，所以很多人被骗了,凌69宇,二级评论,3,10,2024-11-06 01:33:34
启君良,保密,回复 @逆鳞剃刀 :湖畔大学2.0轻量化版。一年一届十几个人，大公司巨头打造“权威”招牌。国外那一套钱买证的东西想搬到国内，资本主义麻木异化我之心不死……,凌69宇,二级评论,5,30,2024-11-06 05:13:45
bili_66337929890,保密,回复 @bili_99230985560 :谁说的，达摩院自己从没说过，都是一群人出来造谣说鉴定过水平。,凌69宇,二级评论,4,1,2024-11-06 15:48:40
不务正业的寒舞,男,没这档事我都不知道阿里有这个比赛，绝壁故意装死的,凌69宇,二级评论,5,2,2024-11-07 15:05:37
梅树志,保密,主要还是央视推了,凌69宇,二级评论,6,0,2024-11-08 07:27:30
twins粉丝,保密,回复 @bili_99230985560 : 确实啊，阿里发布视频啥的就是为姜萍背书的，别说什么摄制组不懂，那么大的企业找个懂的跟着问问甚至说回去找个人看看录像就知道是不是真才实学，在甚至你摄制组都来了你找个人打个电话聊几句都行啊,凌69宇,二级评论,4,0,2024-11-11 09:48:45
点亮早起者的希望,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,凌69宇,二级评论,3,1,2024-11-22 10:50:52
Hy__ii,保密,记录在案[OK],,一级评论,2,11,2024-11-06 10:28:42
0-12-345-6-7-8,男,"姜萍事件的本质：
新闻学大战数理化",,一级评论,5,18,2024-11-09 15:05:42
2024奇迹见证与实现者,保密,[笑哭]挨打站稳，当初我还是愿意相信有那么个天才中专生的。还是没做好调查研究，实事求是。,,一级评论,6,530,2024-11-05 16:00:41
丨Oriel丨,保密,能别扯淡吗？有那智商上中专？,2024奇迹见证与实现者,二级评论,6,19,2024-11-05 16:14:36
B站抽奖内定诈骗B友,男,中专生，为什么是中专生，小学有个成语叫天方夜谭，别忘了,2024奇迹见证与实现者,二级评论,5,13,2024-11-05 16:15:06
枫叶小狸猫,保密,还是那句话，国内的教育考试机制有可能会埋没艺术天才，但绝不会错过理科天才的。[doge],2024奇迹见证与实现者,二级评论,6,31,2024-11-05 16:15:38
掘墓人没有口红,保密,我一开始就反感，尤其是开始捧的时候舆论风向诡异，只当资本又推出一个女性优秀代表，利用女权试图染指大学选拔机制 ，直到争议出现，看了两方的评论，支持方更情绪化，主打身份认同，阶级认同，另一方相对摆事实，当然无法证实真伪，但先入为主，我就很厌恶这件事以后所以基本就不关注了这件事了，看到了也跳过,2024奇迹见证与实现者,二级评论,6,19,2024-11-05 16:21:58
泥嚎我是城会玩,女,回复 @Beholder-1 :怎么说呢，如果数学是真到竞赛水平，那物理化学应该也在中等左右，最起码应该是普通高中，不然没事干谁选中专（除非语文英语逆天到只有30分[笑哭]）,2024奇迹见证与实现者,二级评论,5,14,2024-11-05 16:23:15
萨斯菲尔德的离歌,保密,回复 @枫叶小狸猫 :化学学的晚，还有极小的可能。数学物理基本不可能埋没。,2024奇迹见证与实现者,二级评论,6,8,2024-11-05 16:28:22
Scarlet_____,保密,+1[辣眼睛],2024奇迹见证与实现者,二级评论,5,0,2024-11-05 16:28:23
阳澄湖蟹哥,男,数理化天才不会上中专,2024奇迹见证与实现者,二级评论,5,6,2024-11-05 16:31:15
Scarlet_____,保密,我也为她说过话[笑哭][笑哭] 真是打脸了…不过话说回来 从逻辑上来说，咱们不加批判地相信确实是有问题，但是去调查这些事情的真实性的责任应该是媒体啊，当时连各大媒体都发了，咱们普通民众也觉得可信了,2024奇迹见证与实现者,二级评论,5,4,2024-11-05 16:31:33
辰在风存,女,回复 @掘墓人没有口红 :这和女权根本没关系吧，就是打着女权幌子而已，而且还有什么废柴逆袭之类的噱头，大家都特别喜欢，结果就情绪一上头，也不在乎什么“主＝6”了，跟某些无脑粉圈似的。只能说煽动大众情绪真的也太容易了[藏狐]那段时间就是有很多人为jp无脑冲的，既不许怀疑也不信证据。所以说，媒体和网民素质真的有待提高，真的太好骗了,2024奇迹见证与实现者,二级评论,4,6,2024-11-05 16:36:33
闪光母民工,保密,回复 @采菊的劳拉 :你是脑子有问题看不懂吗？姜萍压根就没参赛啊,2024奇迹见证与实现者,二级评论,4,2,2024-11-07 16:29:32
香烤派蒙,男,其实愿意相信是没错的，不过在证据实锤之前也有必要保持怀疑态度。,2024奇迹见证与实现者,二级评论,5,0,2024-11-07 17:54:01
北冥有鱼鱼鱼和鱼,男,可能就是你真的不知道中专的数学是什么水平，考些什么，中专数学都不能拿高分，那数学水平真的放到小学都不能算顶尖[笑哭]你相信一个小学数学都学的不太顶尖的人，热爱数学，自学两三年，把数学学成这种水平吗[笑哭],2024奇迹见证与实现者,二级评论,6,1,2024-11-07 18:03:12
cjs986326,保密,回复 @北冥有鱼鱼鱼和鱼 :来老哥，一个工科中专你说说数学都学啥？,2024奇迹见证与实现者,二级评论,5,0,2024-11-07 18:14:03
冰与炎-天之语,保密,"回复 @游骑兵ball :低智的、情绪化的、zzzq的东西能占领互联网，反倒是飞哥被限流。这恰恰是网络空间战争需要警惕的问题[藏狐]
有关部门真的不打算追责进行选择性限流操作的行为体吗[doge]",2024奇迹见证与实现者,二级评论,5,0,2024-11-08 18:16:28
凶牙鬼面白日难见,男,回复 @cjs986326 :膝，不是漆,2024奇迹见证与实现者,二级评论,6,1,2024-11-09 07:56:59
小屿ccx,保密,鉴定为没学过高数,2024奇迹见证与实现者,二级评论,4,0,2024-11-09 09:34:52
XJBBLL,保密,这有什么站稳不站稳的，就像前段时间那个高中生失踪案一样，给出的信息太片面谁也不知道真相怎么样，只要不上纲上线，不管站哪一方讨论都是合理的,2024奇迹见证与实现者,二级评论,5,0,2024-11-10 17:22:52
江南与白月光,男,“2024奇寄见证与实现者”[脱单doge],2024奇迹见证与实现者,二级评论,5,0,2024-11-14 09:57:53
叫鲨鲨三天之内鲨了你,男,单那份名单能排进一个中专生都已经很离谱了，后面越吹越神[饿殍表情包2_杀！],2024奇迹见证与实现者,二级评论,5,0,2024-11-17 00:33:06
南国一沙鸥,保密,"回复 @Scarlet_____ :我这么跟你说吧，信就是一个原因。自己没学过高等数学。学过的人，打死都不会信一个初等数学都学不明白的中专生，可以搞定竞赛数学。难度可以大到无法想象。

我考研数学学过高等数学，把我学自闭了。我高考数学不差的，而高考数学比中专数学难度了。而竞赛数学又比考研数学难很多。我去看了她们竞赛题目，我看答案都不会。太过于复杂。

所以，我才说只有学渣和文科生，学历低下的人才会赢。越是牛逼的人越不会信。数学物理不会就是不会，一个复杂微积分都搞不定的话，不存在灵光一闪，就会解更复杂的偏微分方程。",2024奇迹见证与实现者,二级评论,5,2,2024-11-17 12:36:21
Scarlet_____,保密,回复 @南国一沙鸥 :[辣眼睛]我也学过高数，也是211硕士毕业，虽然我专业只是经济类…我觉得应该是我太迷信网络平台和媒体造神了吧…,2024奇迹见证与实现者,二级评论,5,0,2024-11-17 13:29:24
南国一沙鸥,保密,回复 @Scarlet_____ :这几年被各种骗，该长记性了。,2024奇迹见证与实现者,二级评论,5,1,2024-11-17 16:08:04
-翟羽,男,回复 @cjs986326 :你要明白， 如果你真的可以称为天才，中考120分满分考115这是最基础的。其他的数理化顶多扣个三四分。,2024奇迹见证与实现者,二级评论,4,1,2024-11-18 08:58:48
-翟羽,男,回复 @cjs986326 :恶心，除了网上臆想，你还会干什么？,2024奇迹见证与实现者,二级评论,4,1,2024-11-18 09:01:52
途之遥,保密,“天才中专生”，挺会造词,2024奇迹见证与实现者,二级评论,6,0,2024-11-19 00:54:27
梦与现实的界限,男,回复 @Scarlet_____ :没事，多被媒体骗骗就好了[笑哭]，像我就以前被媒体断章取义，片面报道部分真相，震惊xx，纯纯宣传谣言等等给骗了个遍[笑哭]，然后就学歪了，感觉不对，就先看逻辑通不通，不通就等子弹飞就行，不要被媒体给带节奏就好,2024奇迹见证与实现者,二级评论,5,1,2024-11-20 23:10:06
好的切二三斤来吃酒,保密,同样在浙江 你比【“杭电毕业生”、姜萍信徒的数学水平-哔哩哔哩】 https://b23.tv/LEuIA7Y 视频里这个人强[doge_金箍],2024奇迹见证与实现者,二级评论,5,0,2024-11-20 23:12:05
梦与现实的界限,男,回复 @cjs986326 :jp如果宣传的是真的，那就应该说是数学天才，而作为完全超过普通人的天才，到了这种级别，她数学即使懒，不怎么看，每次考试至少也要得到95%以上的分数才算合理，而满分更是基本操作。而这，就与她某次数学考试的87自相矛盾了,2024奇迹见证与实现者,二级评论,5,1,2024-11-20 23:15:32
少沙君,男,回复 @Beholder-1 :[喜极而泣]当我知道她考试成绩只有80几分的时候就知道她是数学学渣,2024奇迹见证与实现者,二级评论,5,0,2024-11-22 12:58:33
業阝,保密,早几个月前我就一直在网上质疑了，结果招来一堆喷子，可给我骂老实了[笑哭],,一级评论,5,51,2024-11-16 01:02:31
你要与时俱进,男,对逆袭故事特别共情的人，总结来说就是幻想那个逆袭主角就是自己太代入了[滑稽]越菜越懒越代入,,一级评论,6,3,2024-11-07 15:01:09
先天赛博圣体,保密,人被逼急了什么都做的出来，除了数学[嗑瓜子],,一级评论,4,3,2024-11-06 22:54:53
明天再起个名字,保密,媒体们不会道歉，下一个炒作还在路上。,,一级评论,5,3,2024-11-05 19:10:01
诸君今天进步了吗,保密,建议把孤烟貂蝉挂到小红书上，让姐妹们评评,,一级评论,6,3,2024-11-05 16:21:03
晓露夜雨,保密,现在的舆论对学术造假这么宽容了么？这难道不属于学术造假？,,一级评论,6,3,2024-11-05 16:15:15
o星火o,男,因为学术界根本就没鸟这个事，一直是一帮自媒体在造假。,晓露夜雨,二级评论,5,0,2024-11-14 12:14:13
CINEMATICAT,男,数学天才可以出现在初中，可以出现在高中，绝不可能出现在中专,,一级评论,6,3,2024-11-07 00:19:00
吐槽菜菜子,保密,做这种假新闻图啥啊？数学这个专业是最骗不了人的。多容易被揭穿啊！,,一级评论,5,3,2024-11-05 19:56:41
皮丶两个世界,男,这事平台主办方负有很大的责任。。。第一就不应该出现帮助的漏洞，第二，出现了问题不及时调查取证，足足用了几个月的时间，纯糊弄，就是想等事情冷却了再出报告。。。,,一级评论,5,239,2024-11-05 16:03:23
索多玛的大帅哥,男,这就是主办方故意的，炒作这个人与当年炒马云一样如出一辙，就是想利用这个人试探官方的底线，湖畔大学的回响而已[呲牙],皮丶两个世界,二级评论,6,19,2024-11-05 16:37:05
空旷的石间,保密,想造圣做榜样方便以后钻漏洞的，想打⭕的,皮丶两个世界,二级评论,6,3,2024-11-05 19:59:54
枫卷残鱼,保密,[doge][doge]人家主办方是最大受益者 你指望他调查取证？,皮丶两个世界,二级评论,6,0,2024-11-06 12:59:19
19226245,保密,就是故意的。真要查证很难吗？故意憋这么久，就是阿里有心推流,皮丶两个世界,二级评论,6,1,2024-11-10 18:26:27
静静看大神装萌新,保密,炒作这个“天才”的出现，不就是为了攻击国内的教育体制吗？要知道国内是从小学起就有奥数班了，这么筛下来，基本要出现漏网之鱼是很难的，要说她是个美术天才啥的，可信度还高一些。当时的热度就起的很奇怪，一直观望，终于水落石出了,,一级评论,6,14,2024-11-05 20:13:45
yyegushbsg,保密,它作弊的这个事情把网上的中专大专生都炸出来了，凡是替它说话的确定是中专生无疑了。还以为网上人人985呢[微笑]，一搜才发现考上本科就已经超过了70%同龄人，考上985就超过了99%的同龄人。,,一级评论,4,6,2024-12-02 09:01:55
祈梦羽,保密,那个指导姜萍的老师岂不才是真正的大神?[doge],,一级评论,5,94,2024-11-05 20:16:37
小真真诩,保密,回复 @缺氧的核酸 :gov,祈梦羽,二级评论,6,0,2024-11-09 11:58:20
Line21-Canton547,男,老师可能是请了个团队来做,祈梦羽,二级评论,5,0,2024-11-09 23:07:04
柴犬吃鸡腿,男,还大神 先搞清楚 这是一个非官方比赛的预赛12。既不是决赛12 也不是全球12。不知道大神到哪去。[笑哭]这种比赛 预算别人都是随便做的 然后等决赛拿奖金。,祈梦羽,二级评论,5,0,2024-11-19 13:49:22
本本的戴纳修,保密,老师提供帮助？作弊两个字都刻意隐去了，这处罚等于没处罚,,一级评论,6,15,2024-11-05 16:18:31
人类迷惑行为电疗中心,男,总说高手在民间，结果往往是高手在985、211。。。不能说民间没有高手，只是再高的高手也要遵循科学，而科研院校才是高手聚集地,,一级评论,6,25,2024-11-28 09:07:49
__Castiel__,男,可以说，咱们目前的制度已经足以筛选出绝大多数的高手了。剩下的即便是有，那也是凤毛麟角，并且大概率不是什么特别nb的高手,人类迷惑行为电疗中心,二级评论,5,6,2024-11-29 00:58:52
我有名字啦jojo,保密,回复 @__Castiel__ :目前能筛选出来的也只不过是学术高手罢了,人类迷惑行为电疗中心,二级评论,5,0,2024-12-03 12:58:10
过客1133,保密,回复 @我有名字啦jojo :数学不就是以学术为主的吗，高斯华罗庚佩雷尔曼都是这样,人类迷惑行为电疗中心,二级评论,5,1,2024-12-04 14:05:07
结弦,男,我看到第一眼就不相信是真的，大家都是接受过教育的人，谁还没上过学啊。学校里真有数学天才，经历过奥赛的洗礼，除非自己作死不然也轮不到去读中专。我没有看不起中专的意思，我是说真的是个数学天才，那些个老家伙怎么着也会把他做成政绩，报送都是小的。[doge],,一级评论,6,32,2024-11-05 16:20:13
广州阿国,保密,涟水中等专业学校对教师王某某处罚过轻，他明显是幕后操纵者和作假者，就一个取消年度优秀教师资格和谈话就没事了？,,一级评论,6,42,2024-11-05 16:06:05
牛马一号风间琉,男,正儿八经应该是阿里操作的 他就是个背锅的 真以为是他一个老师能操作的啊,广州阿国,二级评论,6,40,2024-11-05 16:07:46
席㫪向阳,保密,咋本来就是个中专，你还想让人家咋处罚？参加的比赛又不是什么国际性的，本来就是开卷考试，还是私企。,广州阿国,二级评论,4,23,2024-11-05 16:09:10
渊の小槑,男,学校也是收益者,广州阿国,二级评论,6,7,2024-11-05 16:12:09
长路迢迢不知归期,保密,也就是一个棋子而已，后面还有推波助澜的人,广州阿国,二级评论,6,14,2024-11-05 16:18:14
twins粉丝,保密,那咋办？阿里赛制漏洞这么大，阿里自己都信了给宣传！你能咋办，就参加个校外比赛和你校内有啥关系？再说这事你别看就是一说真的严重，,广州阿国,二级评论,4,0,2024-11-11 10:11:57
朕的江山95一平,男,说真的，但凡高中时候好好学习 参加高考   考一个正常大学的人，就不会信这种新闻,,一级评论,6,24,2024-11-10 01:30:16
現実逃避と,男,回复 @风起云落落落 : 没有任何信息你怎么质疑，采访视频出来后，信息全面了当然就能找到疑点，参加比赛的多了为什么就质疑她，你有其他选手信息吗？信息全面了才质疑叫马后炮？,朕的江山95一平,二级评论,6,0,2024-11-26 11:22:38
A_WeirQAQ,保密,回复 @百兽可爱多- :这事刚出来反倒我们语文老师一上课就说这事捧着jp吹[无语]，我们宿舍晚上讨论也是一个人都不信。jp拍的那个视频里说自己上中专的理由是让自己有更多时间学数学也是够招笑的，被证实造假后我们一想到这事就惹得全宿舍大笑[笑哭],朕的江山95一平,二级评论,5,0,2024-12-03 09:32:05
