用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
依在WJ,保密,《那些题目我扫一眼就知道有没有做的价值》,,一级评论,5,4,2024-11-03 11:08:27
小齐西瓜,男,我是一名大二学生[吃瓜]之前我只是在抖音上基于我的学习经历对此事提出质疑，一堆人骂我[笑哭][doge],,一级评论,6,4,2024-11-03 11:10:18
costvv,保密,很简单，绝大部分人即便心理有疑惑但选择相信阿里主办方的公信力，阿里想要抢夺数学人才不可能拿比赛公正性开玩笑，你不挨骂才不正常。所以阿里才是罪大恶极[doge_金箍],小齐西瓜,二级评论,6,0,2024-11-03 11:12:44
动物园园长刘小羊,保密,这要打了多少人的脸[doge],,一级评论,3,4,2024-11-03 11:01:58
账号已注销,保密,这个八月有点长,,一级评论,0,4,2024-11-03 10:59:59
阿尔忒弥斯的迷妹,保密,姜萍有错被反噬了，怎么背后推波助澜的阿里跟没事人一样。不经调查就大肆宣传天才少女，眼睁睁看着事情发酵全国哗然。吃这个流量又美美隐身。[tv_鼓掌],,一级评论,5,4,2024-11-03 15:54:54
我把名字给改了,保密,还有她的恩师“王某某”,阿尔忒弥斯的迷妹,二级评论,4,0,2024-11-03 19:34:35
gi呱咕叽哩,男,原声采访来了[打call]https://b23.tv/tUhaNMv,,一级评论,6,4,2024-11-03 15:40:39
bili_94602311152,保密,她的数学老师王闰秋，为了一己私欲，亲手毁了姜萍！,,一级评论,5,4,2024-11-03 15:21:34
无波真古井111,保密,倒反天罡 我觉得这姜萍也不简单了,bili_94602311152,二级评论,6,1,2024-11-03 15:32:04
bili_94602311152,保密,回复 @无波真古井111 :小孩年轻，加点利益诱导，误入歧途很正常，主要是以后的路，这个名声要背一辈子了,bili_94602311152,二级评论,5,0,2024-11-03 16:51:09
荒井楠,男,回复 @bili_94602311152 :当她坦然接受这个名分的时候，心里也应当做好了被反噬的准备,bili_94602311152,二级评论,6,3,2024-11-03 17:01:53
sallinav,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,bili_94602311152,二级评论,2,4,2024-11-03 18:28:28
匿名用户代号47,保密,2024.11.3，faker,,一级评论,5,4,2024-11-03 15:14:28
兰宝单推人,保密,我们也有自己的FAKER[doge],,一级评论,4,4,2024-11-03 15:03:25
小帅AwaKen,男,抄都抄不明白，我都不明白为什么还会引起网上这么多人讨论，这种板书一眼假的东西，哪怕不是数学专业的，看一眼也能发现吧，这种低级错误根本就不是一个正常水平的大学生该犯得，一眼假的东西居然还会有人维护我是真的不理解哈哈。,,一级评论,6,4,2024-11-03 14:58:45
御坂16889号,男,有些人甚至还没中专，当然人家说什么他们就信什么,小帅AwaKen,二级评论,5,1,2024-11-03 15:10:04
--萌狼赫萝--,保密,BV1gS421d7o9传送门已部署,,一级评论,6,4,2024-11-03 14:41:03
茨威格还是刺猬哥,男,请记住即使是天赋异禀的人，也会有完整可见的学习轨迹[笑]，当初说句实话，分析一下，都会被某书的人骂的狗血淋头，现在去看发现已经改变话术了，就算是假的，姜萍要承受多少网络压力，那当初被你们骂的人又承受了多少网络压力捏。,,一级评论,6,4,2024-11-03 14:16:15
茨威格还是刺猬哥,男,还说酸，是的，常常因为没上中专只能上个普本懊悔不已，酸死我了。,茨威格还是刺猬哥,二级评论,6,0,2024-11-03 14:24:34
反对日本核污水排海-,男,"这惩罚？变相鼓励作弊吗？
建议录入个人诚信档案，
对学生进行记过或记大过处分，
对教师停职处理。[吃瓜]",,一级评论,5,4,2024-11-03 14:07:45
北京东路李浩宇,男,那咋了？,反对日本核污水排海-,二级评论,4,0,2024-11-03 14:08:03
反对日本核污水排海-,男,"回复 @北京东路李浩宇 :没有看到对学生的处罚，
对教师的惩罚力度也不够，
作弊本身就可耻，还串通欺骗社会公众。",反对日本核污水排海-,二级评论,5,3,2024-11-03 14:09:46
NBsyang0,男,回复 @zsfjh :别反串了，蠢蛋,反对日本核污水排海-,二级评论,5,0,2024-11-03 14:21:36
wslydsg,保密,你是懂提供帮助的。作弊这个词是没有发明出来吗？,,一级评论,5,4,2024-11-03 13:55:25
甜酒清千,男,看吧[调皮]羊笠说的普通且自信就是说的这种人,,一级评论,5,4,2024-11-03 13:48:48
苍炎克,男,"姜萍你记住：
资本会利用你，
媒体会炒作你，
黑子会打压你，
老师会出卖你，
只有数学不会。
…
…
…
…
…
不会就是不会",,一级评论,6,4,2024-11-03 13:44:57
脚控゚,女,大象新闻纯建忠啊，之前还为姜萍加油打气，现在删视频跑路[汤圆],,一级评论,5,4,2024-11-03 13:45:31
遥远的救世主与理想乡,保密,笑死，要是真数学天才，早惊艳全国了，怎么可能读中专，这种只能骗骗中老年文盲。高斯8岁就展现数学天赋了，学术可以造假，智商造不了假…,,一级评论,6,4,2024-11-03 13:44:18
十点必须上床睡觉,保密,怎么能没有我们的@牛津kate朱朱,,一级评论,5,4,2024-11-03 13:41:40
南明御,男,阿里的初赛规则，线上开卷考试，允许查阅资料，不允许相互交流，怎么保证其他选手独立答题啊，这种情况太普遍了。,,一级评论,5,4,2024-11-03 13:41:30
海猫螯合物,男,毕竟阿里只要能保证决赛不作弊并且能收到报名费就好了啊,南明御,二级评论,6,1,2024-11-03 13:44:49
Wintonize,保密,请选择你的话术： 1，姜萍作弊了，怎么确认其他选手没有作弊？这个比赛就是个笑话！ 2，师傅领进门，修行在个人，姜萍能参加比赛已经很棒了，还是有天赋，肯努力！ 3，谁提供的证据？是不是阿里自导自演蹭热度？ 4，即使是我，抄都抄不明白，她已经很厉害了。[星星眼][星星眼],,一级评论,5,4,2024-11-03 13:32:15
乙机化醚,保密,阿里是来炒作这个比赛的。老师是想图利的。当事人是半推半就的。结论只有一个，中国媒体环境的恶劣和幼稚。理性和人类文化传承是必须获得尊重的。违反教育学基本规律的事情也能大肆报道并且还有模有样的讨论上了。,,一级评论,5,4,2024-11-03 13:00:41
义怒之火,保密,一出来就知道她是假的，经典嫉妒帽子一扣，假的说成真的[大笑],,一级评论,5,4,2024-11-03 12:57:40
tukinonamida,保密,"唉，提供帮助
唉，顺、拿
唉，误取
唉，小馋猫",,一级评论,6,4,2024-11-03 12:53:36
Hathaa,男,nt自媒体 正反的流量你都要吃一遍是吧[给心心],,一级评论,5,4,2024-11-03 12:30:32
书童小核桃,保密,在央视，新华社采访时，不仅没有如实反馈情况，该校从领导到学生继续制假造假，仅仅诫勉谈话就够了吗,,一级评论,6,4,2024-11-03 12:29:41
嗯嗯你说_,保密,你都说学校也干了，那学校能对自己人怎么样[滑稽],书童小核桃,二级评论,5,1,2024-11-03 12:30:38
wqetr123,保密,没关系，我还有planA,,一级评论,5,4,2024-11-03 12:25:48
-_-取名好麻烦,保密,阿里是来炒作这个比赛的。老师是想图利的。当事人是半推半就的。结论只有一个，中国媒体环境的恶劣和幼稚。理性和人类文化传承是必须获得尊重的。违反教育学基本规律的事情也能大肆报道并且还有模有样的讨论上了。,,一级评论,5,4,2024-11-03 12:23:22
醒不过来的我,保密,"低情商：考试中作弊
高情商：考试中帮助",,一级评论,5,4,2024-11-03 12:23:27
别吵我在抓小偷,男,好的中专真的不比985差[傲娇],,一级评论,6,4,2024-11-03 12:20:03
只对投资有兴趣,男,话说，中国中专女学生吊打全球数学天才的故事不香吗！（麻省理工，剑桥，牛津），非要打破人们的幻想是不是太残酷了！,,一级评论,5,4,2024-11-03 12:18:45
Khonsu-,保密,浙大当时不要人家还被骂来着[笑哭],,一级评论,6,4,2024-11-03 12:09:20
MarsEmperor,男,杜杜呢？保护一下啊？城墙呢？防御一下啊？,,一级评论,3,4,2024-11-03 12:07:40
时_间_简_史,男,转人工,MarsEmperor,二级评论,4,0,2024-11-03 12:07:46
午夜老爹他大舅,男,回复 @时_间_简_史 :回复 @时_间_简_史 :哦，原来是脸被打肿的无脑品客，那拜拜哈哈哈,MarsEmperor,二级评论,6,0,2024-11-03 12:14:11
恶鼀完,保密,回复 @时_间_简_史 : 我是六级号，我可以骂你吗,MarsEmperor,二级评论,6,0,2024-11-03 12:19:40
心默默心,保密,姜平已被卡塞尔学院录取[笑哭],,一级评论,3,4,2024-11-03 12:06:24
恋人は自分に弱い,男,这下6神无主了,,一级评论,5,4,2024-11-03 11:56:01
爱幻想的小秋,女,哈哈哈，果然，当初看她那次月考成绩就不是个能做高等竞赛的主，真相出来了，真是大快人心[嗑瓜子],,一级评论,5,4,2024-11-03 11:34:08
阿闍梨轟,男,所以姜萍到底去哪了？还在蜜雪冰城打工还是去上浙大了还是去造光刻机了？[笑哭],,一级评论,6,4,2024-11-03 11:32:27
坤坤你实在是太beautiful,保密,听说去中科院当裁缝去了,阿闍梨轟,二级评论,6,0,2024-11-03 11:41:14
南亭初,保密,去三体解三体问题了,阿闍梨轟,二级评论,6,0,2024-11-03 12:51:42
法师给得得做法事,男,听说被阿里挖去研究AI了,阿闍梨轟,二级评论,5,0,2024-11-03 15:11:03
宝马大盗,保密,1数学方面有天赋的人，可以考不上高中，比如拉马努金，但一定是从小就对数字和逻辑有极高悟性，从小有迹可循。2一个中专生被老师拿账号去考试，这个可以理解，但事情闹大以后还假造板书，并欣然接受采访，那就是一起造假，性质就变了。这时候明智的做法是赶紧承认，这又不是高考作弊，一个民间竞赛承认造假，多大个事。3既然接受采访，牛皮吹出去了，那就要敢于自证，直播一次专业性的面试或者参加一期夏令营都行，结果就是玩儿消失。因此，姜萍这人，没什么好同情的，社会这回狠狠地教了一次她怎呢做人。,,一级评论,6,4,2024-11-03 11:28:38
忆白乁,保密,"简单来说，老师帮姜萍作答，提交了线下试卷。
然后姜萍出于虚荣或者自我营销，想吃独食，和阿里达摩学院的联系未和老师商量，独自出风头。最后阿里要采访老师时，视频里老师明显慌了，知道的已经晚了，此时老师已经被姜萍绑架了。
最后，在出结果的几个月前，姜萍家里早已搬离，人去楼空。吃一波流量，赚一波流量费、广告费、各界补助费就跑了。
只能说，真有人信中专的脑力天赋能全球前列么？
这个社会很现实，大部分人都希望平等（少部分既得利益者当然希望不平等），但是生而不平等也是现实，除非大家的基因都一样，家庭都一样。面对现实，才能直面未来。",,一级评论,6,4,2024-11-03 11:27:55
极光MINECRAFT,男,数学赢了,,一级评论,5,4,2024-11-03 11:21:10
阳liuliu,男,这下彻底成为笑话了，哈哈哈哈,,一级评论,6,4,2024-11-03 11:00:54
蛀棒霉菌Yankee,男,"为她加油！姜萍6月22日决赛 成绩8月公布——大象新闻
https://www.bilibili.com/video/BV1dT421a7TM
你是人格分裂？",,一级评论,5,4,2024-11-03 17:24:58
白井黑加仑,女,歪日你这个视频又让我解锁了一种观看方式，,蛀棒霉菌Yankee,二级评论,6,1,2024-11-03 18:50:15
越秀山侠客_LUHK,男,感觉质疑姜萍的人有点先入为ƶ̇了，这点我觉得很不好。,,一级评论,6,4,2024-11-03 22:41:54
彼岸花开成海,保密,转人工,越秀山侠客_LUHK,二级评论,6,2,2024-11-03 22:44:07
的好像跟不上,保密,转人工,越秀山侠客_LUHK,二级评论,5,0,2024-11-03 22:53:39
艾特司体赣神魔,保密,emmm，回你的这俩人好像没看懂你的评论。。。。,越秀山侠客_LUHK,二级评论,5,0,2024-11-04 01:25:18
彼岸花开成海,保密,回复 @艾特司体赣神魔 : 你说得对，误伤友军，我的,越秀山侠客_LUHK,二级评论,6,0,2024-11-04 07:44:38
浑然天成的怪异果,男,禁止与他人讨论[doge]我看整张试卷都是老王做的吧[胆大党_微笑],,一级评论,6,4,2024-11-03 22:32:26
麻辣牛腩粉,保密,苏察哈尔灿，立刻写出你的名字来。,,一级评论,5,4,2024-11-03 18:02:34
罗辑02,男,明明昨晚挺难受的，醒来还有这事，突然心情好多了。借物理教材一句话，物理学的殿堂没有诡辩者的位置,,一级评论,5,2169,2024-11-03 11:33:44
雷伊呀咿呀咿,男,的确[doge_金箍],罗辑02,二级评论,5,19,2024-11-03 11:41:53
十之八九往前走,男,"数理化都是一样，主打就是实事求是。
诡辩是文科的事。最典型的就是新闻和法律，其次哲学",罗辑02,二级评论,6,272,2024-11-03 11:41:58
ww指尖,男,回复 @十之八九往前走 :活久了发现其实人本来就是感性动物[嗑瓜子]诡辩，草台班子在所难免，不然宗教也不至于能兴盛这么久,罗辑02,二级评论,5,74,2024-11-03 11:44:38
江右霾郎,保密,回复 @十之八九往前走 :因为文科不仅仅是在研究 文科更重要的是在创造,罗辑02,二级评论,5,12,2024-11-03 11:45:19
Aliention,保密,回复 @十之八九往前走 :哈哈，诡辩，哈哈😄,罗辑02,二级评论,5,5,2024-11-03 11:48:10
羊的门_,男,"给大家强调一个重点，这事很有可能是姜坑了她老师，另外她这事最大的问题是造假还被当成榜样宣传，所以才针对，别扯凭什么不说别的造假的，因为他们没有被当成榜样宣传。
她坑老师的事是这样的，因为第一个采访视频并没有她老师的身影。而且第一个采访视频里面漏洞百出。如果他老师在，那不可能有那么多的漏洞，毕竟他老师还是有点实力，虽然没有那么厉害，但是不至于出那种低级错误，再有就是后面姜她老师的神态就非常的焦灼。手抠椅子什么的，一眼就很假，很尴尬，很紧张，这不就是说明他赶鸭子上架。被坑了不得不上去演一把。",罗辑02,二级评论,4,39,2024-11-03 11:50:29
灰发魔女-伊蕾娜,保密,难过什么,罗辑02,二级评论,6,1,2024-11-03 11:50:31
江右霾郎,保密,回复 @晚安诉与朝霞 :不是嘛，是君权神授是自然规律还是人人平等是自然规律？,罗辑02,二级评论,5,4,2024-11-03 11:52:24
六花的凌时,男,回复 @灰发魔女-伊蕾娜 :blg吧,罗辑02,二级评论,6,12,2024-11-03 11:52:35
草莓牛奶骑士,男,回复 @十之八九往前走 :别拿侮辱哲学好吧，哲学也是建立在严谨的逻辑学上面的😓,罗辑02,二级评论,6,48,2024-11-03 11:53:36
江右霾郎,保密,回复 @晚安诉与朝霞 :在古代你讲人人平等那就是大逆不道。在现代你讲君臣尊卑才是大逆不道。这种事情跟自然规律有关吗？这些观念是被“发现”的吗？,罗辑02,二级评论,5,8,2024-11-03 11:53:59
゙゙゙MHYYYYY,女,回复 @灰发魔女-伊蕾娜 :blg,罗辑02,二级评论,6,4,2024-11-03 11:54:49
WMS-Oreqilang,男,回复 @江右霾郎 :请问诡辩家们创造了飞机了还是手机了？具有现实意义的东西创造出什么了？文科所谓的创造无非是脑洞，但这个工作有脑子的人都可以，你可以用文字和图画天马行空，但没有理工科的知识，天马永远飞不起来，理工科的基石是人类的理性，只有理工科才是真正促使人类逐渐完善对宇宙万物正确认识的基础，人类发展文明的前提是靠制造工具靠钻木取火奠定了生物链顶端地位后，才有闲心去琢磨所谓的艺术,罗辑02,二级评论,6,22,2024-11-03 11:56:44
送你一个小花花儿,保密,回复 @十之八九往前走 :你说的这三个在马原里面属于观念上层建筑，从诞生以来就具有阶级性,罗辑02,二级评论,5,5,2024-11-03 11:57:34
丧妹要雨露均沾呀,保密,英雄联盟的Faker不可战胜，数学界的faker还是可以拉下神坛的,罗辑02,二级评论,6,35,2024-11-03 11:57:59
江右霾郎,保密,回复 @WMS-Oreqilang :你所谓的诡辩家们创造了新中国,罗辑02,二级评论,5,17,2024-11-03 11:58:27
剑主很六,男,回复 @江右霾郎 :文科研究人，理科研究世界万物,罗辑02,二级评论,5,5,2024-11-03 11:58:30
咸到天荒地老,保密,回复 @灰发魔女-伊蕾娜 :blg的抽象发挥,罗辑02,二级评论,5,1,2024-11-03 11:59:34
winのwin,男,@可耐の饭团,罗辑02,二级评论,5,0,2024-11-03 12:00:43
一个人的x,保密,回复 @WMS-Oreqilang :创造了新中国,罗辑02,二级评论,5,3,2024-11-03 12:00:46
Link-2017,男,回复 @剑主很六 :太片面了，文科也研究万物，马原里面最先讲的就是世界观,罗辑02,二级评论,4,6,2024-11-03 12:02:00
江右霾郎,保密,回复 @WMS-Oreqilang :另外你有没有想过为什么新中国成立以前，中国就发展不了科技建立不了工业体系。为什么现代工业现代科学体系都诞生在西方而不是中国？为什么实业救国救不了中国？,罗辑02,二级评论,5,12,2024-11-03 12:03:05
一只萌萌新--,男,回复 @WMS-Oreqilang :人类社会科学的最基础的基石是哲学，没有哲学的指导你对世界的认识是最终会落到不可知论上的。科学是人类对于世界认识的具体体现。哲学是对认识论的具体指导。,罗辑02,二级评论,6,21,2024-11-03 12:04:08
棒棒哈市,保密,你让爱因斯坦来回答一下上帝会不会掷骰子[吃瓜]，物理学若干年后可能会证明一大堆物理学家都在诡辩，但数学不会,罗辑02,二级评论,4,8,2024-11-03 12:04:35
新世纪fx战士,保密,回复 @WMS-Oreqilang :理工科确实非常重要，无限贬低文科大可不必，诡辩家不还是创造了马克思主义[黑眼圈_金箍],罗辑02,二级评论,6,21,2024-11-03 12:05:03
剑主很六,男,回复 @Link-2017 :是我片面了，文科主要研究人，理科主要研究物,罗辑02,二级评论,5,5,2024-11-03 12:05:15
Link-2017,男,"回复 @十之八九往前走 :所以你这句话的结论，是经过科学分析得出的，还是脑补得出的？
科学属于自然哲学，逻辑学也属于哲学。哲学和自然科学的关系，我觉得初高中讲的挺清楚的",罗辑02,二级评论,4,7,2024-11-03 12:05:24
微微歪歪微,保密,诡辩者?√吧都算不上[doge_金箍],罗辑02,二级评论,4,1,2024-11-03 12:05:29
江右霾郎,保密,回复 @WMS-Oreqilang :乾隆是见过蒸汽机的，可是这东西在他眼里不过是奇技淫巧。牛顿即使是在大清朝发现了万有引力又能干什么呢？不过是给达官显贵们做兴趣老师罢了。,罗辑02,二级评论,5,6,2024-11-03 12:05:31
水人小精灵大战猛犸,保密,回复 @一个人的x :创造新中国的难道不是四万万劳动人民？,罗辑02,二级评论,6,6,2024-11-03 12:05:43
mr灬亅a丫la1,保密,昨晚怎么了?blg输了?,罗辑02,二级评论,6,0,2024-11-03 12:05:59
mr灬亅a丫la1,保密,回复 @六花的凌时 :无所谓，我早就是瓦批啦,罗辑02,二级评论,6,1,2024-11-03 12:06:29
夏波梨梨向日葵,男,回复 @mr灬亅a丫la1 : 好耶输了，T1 五冠了，耶耶耶,罗辑02,二级评论,6,2,2024-11-03 12:07:41
十之八九往前走,男,"回复 @草莓牛奶骑士 :哲学是人类思想的一个抽象的概念。
我个人认为跟逻辑学没有什么必然联系，很多人觉得有些话非常有道理非常能反应现实其实本质无非是来源于生活，应用于生活。",罗辑02,二级评论,6,5,2024-11-03 12:08:16
傲意凌霄,男,回复 @心若比邻1111 :中单也干了,罗辑02,二级评论,6,2,2024-11-03 12:08:37
剑主很六,男,回复 @Link-2017 :不过世界观是属于人认识世界的观念观点吧,罗辑02,二级评论,5,2,2024-11-03 12:09:42
罗辑02,男,回复 @六花的凌时 :对,罗辑02,二级评论,5,0,2024-11-03 12:10:34
罗辑02,男,回复 @灰发魔女-伊蕾娜 :我最喜欢的主队输了,罗辑02,二级评论,5,0,2024-11-03 12:11:02
乌贼_Offcial,保密,回复 @十之八九往前走 :我得和你合个影,罗辑02,二级评论,4,1,2024-11-03 12:11:19
三个gunners,保密,所以你以为你就能心安理得的睡在物理学数学为你编织好的世界中了吗，在这样的世界中你就可以安心让物理学和数学等这些学科代替你去做任何选择和判断？,罗辑02,二级评论,6,2,2024-11-03 12:13:22
Hiizuna7mi,保密,一样的，电子竞技的冠军也还是在更有实力的人手中,罗辑02,二级评论,6,1,2024-11-03 12:15:06
无语猫猫奶淇琳,保密,回复 @十之八九往前走 :哲学是有逻辑分类的，可不是诡辩,罗辑02,二级评论,6,2,2024-11-03 12:15:38
新世纪fx战士,保密,回复 @十之八九往前走 :没有法律何来守法有序的社会，没有哲学何来指导万物的思想，没有新闻何来腐朽黑暗的曝光，你说这样片面的话恰恰证明了我国文科教育任重道远，不是学科本身不实事求是，而是人不。巧合的是实事求是是东汉史学家班固提出的，近现代我国继续作为指导思想，也希望你能做到,罗辑02,二级评论,6,7,2024-11-03 12:16:57
希望晚霞有你,男,"我和你一样哈哈哈哈
也是昨晚难受的要死 今天早上起来一看心情好多了[OK]",罗辑02,二级评论,6,0,2024-11-03 12:18:35
一只萌萌新--,男,回复 @十之八九往前走 :欧洲在有足够的生产力之后，陷入了上千年的中世纪。中国也因为重农抑商陷入了2000多年的封建社会。牛顿在30多岁之后就一心陷入了神学，你再怎么鬼片你能比牛顿都牛逼？一味的否定哲学只会让你看起来像个半吊子。,罗辑02,二级评论,6,3,2024-11-03 12:18:56
这丷我们就遇到高手,男,回复 @十之八九往前走 :这个确实，语文作文再差都有保底分，数学大题不会就是不会,罗辑02,二级评论,5,0,2024-11-03 12:20:06
亚亚_c,保密,回复 @棒棒哈市 :😓,罗辑02,二级评论,6,1,2024-11-03 12:22:02
十之八九往前走,男,"回复 @一只萌萌新-- :我好像只说了哲学是诡辩的多发区吧？
又能成为一味的否定哲学了是吧。
你的阅读理解很符合我的描述",罗辑02,二级评论,6,0,2024-11-03 12:22:16
kop_yu,男,回复 @水人小精灵大战猛犸 :人民是历史的创造者，但是伟大人物在特定的历史阶段起决定性作用。如果没有领导者和指导思想，就会和几次失败的工人运动殊途同归，而中国化的马克思主义带领人民开创了新的历史,罗辑02,二级评论,5,0,2024-11-03 12:22:51
直立格里高尔,保密,回复 @十之八九往前走 :当你产生这样的一种偏见的时候，何尝不是人文中的一环，厌恶你自己吧[藏狐],罗辑02,二级评论,6,5,2024-11-03 12:23:15
冰女,保密,回复 @十之八九往前走 :不是你还能把网上那些媒体营销号截一段的不知道那个砖家的发言当真啊？不了解人文社科就去多看看，对你没有坏处不要脑子一根筋的想当然[OK]光是教育学这一块没有老师还真教不出你,罗辑02,二级评论,6,5,2024-11-03 12:23:25
庭玥喵喵,保密,回复 @江右霾郎 :很遗憾，牛顿发现的力学三定律最终造福人类，没有蒸汽机你的主出行方式还是坐坐马车，科技最终是造福人类的，你所说的只是达官贵人的兴趣老师只是你自己认为的而已,罗辑02,二级评论,5,2,2024-11-03 12:23:52
十之八九往前走,男,"回复 @新世纪fx战士 :没有我发这个评论何来你的回复呢。
希望以后我没有评论的时候你不要去回复，可以吗？
这阅读理解水平我只能说书还得看",罗辑02,二级评论,6,0,2024-11-03 12:24:25
苏槿潇,女,回复 @十之八九往前走 :又diss上文科了[笑哭],罗辑02,二级评论,5,3,2024-11-03 12:25:18
Aliention,保密,回复 @江右霾郎 :在人创社会优先讲的是社会规律，但社会规律的研究没有仪器测量，缺少标准公式，很难精确量化，然后有人用一句“诡辩”来告诉我们，我们的研究都是假的😄，不如强调量化的理工科一根😆。,罗辑02,二级评论,5,3,2024-11-03 12:26:04
十之八九往前走,男,回复 @冰女 :不是，新闻法律哲学的诡辩你不承认就不存在是吗。一手信则有不信则无无敌于世,罗辑02,二级评论,6,3,2024-11-03 12:26:23
ElkViper3,男,回复 @心若比邻1111 :最出生的是猪伟,罗辑02,二级评论,4,1,2024-11-03 12:26:55
璐璐inted,女,我也是,罗辑02,二级评论,6,0,2024-11-03 12:28:15
璐璐inted,女,难受了睡不着，💩比赛,罗辑02,二级评论,6,0,2024-11-03 12:28:24
祥子拉保时捷,保密,回复 @布茶- :那是她自己报的名还是她老师借她名义报的名？,罗辑02,二级评论,6,0,2024-11-03 12:28:33
世界の观测者,男,回复 @十之八九往前走 :新闻和法律就别拿来和哲学碰瓷了，哲学和物理学一样古老，而且我们目前所说的现代科学在过去还有另一个称呼，叫自然哲学[藏狐],罗辑02,二级评论,6,6,2024-11-03 12:30:00
冰女,保密,回复 @十之八九往前走 :有诡辩咋了？这个世界上没有骗子还是没有小偷吗？你哲学马克思主义怎么看？你新闻你只看假新闻是吗？法律这边是全人大全人常制定的如果你接触不到建议你去人大或者最高法最高检那边问问。不要搞笑好不好你那是打死一片人文学科OK？说你一根筋还说错了？[吃瓜],罗辑02,二级评论,6,4,2024-11-03 12:31:33
文书病人,保密,回复 @十之八九往前走 :在你看来，什么是文科？什么是理科？我觉得应该解决这两者的边界问题以及达成对这两者的共识，再来讨论接下来的问题。,罗辑02,二级评论,5,0,2024-11-03 12:31:37
十之八九往前走,男,"回复 @苏槿潇 :我这不是diss文科，而是说文科确实有这么些问题存在。
理科就是简单直接，文科基本就是弯弯绕。
这两就不一样，包括历史这种可以春秋笔法，比如小日子国内把南京事件美化成为对中国的帮助。
放数学里面1+1就是不可能等于3，除非插入人类家庭繁衍这种概念",罗辑02,二级评论,6,1,2024-11-03 12:32:03
Aliention,保密,回复 @十之八九往前走 :在人创社会优先讲的是社会规律，但社会规律的研究没有仪器测量，缺少标准公式，很难精确量化，然后有人用一句“诡辩”来告诉我们，我们的研究都是假的😄，不如强调量化的理工科一根😆。,罗辑02,二级评论,5,2,2024-11-03 12:32:55
十之八九往前走,男,"回复 @Aliention :你这不就是诡辩吗。
我话的意思:哲学诡辩多。
你:哲学是诡辩？差不多得了[抠鼻]",罗辑02,二级评论,6,1,2024-11-03 12:34:42
新世纪fx战士,保密,回复 @十之八九往前走 :那你为什么不发个“拒绝回复”呢，我记得数理化也需要不断纠错讨论吧，这时候怎么撇开言论自由了[黑眼圈_金箍]更何况我举的例子与你回复的“没有你的评论何来我的回复”有什么逻辑关系，“数理化都是一样，主打就是实事求是，诡辩是文科的事”你的意思不就是文科远落后于理科的实事求是，可我记得去年常温超导的闹剧，不也是造假，再者姜萍事件和文理科有什么关系，我承认理科的脉络更清晰，但这次事件不还是源于学术造假吗，之后的舆论狂潮你又如何辨析文理科的人具体的看法。还有你去了解一下诡辩的定义吧,罗辑02,二级评论,6,2,2024-11-03 12:34:53
薇尔莉特三笠,保密,"回复 @十之八九往前走 :《诡辩是文科的事》，《我这不是diss文科》
要么把话说严谨，要么就别为你的论述前加这么一个抽象的总结，《文科基本就是弯弯绕》，这句话出来更是无视物理学和数学为代表的古典理科在古希腊时代被叫做“自然哲学”的事实[怪我咯]",罗辑02,二级评论,6,3,2024-11-03 12:35:31
十之八九往前走,男,回复 @冰女 :你的发言可以完美应用到你身上，和别人同样的原因我不想再做重复的回复了,罗辑02,二级评论,6,1,2024-11-03 12:35:55
Lslsnb,保密,借用欧几里得说过的一句话：几何没有为国王专门铺设的道路,罗辑02,二级评论,5,0,2024-11-03 12:36:38
Aliention,保密,回复 @十之八九往前走 :你这才是诡辩，你的原文是“诡辩是文科的事”“比如哲学”，请问我要怎么理解成“哲学诡辩多”？你的话语有一个字提到范围或者数量吗？,罗辑02,二级评论,5,4,2024-11-03 12:36:44
一只萌萌新--,男,回复 @十之八九往前走 :你不会觉得你点对点的抬杠能抬完吧？你说话与其是和你回复的人说，更不如说是说给在座的观众看。他们在这里给你摆事实讲证据。你在这里搞人身攻击和搞诡辩。最终结果就是人家说的论据团结了中立人士去骂你。你搞抬杠最后弄的下不去台。你搞人身攻击那一段我就假装没看见了。你自己想想你这么上网累不累,罗辑02,二级评论,6,4,2024-11-03 12:36:53
小怪兽拉布,保密,这个事要辩证的看，分开来看，分情况分形势看,罗辑02,二级评论,4,0,2024-11-03 12:37:02
冰女,保密,回复 @十之八九往前走 :so？我并没有贬低理工科一点，我只是反驳你对于人文社科的看法就跟你一样了？那确实你赢了，不应该跟你这种没脑子的人解释什么[OK],罗辑02,二级评论,6,3,2024-11-03 12:37:41
十之八九往前走,男,"回复 @新世纪fx战士 :我的意思是:？
你阅读理解一直是这么好的吗？
我说诡辩在文科领域普遍存在
你说我认为文科不如理科？
我只能说绝了",罗辑02,二级评论,6,1,2024-11-03 12:37:53
打假达人12134,保密,兄弟咋了 非洲闹瘟了吗,罗辑02,二级评论,3,0,2024-11-03 12:39:33
十之八九往前走,男,回复 @薇尔莉特三笠 :对对对，哲学概括范围无限大。是我的问题,罗辑02,二级评论,6,1,2024-11-03 12:39:35
