用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
无天天312,保密,回复 @草野信子 :这是数学。是一切自然科学的母科！数学就是非常看天赋的。你会就是会就是会不会就是不会。不存在突然龙场悟道的情况！我国的教育可能会漏掉体育天才艺术类天才。但是绝对不可能漏掉数学这种天才！明白吗。就拿体育来说，比如足球就有那种小时候不算顶尖但是经过大量比赛经验积累后反而成为顶级球星的！比如齐达内！数学绝对不可能出现姜萍这种情况的！,草野信子,二级评论,5,0,2024-12-15 11:03:46
清秋倚戍楼,保密,把姜萍架上去的是她的粉丝，最后骂她的也是她的粉丝。我们这些一开始质疑她的人，矛头都是她的老师，她老师是整件事情的主导者，他有动机有能力有条件做这件事。但是反驳我们的人永远把姜萍推在最前面，讲都讲不通的，怎么摆事实讲道理，都回我“你不行你嫉妒！”,,一级评论,5,3,2024-12-09 13:34:19
天與咒縛,男,第一千个点赞✧٩(ˊωˋ*)و✧,,一级评论,6,2,2024-12-08 23:29:29
脑洞乌托邦,保密,[支持],天與咒縛,二级评论,6,0,2024-12-10 22:53:28
总-有-朕-想-害-刁-民,保密,真真假假，虚虚实实。[奥比岛_击爪] 有一点可以确定，没有资本的力量普通人想一炮冲天简直就是白日梦。[奥比岛_击爪][奥比岛_击爪][奥比岛_击爪],,一级评论,5,5,2024-12-10 16:38:00
真锅和和,保密,没骗到我，我都不知道这事要是小乌不说[doge_金箍],,一级评论,5,6,2024-12-08 19:21:16
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,真锅和和,二级评论,6,0,2024-12-10 17:48:47
脑洞乌托邦,保密,前段时间这个事情很火的呀🔥,真锅和和,二级评论,6,0,2024-12-10 22:52:11
芝芝本芋泥菠萝不是鱼,保密,还是家里没背景啊。每年小升初，初升高那些写了什么分子，纳米，医疗等高精尖项目的孩子都顺利升入名校,,一级评论,5,3,2024-12-08 22:47:40
hirowl,女,最后怎么过的高考？,芝芝本芋泥菠萝不是鱼,二级评论,6,0,2024-12-11 00:07:18
葡萄成灰,保密,回复 @hirowl :特长生 移民等等,芝芝本芋泥菠萝不是鱼,二级评论,6,0,2024-12-11 22:46:15
午后o薰衣茶,女,相信女性力量，不要求自证，姜萍加油！,,一级评论,2,5,2024-12-10 05:56:31
十万喜剧,保密,[笑哭],午后o薰衣茶,二级评论,6,1,2024-12-10 20:32:29
方脸joker,男,我知道几个云南比较好的医院,午后o薰衣茶,二级评论,6,6,2024-12-12 13:02:21
我就扫扫地,保密,脑子,午后o薰衣茶,二级评论,5,1,2024-12-12 20:08:00
打针技术好不疼还很快,男,高考600多也非常不错了，我们家是702，第一时间就联系了清北招生办，也得到了清北招生办的第一时间答复，他们说不能以门牌号码作为招生条件。,,一级评论,5,2,2024-12-14 17:45:39
乙影,男,哥，这是中考,打针技术好不疼还很快,二级评论,5,0,2024-12-16 15:30:49
超光速穿越,保密,不知道这个女孩，但跟阿里的人打过交道，他们之前是那种觉得亚马逊加谷歌还比不上他公司一个脚趾头的心态,,一级评论,4,2,2024-12-13 07:06:21
呀一下洗吧益,保密,不可否认的是，阿里达摩院以后的信用将受到巨大的打击,,一级评论,3,2,2024-12-14 21:46:10
睡会哈,保密,主=,,一级评论,6,39,2024-12-08 19:01:28
BorkHoff,男,6,睡会哈,二级评论,4,2,2024-12-08 19:02:32
吧冼啊,保密,6,睡会哈,二级评论,5,1,2024-12-08 19:49:39
谁椰卜柿,女,点赞正好是6 不点了,睡会哈,二级评论,5,7,2024-12-08 20:51:00
长大長大,男,什么时候戏耍全国十四亿人了？我从来没觉得她是真的，因为我真学过高数,,一级评论,5,15,2024-12-08 20:08:12
今天你感恩了吗,保密,主要刷了很多关媒,长大長大,二级评论,4,4,2024-12-08 20:12:34
又当又立算什么东西,男,现在还有傻子信她是被打压了呢,长大長大,二级评论,6,1,2024-12-08 21:02:46
醉为伊人独相思,保密,我才中学毕业，当初刷到这个事件我就持保留态度！因为前几次的炒作后面带货，已经不太信这些新闻了！,长大長大,二级评论,4,1,2024-12-08 21:16:29
relief-义眼,男,经典sb媒体夸大其词,长大長大,二级评论,6,0,2024-12-09 08:43:00
源樱さくら,保密,戏耍是指她的行为，至于骗没骗到你就是另一回事,长大長大,二级评论,6,1,2024-12-10 12:37:15
hy1哥吕德华,男,回复 @醉为伊人独相思 : 你才中学毕业，应该要多信这些新闻,长大長大,二级评论,5,0,2024-12-10 14:52:37
洗雨_烘晴,男,"其实之所以这种开卷的制度，就是考试方根本不害怕你作弊，因为这种题的难度作弊也答不对。
怎么才能成功晋级呢？我猜就是谁背后的团队厉害，谁就更容易晋级。所以你看到的前几名都是名牌大学的。
说白了，那些常青藤大学的考生也未必不是老师帮忙取得的成绩，甚至可能是一个团队来帮忙做题，这种开卷考试，不可能只有她一个人被老师协助，只是因为人家是名牌大学，所以没人查他们罢了，高材生是不能允许中专生比他们强的，否则自己引以为傲的学历岂不是不值钱了吗？
最让人奇怪的是一个中专生的老师为什么这么厉害？一个这么厉害的老师为什么要找一个数学水平不到高中的人来作弊？老师帮学生考了12名，他自己却只考了125名？怎么都觉得蹊跷，除非漏题漏答案，否则这个事应该还有内情。",,一级评论,6,3,2024-12-08 22:20:11
summerq1111,保密,因为老师找了枪手帮着一起做题，老师有个群好几个人一起讨论题目，然后老师估计是提交了几个版本想相互验证，结果碰巧jq的版本分最高,洗雨_烘晴,二级评论,6,1,2024-12-09 09:55:43
xmbsdx,保密,如今被发现了 她更加相信靠行骗可以取得成功 她发现她崇拜的老师和上面的阶层不过是草台班子 而这次事件对她的警醒是 行骗不能被发现,,一级评论,6,4,2024-12-09 02:29:40
乌拉就给跪,保密,上一期赵薇呢，怎么被屏蔽了？,,一级评论,6,20,2024-12-08 20:07:23
我是滨崎步,保密,小燕子能量很大的[蹲蹲],乌拉就给跪,二级评论,6,6,2024-12-08 20:18:55
Thousand666,保密,YouTube 看就行,乌拉就给跪,二级评论,4,2,2024-12-08 22:08:56
成天爱龙,保密,有人搬运了,乌拉就给跪,二级评论,6,0,2024-12-09 10:37:11
一只傻瓶子,保密,回复 @成天爱龙 :那个搬？,乌拉就给跪,二级评论,5,0,2024-12-09 17:13:05
忆童i,保密,回复 @成天爱龙 :插眼,乌拉就给跪,二级评论,6,0,2024-12-09 17:18:53
忆童i,保密,回复 @一只傻瓶子 :你找到搬运了吗？,乌拉就给跪,二级评论,6,0,2024-12-09 19:40:30
九月是我的诺言,男,回复 @成天爱龙 :求个搬运地址,乌拉就给跪,二级评论,6,1,2024-12-10 18:35:05
小小个子和小号,保密,@脑洞乌托邦 5月“胖猫”事件和6月“姜萍”事件，小乌还没讲5月网络闹剧,,一级评论,4,14,2024-12-08 21:39:00
重庆姛,女,追风小叶的也没讲呢,小小个子和小号,二级评论,6,0,2024-12-08 22:43:34
丨小弟无肌丨,保密,回复 @重庆姛 :好久没关注了，听说开始吃两头饭了？,小小个子和小号,二级评论,6,0,2024-12-09 10:21:23
君兰轩er,保密,我淮安人，一开始都不知道她是涟水的，还是网上朋友告诉我说淮安出了这么个天才，当时我就觉得奇怪，这要真事本地早该传开了，淮安学校什么德行本地人都知道，但凡有点噱头都得大张旗鼓的宣扬，但周围却没人聊她，我就劝我朋友先看看情况，然后就没有然后了,,一级评论,6,4,2024-12-09 13:34:19
禽兽派画师,保密,这件事情其实说明了很多人是缺乏思辨能力的，当时很经典的论战观点就是——你质疑？那么你看看考试题多难，你看都看不懂，所以你不能质疑。——这也就是说，ta们在用自己笃信的论点当作论据和论证，别人质疑她答了高分的真实性，他们的回答却是，因为这个太难了，她答了高分，你却不会，所以她答了高分。仅仅从这一点来说，当时论战的正反双方根本就不在同一个频道上。,,一级评论,6,3,2024-12-09 09:20:29
喝着雪花看雪花,保密,方舟子人品不怎么样，打假水平还是有的！！！,,一级评论,6,12,2024-12-09 14:18:24
我是漂亮燕,女,能力，学历，和人品不是正比关系的,喝着雪花看雪花,二级评论,4,1,2024-12-09 21:08:43
李三思呀丫,保密,中考成绩也还行[doge]，最后没去普高只去了中专，她如果学籍在北京冲个211真有希望,,一级评论,5,5,2024-12-08 19:52:44
阿呆的正传,保密,我本科金融学专业的，大学阶段因为喜欢数学，也学了同济大学的高等数学那些，然后参加了全国大学生数学竞赛，9道题，能百分百肯定做对的，就是前两道填空题。然后我自己答完，我都不确定自己能不能获奖。最后得了二等奖，我都不知道，自己凭啥能得奖啊。虽然也很用心的学习了，但是数学竞赛这种东西，光靠热爱和勤奋还是不够的，真要靠天赋啊……,,一级评论,6,64,2024-12-08 21:40:53
幼儿园滑梯试滑员,女,那个比赛确实很简单，我第一次纯裸考拿了国三，后来考研那会又报了一次，算了算大概考了26分，结果拿了国二,阿呆的正传,二级评论,5,0,2024-12-09 00:40:32
-MKB-,保密,个人感觉，整件事情就是竞赛官方自己炒作宣传，至少没有姜萍这事之前，很多非数学专业的人就不会知道这个竞赛，然后在竞赛期间官方其实有很多次机会自己去质疑姜萍和王闰秋，但是官方只选择包庇，包装姜萍中专数学天才更是官方想看到的爽文炒作，竞赛官方没想到后面打假人的集体的能量这么大，,阿呆的正传,二级评论,5,2,2024-12-10 11:06:21
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,阿呆的正传,二级评论,6,0,2024-12-10 17:50:40
孔子曰Q,保密,挺想知道造假的目的是什么，数学可不像文学好糊弄，只要考一下马上就露馅，造假之前都没想过吗？,,一级评论,6,13,2024-12-08 20:12:07
llll11111,保密,这个女孩子也就是个高中生 根本不会想那么多 所以她不可能是主谋 只是被舆论推高做了靶子 其他人就各有各的利益驱动了,孔子曰Q,二级评论,6,10,2024-12-08 20:15:33
我是滨崎步,保密,喔，补档⚠️[蹲蹲][蹲蹲],孔子曰Q,二级评论,6,0,2024-12-08 20:17:42
希夷微梦,男,"-
她的出名，最后甚至到胁迫浙江大学要所谓的破格录取她。[滑稽]

所以，本质上，是阿里系妄图通过自己公司搞得一个竞赛，要一条特殊渠道进入高校。

实际上水黑的很。[墨镜]",孔子曰Q,二级评论,6,10,2024-12-08 20:40:37
醉为伊人独相思,保密,事件中的女主人公如果没有得到实际已经兑现的好处我觉得是最亏的！其他环节都收获了流量，赚麻了！她的家乡可能还因为此事件增加了旅游业收入！我甚至觉得以后其他地方都可以模仿，经济不行就玩玩“造神”刺激刺激经济！,孔子曰Q,二级评论,4,2,2024-12-08 21:27:38
yinfu01型,男,造假目的是老师最后拿奖去申博，至于姜的好处，最开始可能是个人情，报道后是出名的流量和大学入学机会,孔子曰Q,二级评论,6,1,2024-12-09 01:16:22
Peterblade,保密,"造假的目的
王闰秋: 教师评级，或者打开自己的名师之路。
阿里: 宣传自己的山寨数学竞赛，毕竟之前没几个人知道。
姜萍: 被裹挟利诱，毕竟是名利双收的事情，央视转播，当地就有富人送钱给她家。",孔子曰Q,二级评论,5,1,2024-12-09 15:32:25
jgszyfsjqf,保密,你不能以结果论原因,孔子曰Q,二级评论,6,0,2024-12-09 21:33:03
实在不知道叫啥合适,男,"这个赛制有问题，八小时的考试，但照顾全球时差答题区间是24小时。只要在这24小时之内用八个小时答完题目就行。所以有些人借三个账号，24小时思考答题，最后刷一个高分。这个漏洞人尽皆知，之前也不是没人用过，阿里也不在乎这个，防君子不防小人，反正只是预赛，最后决赛才是真功夫。
本来就是他的老师借了姜萍的帐号参赛，没想到一下子考的还不错，阿里本着宣传的目的写了一篇通稿，没想到一下子符合了武侠小说中的逆袭故事，引来媒体采访。姜萍不懂得数学差距有多大（就好比很多高中生觉得自己高中数学学得好，就自以为能进入大学数学院，走向陈景润、华罗庚的路，但其实这行差距大得惊人），结果牛皮吹大了。等反应过来的时候，不好下场了",孔子曰Q,二级评论,5,1,2024-12-10 17:53:31
穆_潇_,保密,因为炒成功了很多人都有名利可以分。,孔子曰Q,二级评论,6,0,2024-12-10 22:25:36
周淑怡cos李小璐,男,回复 @希夷微梦 :不是吧，我感觉问题就是那么显而易见，他老师喜欢数学，登了她的账号，只不过是一场乌龙没想到有人想趁机造势搞大的,孔子曰Q,二级评论,6,0,2024-12-12 02:26:00
拉屎会拉在外面的猫,保密,所以她的数学题是老师做出来的？,孔子曰Q,二级评论,6,0,2024-12-12 08:56:33
小灭-Stiemy,保密,根本没想过是真的，她要是真的天才，早就在初中的阶段被发掘和抛橄榄枝了，中国这类炒作太多了，胡一舟还有多少人记得。[藏狐],,一级评论,6,8,2024-12-09 00:50:21
Animuschaser,女,先缓存一波[tv_doge],,一级评论,6,3,2024-12-08 22:31:31
脑洞乌托邦,保密,不至于不至于[笑哭],Animuschaser,二级评论,6,1,2024-12-10 22:52:38
JAY_Z0101,男,最喜欢小乌了,,一级评论,4,2,2024-12-10 19:08:14
脑洞乌托邦,保密,[UPOWER_368229902_谢谢],JAY_Z0101,二级评论,6,0,2024-12-10 22:51:24
雨夜带枪1,保密,头像是本人吗,JAY_Z0101,二级评论,6,0,2024-12-11 12:28:15
咸鱼cheese,男,小乌还是讲的很中肯的，这件事由她老师而起，但我觉得责任最大的一方应该是为了热点不做考证的无耻媒体，这就是新闻学的魅力吧，很多媒体早已脱离群众,,一级评论,5,6,2024-12-09 16:24:35
希然-宁泊,保密,一开始我以为是达摩院炒作自己，提高自己的知名度，巩固自己的竞赛地位，后面杨梅等关煤报道，我又觉得是发生在高考前后，目的是消除广大群众对学历的歧视和学历焦虑，是金子在哪里都会发光，后来我又怀疑是她的导师有私心，现在我也不知道到底是谁的锅了，或许真的是她的导师，主要是我看姜萍的样子应该也是被蒙在鼓里，被忽悠了，当时看到那个名单真的很为她感到高兴的，草根冲进全球名校的爽文剧情谁不喜欢希望她喜欢数学是真的，以后越来越好吧,,一级评论,6,16,2024-12-09 11:26:32
薜萝门主,保密,盲猜会有人说她也是受害者，她本身就是这个阴谋的一份子，或许不是主谋，但也是帮凶，当然某巴巴更是罪无可恕，为了推流无所不用其极,,一级评论,6,5,2024-12-08 19:50:30
mmomo酱酱酱酱,保密,有没有可能中专少女是数学天才逆袭的话题满足了很多人对自己的幻想，认为姜萍如果是数学天才，在目前教育体系下的低学历者也能幻想一下自己可能是个尚未被发现的某领域的天才哈哈哈哈哈哈哈,,一级评论,6,0,2024-12-16 18:19:58
牛了掰嘞,保密,你以为自己是同伙，其实是棋子,,一级评论,5,5,2024-12-08 20:52:40
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,牛了掰嘞,二级评论,6,0,2024-12-10 17:48:36
不颓废了,男,这么说，王润秋是真有实力[思考],,一级评论,5,3,2024-12-09 11:32:22
lofiWitch,保密,可能他的背后也有枪手呢？,不颓废了,二级评论,6,0,2024-12-10 17:56:03
不颓废了,男,回复 @lofiWitch :那就是枪手有实力了[doge],不颓废了,二级评论,5,0,2024-12-11 07:53:16
TurBODNA,保密,"初试题套路比较基础，就那么几个可能性，这个老师 用自己的，老婆，姜萍的 不知道还有没有其他人的 账号 换着样的作答呗。去年就是这么做的。 实际上 姜萍这个号 今年答的比他自己用号答的好。
这是达摩院这个野鸡公开赛的漏洞，碰巧搞成这样了。如果是这个老师自己答题是93分，营销效果会合理许多，不会这么不可控了。",不颓废了,二级评论,6,0,2024-12-13 18:52:08
不颓废了,男,回复 @TurBODNA : 对啊自己开几个小号去答题还说学生答的干啥[笑哭],不颓废了,二级评论,5,0,2024-12-13 19:49:42
火-山-令-页,保密,太片面，老师帮助很正常，其他名次有没有类似情况？,,一级评论,4,2,2024-12-09 16:13:54
書劍123,保密,其他人最起码懂高数，她这个有点太侮辱公众智商了，相当于瘸子参加奥运会长跑比赛还拿了前几名[笑哭],火-山-令-页,二级评论,5,0,2024-12-10 23:38:44
fwliu2,保密,为什么会接受谩骂，别说什么幕后推手导致，只要你不想，你直接站出来澄清，一切都可以解决，欲戴其冠，必承其重。竟然想要名利配合演这场戏就得接受真相曝光被谩骂的结果。当然那些借此挑拨对立的也是nt。,,一级评论,6,4,2024-12-08 23:04:25
世界没有我和你,保密,“用字典查专业词汇”，看到这句话就可以肯定是假的了，因为信她的中专生大专生肯定不知道大学有门课叫“专业英语”,,一级评论,5,2,2024-12-10 16:01:02
周淑怡cos李小璐,男,别尬黑，大专某些学科也有专业英语，中专不知道就罢了,世界没有我和你,二级评论,6,0,2024-12-12 02:33:52
小胖儿的逛吃生活,保密,当时舆论是让浙大破格录取，破格录取有正规比赛，有能力就报名参加，知道阿里数学竞赛的人，会不知道参加正规比赛？,,一级评论,4,5,2024-12-08 22:10:35
Firedogs,男,一开始我以为她是一个非常偏科的大神，后来看到涟水县教育局实锤她中考数学成绩83就开始质疑。不过质疑党们没有人真的跟一个17岁女生过不去，大部分人都在质疑她老师的动机是否是为了申博导演了这个事件，如果说她真的受到了什么压力，我想应该是来自那些无良自媒体以及无线挺她的粉丝。,,一级评论,5,4,2024-12-10 20:30:43
圆子蛋886,女,我是不太明白为什么申博需要弄一个这事儿出来？她老师能替她做题做出这么靠前的位置，自己认真考肯定也没有问题[笑哭],Firedogs,二级评论,6,0,2024-12-11 10:28:48
伯氏吹埙仲氏吹篪,保密,"关于什么天才这个事，以前写作又搞赛车那个人“天才少年”作家，当时我还很小见到学校、各论坛和网上各方媒体报道都在吹他，我觉得假得离谱，再加上他后面基本上是零创作，我更加想信自己的直觉和判断了。
不知道为什么，这种天才刚报道出来的时候看到各大热搜第一直觉就是假！连去了解都懒得了解，更不会去站队。",,一级评论,4,21,2024-12-09 14:20:39
绯月风静凉晚玉,保密,新概念那会儿主要是炒作他的文章，后来去参加赛车了主要视角也不在他的文章上了，所以对外不怎么报道，真关注他就知道他即使跑车那几年也有新书，也还在写一些随笔之类的短篇文章。只不过最近几年的确0创作了，因为都在拍电影。,伯氏吹埙仲氏吹篪,二级评论,6,3,2024-12-09 19:25:39
伯氏吹埙仲氏吹篪,保密,回复 @绯月风静凉晚玉 :反正这个人一直争议很大，只不过他走的那个写作赛道没数学这个好辩证，不然他当年估计都得像现在这个这样炒炒就熄火🔥。,伯氏吹埙仲氏吹篪,二级评论,4,1,2024-12-09 20:40:35
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,伯氏吹埙仲氏吹篪,二级评论,6,0,2024-12-10 17:50:05
糖糖小魚,女,作家和數學的難度可以說是天差地別，畢竟文科是主觀的，而數學是有標準答案的,伯氏吹埙仲氏吹篪,二级评论,5,0,2024-12-10 22:38:27
hirowl,女,我也是，尤其是媒体狂欢的事情,伯氏吹埙仲氏吹篪,二级评论,6,1,2024-12-11 00:03:12
伯氏吹埙仲氏吹篪,保密,回复 @糖糖小魚 :确实不同赛道,伯氏吹埙仲氏吹篪,二级评论,4,0,2024-12-11 12:41:50
youngpuppy,保密,韩寒？,伯氏吹埙仲氏吹篪,二级评论,5,0,2024-12-15 18:45:44
伯氏吹埙仲氏吹篪,保密,回复 @youngpuppy :✓,伯氏吹埙仲氏吹篪,二级评论,4,0,2024-12-16 15:55:24
我号还想要呢,男,还是yt好，所有视频都可以看，还不用怕举报下架[微笑],,一级评论,5,3,2024-12-08 23:22:28
今天你感恩了吗,保密,管子上为啥没有杨永信的那期？,,一级评论,4,3,2024-12-08 20:14:54
娃娃機李瑟,保密,是不是好久之前发的？,今天你感恩了吗,二级评论,4,0,2024-12-08 20:20:08
脑洞乌托邦,保密,之前的视频，往前找找就能看到,今天你感恩了吗,二级评论,6,0,2024-12-09 09:19:36
xmbsdx,保密,数学比较吃天赋 我小学一年级第一次数学考试开始就一直接近满分 我花了很多年去理解为什么这些题其他同学做不出来,,一级评论,6,2,2024-12-09 01:56:26
莫落尘,男,我们消防中控的生僻词都要专门的词典查，更何况数学了,,一级评论,6,2,2024-12-09 01:33:46
小狸猫不想玩,保密,姜萍这事一眼假，居然有很多人站队， 相当一部分是无脑质疑权威 代入自己支持弱者的。,,一级评论,6,3,2024-12-08 20:08:21
评论已不存在-00,保密,本来专家、官方、权威是最值得信赖的，可现在大家都对这三个无脑质疑了，也是莫名的讽刺。[哦呼][哦呼],小狸猫不想玩,二级评论,5,1,2024-12-08 23:18:04
赚钱炒股-ray,男,任何上过高中的人 怎么可能相信这种事。。。。。。,,一级评论,6,2,2024-12-08 21:52:27
飒飒风野_,女,上过大学的人稍微思考就会质疑这件事的真假，可笑的是各种主流媒体大张旗鼓为她造势，也是吃上人血馒头了,,一级评论,5,2,2024-12-09 18:24:45
买米粉的老头,保密,这个孩子很大概率是无辜的，学校有问题。但也不一定,,一级评论,6,4,2024-12-09 00:04:53
孤单射手祁同伟,男,考试作弊和组织考试作弊都是违法犯罪行为，何来无辜一说？,买米粉的老头,二级评论,5,7,2024-12-09 00:16:33
wings36366,男,戏是她自己演的吧？何来无辜？,买米粉的老头,二级评论,5,7,2024-12-09 01:07:47
须飞风,保密,大型考试作弊还无辜，你怎么想的[笑哭],买米粉的老头,二级评论,5,2,2024-12-09 02:12:34
赶稿狂魔,保密,回复 @wings36366 :她更大可能是无知 无知到不知道这个头衔意味着什么 这个排名意味着什么 所以傻乎乎地欣然同意演这出戏,买米粉的老头,二级评论,5,0,2024-12-09 03:09:59
last顺神,男,回复 @赶稿狂魔 :经典我无知不是我的错，弱小和无知不是你犯罪违法的理由，就算抛开这些不谈，难道一个正常人不知道作弊是不对的事情吗？是个人都知道，那为什么还要做？很简单因为有利可图，那么这么一个为了一己私利做出作弊行为的人何来傻乎乎一说？自己选择了错误的做法就自己承担后果，而不是虚伪的装疯卖傻一般给自己辩解，那只会让别人更鄙视你,买米粉的老头,二级评论,6,3,2024-12-09 07:19:08
不过区区咸鱼罢了,男,无辜，她完全可以否认，但她为什么没有否认呢？,买米粉的老头,二级评论,6,2,2024-12-09 07:51:10
黑鱼摄,保密,无辜是不存在的,买米粉的老头,二级评论,5,2,2024-12-09 08:08:01
赶稿狂魔,保密,回复 @last顺神 :我没说她没错 是她的无知造成她犯错 你是没事就逮谁就要叭叭给人上课？,买米粉的老头,二级评论,5,0,2024-12-09 09:50:29
买米粉的老头,保密,在这个大环境下老师也是名利为主，学生大多是工具罢了。某天老师会说：我这有个比赛你参加挂个名就行.这种事情很多啊。只是这件事太火了舆论发酵很猛没收住。,买米粉的老头,二级评论,6,1,2024-12-09 10:29:29
白首青志,保密,我相信她肯定是无睾的,买米粉的老头,二级评论,6,0,2024-12-09 12:13:49
我大E了啊啊,男,回复 @须飞风 :因为性别正确(bushi,买米粉的老头,二级评论,3,1,2024-12-09 12:49:14
我大E了啊啊,男,回复 @白首青志 :那如果是他，那他还无辜吗(性别倒换,买米粉的老头,二级评论,3,0,2024-12-09 12:49:42
last顺神,男,回复 @赶稿狂魔 :又开始癔症了，对姜萍是癔症，你怎么知道她什么都不知道？对我也开始癔症 ，你连我什么样子都不知道就开始幻想你爸的生活了？什么样子了的癔症能让你在毫无任何事实根据的情况下脑补出这么多你自己觉得是的东西然后真觉得这就是真实的了？经典我自己觉得是那就是什么，有病就去治，我真没空给你这种幻想症聊天，真的逆天,买米粉的老头,二级评论,6,1,2024-12-09 13:46:34
我拉粑粑有一套,保密,她亲自出演的女一号，她都能无辜，挺6啊，骗子本人都想不到这也能洗,买米粉的老头,二级评论,5,0,2024-12-09 18:24:58
赶稿狂魔,保密,回复 @last顺神 :说了姜萍是无知但不是无辜，看懂了？她蠢到没有办法推演整个事件的结果也不清楚演下去意味着什么，结果到了你这逮谁就要喷，你是有多压抑？显得你很能装杯很能说？你认为事情不是这个样子，所以你不也是在臆测？你这个傻儿子脑子不行嘴巴也不干净啊？,买米粉的老头,二级评论,5,0,2024-12-10 10:24:58
枫落吴江丷,女,我有个朋友搞数学的，也参加过这比赛，就直接断言肯定是假的，理由也是那个软件的问题，还有个朋友也跟我一样对数学一窍不通，就觉得质疑姜萍的大都是阴谋和偏见，大胆猜测当时分歧产生就是懂不懂数学的区别了，反正我不懂，这板书我是一个字也看不懂[笑哭],,一级评论,6,3,2024-12-09 00:09:37
hirowl,女,不懂就不站队啊，因为凭自己认知无法分辨真假，等一个结果就好了,枫落吴江丷,二级评论,6,0,2024-12-11 00:12:09
25birth,保密,谢谢up梳理这个事件，前段时间太多消息根本看不过来，也不知道具体发生了什么[笑哭],,一级评论,6,22,2024-12-08 20:04:43
千翎瑞叶,保密,能信这新闻的怕是和问2上面为什么有一个厂的是同一批人[Mygo表情包_哈？],,一级评论,5,2,2024-12-10 23:46:48
彩虹人Zz,保密,阿里造神失败,,一级评论,5,2,2024-12-08 21:30:33
爱的娇娇,保密,要不是up主梳理我的消息还停留在姜信誓旦旦参加决赛的新闻,,一级评论,5,2,2024-12-08 23:13:02
哈哈你想听音乐吗,男,https://m.hswh.org.cn/wzzx/llyd/jy/2024-11-07/90919.html,爱的娇娇,二级评论,6,0,2024-12-10 17:48:59
冷冽谷的音箱蟀,保密,唉，资本[藏狐],,一级评论,6,2,2024-12-08 19:52:15
一般不闹心,男,寒门不出状元了，现在的情况。,,一级评论,6,1,2024-12-09 14:07:44
BorkHoff,男,缓存。,,一级评论,4,4,2024-12-08 19:01:43
就是没什么大不了,保密,[辣眼睛]其实这玩意动脑子想想都知道假的 她任何学习轨迹都没有 就小说一样滴检测到宿主资质平平 里面觉醒 数学圣体[doge],,一级评论,5,1,2024-12-10 19:56:46
且听鸣吟,保密,只有你才被戏耍了,,一级评论,6,1,2024-12-10 18:06:56
棒子婆姨戏耍14亿,保密,你终于看明白了，中国人中国的事，轮的到棒子婆姨说三道四？评论区这么多人自己被嘲讽了，还给外国人说好话？,且听鸣吟,二级评论,2,0,2024-12-12 01:54:02
穆_潇_,保密,高数这种东西，中专生中学生不是没可能学，大学生不考研的话学的也是很浅显的，但是竞赛这种还是算了，没天分一点做不了。还有那个什么偏微分没啥必要去读英文的书，你要是想对比不同国家教材的教学思路的话是可以去看看，但学基础概念的话真没必要看...,,一级评论,6,1,2024-12-10 22:29:09
被挖开的心,保密,残酷吗 18岁后就是成年人了 不忘初心 太难了 小学就教的诚信 被她全忘了 作弊者 这也是一种惩罚了。,,一级评论,5,1,2024-12-10 00:38:59
武神英明,保密,达摩院敢不敢把前十名学员成绩都复查一遍，体制内公司本身就没什么可信度。其他学员成绩也不值得相信。,,一级评论,6,1,2024-12-09 15:19:52
小洁洁zy,保密,中国版《天才枪手》,,一级评论,4,1,2024-12-11 13:51:58
凉笙墨染V2,男,爱了 好视频,,一级评论,6,0,2024-12-10 00:10:38
愛滋,保密,"沒想到這集居然能上
只能說幸好主題是數學[捂脸]
科學類會不會，攤在陽光下 一翻兩瞪眼
如果是文學、藝術，那這案不知道要懸多久",,一级评论,4,1,2024-12-10 00:01:26
海马体下城区,男,世界上本没有天才，炒作的多了自然成了天才[吃瓜],,一级评论,4,1,2024-12-09 11:38:55
Roy_T_GAO,保密,为啥我见过所有的视频 都比管管上短几分钟啊,,一级评论,5,1,2024-12-13 18:22:22
冬風西吹,保密,少了vpn廣告,Roy_T_GAO,二级评论,6,1,2024-12-14 00:07:41
方脸joker,男,我怀疑是想把这个比赛引入人们视野，然后提供知名度吧,,一级评论,6,1,2024-12-12 13:01:29
双十库佳佳,女,"她老师帮她答题。
那她老师的水平也太厉害了吧！",,一级评论,5,1,2024-12-11 16:06:42
双十库佳佳,女,感觉阿里才是幕后推手吧！,双十库佳佳,二级评论,5,0,2024-12-11 16:08:36
我正男是宇宙之王,男,新世纪数学战士,,一级评论,6,1,2024-12-10 14:09:52
偶一呀,保密,怎么感觉这事儿就这么不清不楚的完结了，我真怀疑，就只凭王润秋和姜平，能成事？,,一级评论,6,1,2024-12-09 00:13:13
小糖糖1,保密,做的太好了，👍👍👍👍,,一级评论,6,1,2024-12-09 00:04:18
