用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
果冻水丶,男,底线是她,sjjejsjjaja,二级评论,6,3,2024-11-03 12:39:49
立即推复习到两点_,保密,有底线就不会叫新闻学了,sjjejsjjaja,二级评论,6,19,2024-11-03 12:40:02
林间流萤飞,保密,回复 @爱思考的小达伦 :八月能终于过去了[笑哭],sjjejsjjaja,二级评论,5,6,2024-11-03 12:40:40
玻尔波尔卡,女,米线米线穿越火线,sjjejsjjaja,二级评论,5,6,2024-11-03 12:44:17
芥雏子alter,男,它们就是创造《底线》的人,sjjejsjjaja,二级评论,5,6,2024-11-03 12:44:19
Jesseoo,保密,底线是遇到流量趋之如骛，遇到问题大遗忘术[嘘声],sjjejsjjaja,二级评论,5,13,2024-11-03 12:45:10
公孙书生,男,"新闻就应该是把目前已知情况发出来。
而不是像评论区一样，臆想着网络断案。",sjjejsjjaja,二级评论,5,1,2024-11-03 12:50:11
扫黑除黑超人强,保密,新闻学现在有个屁的底线，底线破得比🐔女快，用词那叫一个委婉，提供帮助→作弊俩字不会写吗？[抠鼻],sjjejsjjaja,二级评论,4,5,2024-11-03 12:51:46
Jesseoo,保密,不要教主流媒体做事[嘘声],sjjejsjjaja,二级评论,5,0,2024-11-03 12:53:56
江蟒喵喵,男,学新闻的人有底线？,sjjejsjjaja,二级评论,6,1,2024-11-03 13:00:43
桃子好好次啊,保密,女的还有底线？,sjjejsjjaja,二级评论,6,3,2024-11-03 13:00:55
烟图黛螺,男,回复 @公孙书生 : 确实,sjjejsjjaja,二级评论,6,0,2024-11-03 13:02:31
寒山拥雪,保密,省流：[doge]有阿里股票的快跑[doge],,一级评论,5,3,2024-11-03 14:11:44
我爱游酱香饼,男,@华右社 🤣🤣🤣,,一级评论,5,3,2024-11-03 14:07:35
魏迅化,保密,自打耳光,,一级评论,4,3,2024-11-03 14:04:07
7omat0,保密,这下新闻学不如土木了[吃瓜],,一级评论,6,3,2024-11-03 13:59:14
皿犭石车,男,@波士顿圆脸 国内优秀媒体案例有没有说法,,一级评论,5,3,2024-11-03 13:56:18
JOJO昕,男,[doge_金箍]平法不会让的,皿犭石车,二级评论,5,0,2024-11-03 14:03:28
zsfjh,保密,领了16e了是吗，明明知道我国现在重视中专教育，并且人家该处理也处理了，有必要抓着不放吗？这么敌视我国的中专教育，你怎么不滚去美国，难道是你美叠不要你吗，1450搁这搅乱我国的教育环境真的是其心可诛😅😅😅,皿犭石车,二级评论,3,0,2024-11-03 14:27:26
皿犭石车,男,回复 @zsfjh :动不动就扣帽子是吧，大号都不敢上，为什么犯了严重错误只公示个结果就必须马上原谅？我把你家烧了再给你道歉你就得马上原谅我吗？,皿犭石车,二级评论,5,0,2024-11-03 14:30:45
Pigeon-G,男,回复 @zsfjh :你是一袋猫粮,皿犭石车,二级评论,6,0,2024-11-03 14:31:44
-夢灯籠-,男,脸疼吗[星星眼],,一级评论,6,3,2024-11-03 13:53:34
放学后茶会hiahia,保密,加深了对中专的刻板印象,,一级评论,6,3,2024-11-03 13:37:18
clippers1,男,之前哪个媒体造谣来着,,一级评论,6,3,2024-11-03 13:35:08
Jesseoo,保密,不要再念了，中央社的消息，我真的不想再听了。[笑哭],,一级评论,5,3,2024-11-03 13:32:15
果子pope,男,那么对于作弊的始作俑者，对姜同学是不是应该至少给个留校察看处分呢[doge][doge],,一级评论,6,3,2024-11-03 13:31:15
勘探员,保密,除了天气预报，谁还看你啊,,一级评论,4,3,2024-11-03 13:29:21
三无马布鲁,男,学新闻学的,,一级评论,6,3,2024-11-03 13:24:38
水水水無,保密,我有个问题姜萍火的时候有个资本家往他家送礼，礼怎么处理,,一级评论,5,3,2024-11-03 13:25:49
暮雨雁飞,保密,学新闻的文科生懂数学吗？[大笑]不懂就别造谣,,一级评论,6,3,2024-11-03 13:23:10
爱兮辉辉,男,懂得都懂，有老师指导很正常，何必为难一个中学生，除了各种媒体赢了流量，其他都输了,,一级评论,6,3,2024-11-03 13:17:24
MASTUOHKE,保密,有没有视频补档？,,一级评论,5,3,2024-11-03 13:15:10
阿比碳,保密,🤣👉只要你别开精选评论，就算你赢了,,一级评论,5,3,2024-11-03 13:13:59
胡-言-乱-语-ing,男,好像没开,阿比碳,二级评论,5,0,2024-11-03 13:14:27
鞘簇,保密,没开,阿比碳,二级评论,4,0,2024-11-03 13:15:49
Dr_Chen-6711,保密,回复 @胡-言-乱-语-ing :没开我也🤐，我反正大把的评论是🤐了[tv_鬼脸],阿比碳,二级评论,6,0,2024-11-03 13:16:55
阿比碳,保密,回复 @胡-言-乱-语-ing :现在还早呢,阿比碳,二级评论,5,0,2024-11-03 13:35:40
阿比碳,保密,回复 @鞘簇 :现在还早呢，很多视频都是后来看见评论区不受控制才会开的,阿比碳,二级评论,5,0,2024-11-03 13:36:05
唐工智能小菲,男,唉，女性力量,,一级评论,6,3,2024-11-03 13:04:21
鬼山哥,保密,当初相信姜萍那些人呢？出列！,,一级评论,6,3,2024-11-03 12:57:46
九方空-,保密,[初音未来三连快乐表情包_必须拿下],鬼山哥,二级评论,5,0,2024-11-03 12:58:33
CREAM_Alan,男,抓,鬼山哥,二级评论,6,0,2024-11-03 12:58:43
橘子皮61,保密,道歉吧，为之前的行为，起码还能说敢作敢当,,一级评论,6,3,2024-11-03 12:57:25
呀呼的king,男,姜萍那期视频咋没了？,,一级评论,5,3,2024-11-03 12:47:14
猪爸爸aw,男,这年头信新闻，不如信推销,,一级评论,5,3,2024-11-03 12:45:35
樱雪吹,保密,你还有脸,,一级评论,6,3,2024-11-03 12:44:27
第一律者,男,现在媒体真的是越来越史了[藏狐],,一级评论,6,3,2024-11-03 12:42:23
天鸃,男,这里面最恶心的还是媒体，一直在火上浇油。网友被骗，姜萍被钉上耻辱柱，媒体却吃到了三波流量。第一波:姜萍神话；第二波:利用学历对立，性别对立等引战，制造矛盾流量；第三波:发布辟谣声明，最后再吃一波。我们都是🤡，真是学新闻学的,,一级评论,5,3,2024-11-03 12:35:38
夏虫不知冰-,保密,道歉！,,一级评论,5,3,2024-11-03 12:35:02
夏虫不知冰-,保密,二流出来,夏虫不知冰-,二级评论,5,0,2024-11-03 12:35:50
共享早饭,男,🤣👉🤡,,一级评论,6,3,2024-11-03 12:32:53
卜萝洛波,保密,早干啥去了？记者和评论员就这专业素质？,,一级评论,5,3,2024-11-03 12:30:48
青岚风月,保密,起初我也是不信的，但是看到那些亲戚老师和她自己的采访，真的懵了[笑哭]现在的媒体真的可怕，那么多疑点的事情却可以正大光明地报道,,一级评论,5,3,2024-11-03 12:29:47
痴憨鸟yH,女,要的不是你的通告，要的是你的道歉。,,一级评论,6,3,2024-11-03 12:27:05
GNK48-小布丁,男,未经查实跟着造谣，三流媒体快封了吧,,一级评论,6,3,2024-11-03 12:21:16
一生挚爱詹詹,保密,你好,,一级评论,6,3,2024-11-03 12:19:50
TMA_official,保密,道歉,,一级评论,5,3,2024-11-03 13:59:27
放烟花小能手,男,献完祥瑞又快速切割[嫌弃] 他们师生开始认错了，顶央字头的视频发布者呢，不得反省表个态助助兴[蹲蹲],,一级评论,6,3,2024-11-03 13:43:41
不追番的碎梦,男,fake news,,一级评论,6,3,2024-11-03 13:41:14
犹如幻翳゙゚゙,男,至少没开精选,,一级评论,5,3,2024-11-03 13:34:46
拉桑啊,保密,作弊作弊作弊，这两个字这么难承认,,一级评论,5,3,2024-11-03 13:34:43
布丝,男,没法收场了是吧[星星眼],,一级评论,6,3,2024-11-03 13:32:35
漂泊疯子,保密,作弊俩字是不会写是吧？,,一级评论,6,3,2024-11-03 13:31:08
灯塔路过,保密,"jp的故事激励着我一定要认真学习，不要走歪门邪道,不要从他人那获得帮助！respect![给心心][给心心][给心心]",,一级评论,4,3,2024-11-03 13:31:56
我是誰っ,男,快进到精选评论,,一级评论,6,3,2024-11-03 13:21:49
门捷列夫的小跟班_,男,央视网速看已经开了[OK],我是誰っ,二级评论,6,1,2024-11-03 13:24:21
不笑灬猫,保密,新闻学含金量还在提升[doge],,一级评论,6,3,2024-11-03 13:15:50
嗜睡神兽,保密,造谣传谣，道歉了吗[给心心],,一级评论,5,3,2024-11-03 13:11:41
CJ_Xtreme,男,faker news[嗑瓜子][嗑瓜子][嗑瓜子],,一级评论,6,3,2024-11-03 13:11:33
喵笃,保密,不是瞧不起学历，但你要宣传一个人很厉害，不要带上中专好嘛，整个事件就宣扬中专很棒，去技校干厂子活吧，何必呢,,一级评论,6,3,2024-11-03 13:10:28
咸鱼王12123,保密,希望新闻能保证真实性，不要让大众对国内新闻失去信心，大众也不用因为失察的个例而否定全盘，不要让自己成为别有用心之徒手中的“枪”。,,一级评论,6,3,2024-11-03 13:08:17
海的游戏,男,都说了，战报会骗人，战线不会。文没有第一，但是数学可是实打实的不会骗人，说白了，人造鸡汤失败了，以往鸡汤都是勤奋努力你就会成功之类的，只是这次露馅了。,,一级评论,6,3,2024-11-03 12:58:53
北朱皋,男,世界是一帮草台班子加一帮小丑,,一级评论,5,3,2024-11-03 12:54:29
绝世湖人的逗逗,保密,师不必贤于弟子,,一级评论,6,3,2024-11-03 12:50:11
银月狼爵,男,6流媒体,,一级评论,6,3,2024-11-03 12:49:35
MRF-A,保密,应该追溯到人啊，谁审核问题谁要求去拍摄的？央视这么大的媒体应该搞清楚才能拍吧[捂脸],,一级评论,5,3,2024-11-03 12:44:19
不灭の蒙古上单,保密,"当初是谁造的谣,脸皮还挺厚的",,一级评论,6,3,2024-11-03 12:42:19
卡卡瓦夏再见,保密,"“我永远忘不了2024.11.3号，这个属于Faker的日

子

“你也看英雄联盟吗？”

“我是说数学造假的事情。”",,一级评论,5,3,2024-11-03 12:39:52
是个大西瓜啊,保密,什么叫帮助？代做就代做，小姑娘是无辜的吗？撒谎，欺骗是无辜的吗？发布的声明不痛不痒，这么长时间调查个这个出来？不妨地图炮开的更大些，成年人扯瞎话受到惩罚不说了，现在学校对学生没有诚信教育的吗？,,一级评论,6,3,2024-11-03 12:34:49
落魄上单小末年,保密,你道歉呢？ 主流媒体就是宁死不承认自己的问题?,,一级评论,6,3,2024-11-03 12:34:56
热爱学习的小皮ball,保密,流量吃两次是吧是吧,,一级评论,5,3,2024-11-03 12:33:16
shim33333,保密,[doge][doge]所以，之前的新闻[辣眼睛][辣眼睛][辣眼睛][辣眼睛][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭]只能说，学新闻的人数学水平真的都不太行吗[辣眼睛][doge][doge][吃瓜][吃瓜],,一级评论,5,3,2024-11-03 12:31:10
qiu7927,保密,当初说姜萍有问题给人喷。。粉粉就是喜欢认为一个读大专的能胜过别人苦读考上一流本科的网文逆袭。。因网上粉粉大多数就是社会底层，都没出去看过整天在自己舒适圈win win。。赶英超美,,一级评论,5,3,2024-11-03 12:25:41
某东西拉黑搞精神胜利,男,。。。。我也是😊建制派，你可知道当时质疑应试教育的只有粉粉吗？我当时也认为假的，咋了开除粉籍是吧？,qiu7927,二级评论,3,0,2024-11-03 12:53:03
某东西拉黑搞精神胜利,男,马督工当时也发了批评应试教育的[星星眼]，他是粉粉了吗？,qiu7927,二级评论,3,0,2024-11-03 12:53:32
某东西拉黑搞精神胜利,男,你也是活在自己世界里的[星星眼]，那几个月质疑姜萍一点，就有人说国外把姜萍接走，你们就后悔吧？请问说这个认为国外更重视姜萍话的是神是粉？,qiu7927,二级评论,3,0,2024-11-03 12:56:42
某东西拉黑搞精神胜利,男,粉粉质疑应试教育，不是等于自己打自己吗？[胆大党_微笑],qiu7927,二级评论,3,0,2024-11-03 13:00:55
qiu7927,保密,回复 @某东西拉黑搞精神胜利 :粉粉大多低学历，当然质疑应试教育。。毕竟它们考不上啊！你以为粉粉都是高学历？笑死人。就像当初质疑美帝总统的北大女生，毕业后第一时间就是去美帝嫁人，看多了懂多了才知道什么是正确的。。,qiu7927,二级评论,5,0,2024-11-03 13:07:14
某东西拉黑搞精神胜利,男,回复 @qiu7927 :闹麻了,qiu7927,二级评论,3,0,2024-11-03 13:36:25
某东西拉黑搞精神胜利,男,回复 @qiu7927 :[呲牙]到底谁才是维护国家的？神还是粉？,qiu7927,二级评论,3,0,2024-11-03 13:37:11
某东西拉黑搞精神胜利,男,回复 @qiu7927 :北大不是高学历？上海人自己打自己脸吗？还是你想说粉其是神，神才是真正的粉？,qiu7927,二级评论,3,0,2024-11-03 13:38:05
某东西拉黑搞精神胜利,男,回复 @qiu7927 :[呲牙]我从抖音，B站从事件刚刚发生开始到现在，抱怨国家教育坑了他们，不然自己早就飞黄腾达了，挑起男女对立的？这些是粉该做的吗？,qiu7927,二级评论,3,0,2024-11-03 13:39:31
某东西拉黑搞精神胜利,男,回复 @qiu7927 :那你这理解，人口吧人均粉红是吧？毕竟天天质疑国家,qiu7927,二级评论,3,0,2024-11-03 13:40:00
某东西拉黑搞精神胜利,男,回复 @qiu7927 :你根本不懂什么是粉，你就一半吊子，[星星眼]神曲这辈子也就和抖音那些抱怨的蛆虫坐一桌了，我一直维护国家，维护宪法，履行公民义务，今天维护国家教育竟然被开除粉籍[胆大党_微笑],qiu7927,二级评论,3,0,2024-11-03 13:42:16
qiu7927,保密,回复 @某东西拉黑搞精神胜利 :维护国家宪法，你先想想你满18以后你认识几个选上去的代表吧。。我都懒得理你。。你们小区代表有为你服务过么？看见你自嗨起来，你不就标准的粉么？,qiu7927,二级评论,5,0,2024-11-03 13:52:22
某东西拉黑搞精神胜利,男,回复 @qiu7927 :那你也是粉红,qiu7927,二级评论,3,0,2024-11-03 13:53:01
某东西拉黑搞精神胜利,男,回复 @qiu7927 :毕竟按照你的言论：质疑应试教育（国家）的都是底边粉红,qiu7927,二级评论,3,0,2024-11-03 13:53:49
某东西拉黑搞精神胜利,男,回复 @qiu7927 :你后面质疑宪法，质疑国家政策，和[星星眼]你口中的粉粉如出一辙，请问国家教育算不算国家政策之一？,qiu7927,二级评论,3,0,2024-11-03 13:56:43
某东西拉黑搞精神胜利,男,回复 @qiu7927 :维护宪法的权威，每日学习不算维护？来评论区批评央视错误行为不算使用宪法赋予的权利，你自己举的例子那是使用谢谢[胆大党_微笑],qiu7927,二级评论,3,0,2024-11-03 13:58:56
某东西拉黑搞精神胜利,男,回复 @qiu7927 :还是说你自己就是你口中的臭底边的粉红，一直质疑国家政策，反正自己又触碰不到，考不上，如果不是麻烦你自己好好看看你说的“粉红当然会质疑应试教育（国家政策）。。毕竟考不上”[胆大党_微笑],qiu7927,二级评论,3,0,2024-11-03 14:09:03
某东西拉黑搞精神胜利,男,回复 @qiu7927 :[胆大党_微笑]神就是神，粉就是粉，不要当夹头，不要为了分化就把概念模糊了，当然你把🇨🇳应试教育的中国改成美国，那确实概念没有模糊，毕竟美国跟我有个鸡毛关系,qiu7927,二级评论,3,0,2024-11-03 14:14:19
qiu7927,保密,回复 @某东西拉黑搞精神胜利 :非红即黑就是粉粉的特色。。没有中间地带，不同意他就是夹头。。,qiu7927,二级评论,5,0,2024-11-03 14:27:20
世界第一超无敌大帅哥,保密,"“姜萍事件”调查结果公布
11月3日，江苏省涟水中等专业学校发布情况通报称，2024阿里巴巴全球数学竞赛预选赛中，教师王某某对指导学生提供帮助，违反规则，取消其本年度评先评优资格。据悉，王某某和姜萍决赛未获奖。",,一级评论,6,3,2024-11-03 12:23:20
世界第一超无敌大帅哥,保密,神人,世界第一超无敌大帅哥,二级评论,6,1,2024-11-03 12:23:32
definefor有限循环,保密,正是你，反也是你,,一级评论,6,3,2024-11-03 12:23:20
从心271828,保密,“作弊”这两个字就这么难打出来吗？,,一级评论,4,3,2024-11-03 13:50:28
季脖長,保密,央视网：七天啦,,一级评论,5,3,2024-11-03 13:26:16
世无殊鱼,保密,今早还搜得到你之前关于姜萍的视频，现在怎么没了？,,一级评论,5,3,2024-11-03 12:39:35
冷冽谷的晚晚,男,数之气！三段！,,一级评论,6,3,2024-11-03 13:31:40
ZUY足咦,保密,我去，四川观察二代，之前视频呢？,,一级评论,5,3,2024-11-03 13:27:52
橙喵猫,保密,讲个笑话:新闻学[doge],,一级评论,4,3,2024-11-03 12:58:50
鸡急叽叽叫,保密,没开精选你好自信,,一级评论,5,3,2024-11-03 12:48:08
EternalZHN,男,你们觉得这个事件造成的主因是谁，姜萍，老师，还是学校？,,一级评论,6,3,2024-11-03 12:43:05
率德布耀布耀德劳斯基,保密,姜视网[星星眼],,一级评论,5,3,2024-11-03 12:23:35
莲蓉鲨鱼酥,保密,杨梅，几个月前你不是这么说的啊[大哭][大哭],,一级评论,6,3,2024-11-03 13:55:00
过气老明星,保密,现在作弊这个词说出来是会犯死罪吗？,,一级评论,6,22,2024-11-03 14:21:40
某东西拉黑搞精神胜利,男,他也是转发的,过气老明星,二级评论,3,1,2024-11-03 14:24:11
艹乂伦,男,"话说最强的数学天才是谁
拉马努金：姜萍吧
欧拉：要分情况来看，不过……应该是姜萍吧
伽罗瓦：姜萍吧，如果把高斯算进来的话，情况或许会有些变化
姜萍：除了我和王闰秋以外的人吧",,一级评论,5,649,2024-11-03 12:38:30
kksejsjs,保密,母式秒了,艹乂伦,二级评论,4,21,2024-11-03 12:49:11
陈志威,男,评论区整齐划一，老美的16亿到账了吗？,艹乂伦,二级评论,6,1,2024-11-03 13:42:12
3月的狮zi,男,连一刻都没有为BLG哀悼，立刻来到战场的是faker姜萍,艹乂伦,二级评论,6,4,2024-11-03 13:42:38
司夜夜,保密,回复 @陈志威 :6,艹乂伦,二级评论,5,3,2024-11-03 13:42:50
镜妤不是金鱼2333,保密,回复 @陈志威 :你在这挑起矛盾来，谁是16亿我都不好说,艹乂伦,二级评论,6,11,2024-11-03 13:43:26
土木应届牢大,保密,回复 @陈志威 :你才是真正的整齐划一的老美[调皮],艹乂伦,二级评论,6,8,2024-11-03 13:46:10
懵逼的御坂妹,保密,回复 @陈志威 :你最好是串子不是真的蠢,艹乂伦,二级评论,6,5,2024-11-03 13:50:23
艺术就是派大星o3o,保密,作为官方媒体 你能对你自己报道的东西负责吗 ？什么都不知道的情况下 姜说什么就是什么 ？,,一级评论,5,24,2024-11-03 14:28:54
xyh166,女,我还是从前那个小央，没有一丝丝改变。改名只不过是成长，对有趣有料有态度的追求丝毫未减~我还是从前那个小央，没有一丝丝改变。改名只不过是成长，对有趣有料有态度的追求丝毫未减~我还是从前那个小央，没有一丝丝改变。改名只不过是成长，对有趣有料有态度的追求丝毫未减~我还是从前那个小央，没有一丝丝改变。改名只不过是成长，对有趣有料有态度的追求丝毫未减~我还是从前那个小央，没有一丝丝改变。改名只不过是成长，对有趣有料有态度的追求丝毫未减~我还是从前那个小央，没有一丝丝改变。改名只不过是成长，对有趣有料有态度的追求丝毫未减~,,一级评论,6,4,2024-11-03 12:28:03
徐逍遥耶,男,新闻具有三个特点：时效性、‌真实性和‌准确性。,,一级评论,6,395,2024-11-03 14:32:51
显大大,男,这会儿造谣传谣为什么不抓人了[星星眼],,一级评论,6,41,2024-11-03 14:33:14
王铁钢_tiegang10086,保密,你不是喜欢发纪录片吗，发啊，再发一遍[不问天_大笑],,一级评论,5,32,2024-11-03 13:54:51
EA3148,保密,做错要认，挨打要立正，自然科学容不得“立场先行”[哥们虾2.0_嚣张],,一级评论,6,81,2024-11-03 18:22:45
战法-一叶之秋,保密,"其实这件事为什么会引起轩然大波呢
就是反差感巨大
数学竞赛唯一不缺的就是天才
大家平时也都不怎么关注数学赛事
一个中专生力压众多顶级名校高手就是爆点
随后再来一个急转直下
钓足了吃瓜群众的胃口",,一级评论,6,175,2024-11-03 13:47:43
洛水天依_wa,男,重点是各大媒体纷纷为姜萍站台,战法-一叶之秋,二级评论,6,43,2024-11-03 13:48:58
文明长河,男,轩然大波的原因之一就是这些个六流媒体学新闻学的，为了流量啥都不管,战法-一叶之秋,二级评论,5,36,2024-11-03 13:49:39
ZZZH秋,女,被采访者本身撒谎也不能说媒体以后采访都带测谎仪吧[喜极而泣]第一个去采访的媒体也没想到吧，或者他们采访的时候感觉到了铤而走险，谁知道呢,战法-一叶之秋,二级评论,5,8,2024-11-03 14:04:31
算命的人,保密,回复 @ZZZH秋 :没人说采访的事好吧，问题是新闻报道不是首要讲真实性？你采访随便采，报道出来了怎么说，以后新闻报道都不能信了呗？,战法-一叶之秋,二级评论,5,20,2024-11-03 14:10:55
文明长河,男,回复 @ZZZH秋 :来说说新闻三性，我一个没学过新闻的都知道，真实性，客观性，时效性，再告诉它发视频的时候，真实吗？客观吗？倒是挺及时的，毕竟流量跑得快，不抓住就没收入了,战法-一叶之秋,二级评论,5,18,2024-11-03 14:13:00
ZZZH秋,女,回复 @算命的人 :第一个去采访的人不就是奔着真相去的么，人家也采访了好几个人才出的报道，但是她和她老师先故意隐瞒撒谎啊，第一家媒体也没搞清楚真相，那以后就别报道了呗,战法-一叶之秋,二级评论,5,2,2024-11-03 14:18:15
-MashiroArisaka-,保密,回复 @ZZZH秋 :第一家第二家没采访出正确答案，不代表后续的媒体就不该求证了吧？后续媒体不求证直接材料拉来就用只能说明专业素养极低。,战法-一叶之秋,二级评论,6,16,2024-11-03 14:21:40
算命的人,保密,回复 @ZZZH秋 :你这逻辑可以去新闻业了，和你说一句话都是浪费时间,战法-一叶之秋,二级评论,5,8,2024-11-03 14:24:42
算命的人,保密,回复 @ZZZH秋 :你也是再一次印证了追星的含金量，你无敌了孩子，祝好[doge],战法-一叶之秋,二级评论,5,9,2024-11-03 14:26:19
ZZZH秋,女,回复 @算命的人 :对对对，你含金量特别高，老牛逼了,战法-一叶之秋,二级评论,5,0,2024-11-03 14:28:27
算命的人,保密,回复 @-MashiroArisaka- :打开个人主页，你就懂了，这是纯小孩过家家的[doge],战法-一叶之秋,二级评论,5,8,2024-11-03 14:30:17
ZZZH秋,女,回复 @-MashiroArisaka- :我也没说后面人没错啊，我就是说姜和 她老师撒谎，第一个去的要不被骗要不也是骗人,战法-一叶之秋,二级评论,5,0,2024-11-03 14:30:23
算命的人,保密,回复 @文明长河 :打开个人主页，你就懂了，这是纯小孩过家家的[doge],战法-一叶之秋,二级评论,5,4,2024-11-03 14:30:36
清风观袄景红中,保密,回复 @ZZZH秋 :饭圈小孩的🧠回路是直的，顺从，转不过来弯，不知道媒体发假新闻意味着什么东西，你都这样了，那就这样过一辈子得了，被骗一辈子挺好的🤣🤣🤣,战法-一叶之秋,二级评论,5,13,2024-11-03 14:38:11
tidus1,保密,我觉得这次媒体应该向公众道歉 因为不实报道确实影响到了很多人的判断 作为官方最具权威性的媒体应该有此担当,,一级评论,5,213,2024-11-03 14:07:28
Sinking丶ZY,男,实在不行，精选评论吧[滑稽],,一级评论,6,40,2024-11-03 13:29:41
momo奈ペ,女,造谣网一枚捏,,一级评论,5,9,2024-11-03 12:36:41
momo奈ペ,女,回复 @月伤是个好人 :最权威的媒体干的事该有自觉,momo奈ペ,二级评论,5,0,2024-11-03 12:39:30
某东西拉黑搞精神胜利,男,回复 @momo奈ペ :根据《‌中华人民共和国宪法》第41条，中华人民共和国公民对于任何‌国家机关和‌国家工作人员，有提出批评和建议的权利。,momo奈ペ,二级评论,3,0,2024-11-03 12:48:50
momo奈ペ,女,回复 @某东西拉黑搞精神胜利 :所以做错事不道歉，被说是应得的,momo奈ペ,二级评论,5,1,2024-11-03 12:49:54
Transylvaniaball,保密,"《重生之觉醒数学系统》
1、数之气三段的少女
2、数学系统？
3、打脸课代表
4、震惊中专
5、参加大赛
6、声名鹊起，网友质疑
7、来自高校的挑战
8、985？八星数师不过如此
9、清北天骄，大数师来战
10、大数师的实力
11、临阵学高数
12、反杀
13、恼羞成怒，数王出场
14、形势危急，生死存亡
15、觉醒，天赋技∞/2
16、自成一派，姜马函数
17、数王落败，名震龙国
18、隐世数学家族的邀请
19、传说中的数皇
20、灌顶与顿悟，新的数皇
21、隐族之首的新猜想
22、你的猜想我已经随手证明了
23、气运汇聚，晋升数宗
24、数学界一统
25、上古数学遗迹的召唤阵
26、百尊降世
27、古尊高斯的考验
28、天才般的构想
29、庞加莱的传承，新的全才诞生
30、数尊之上，太古诸圣
31、末世预言
32、魔化的古圣毕达哥拉斯
33、前所未有的挑战
34、诸圣联手，封印魔圣
35、幕后黑手
36、三体数学家异数帝
37、最后的希望、姜氏大一统理论
38、二帝之战
39、数学危机，异数帝的底牌
40、大一统理论升华
41、胜利
42、大千数界我来了",,一级评论,6,852,2024-11-03 12:58:09
神奇鲜奶,保密,数气大陆不是你写的我不看[doge],Transylvaniaball,二级评论,5,46,2024-11-03 13:16:08
東山奈央号,保密,https://b23.tv/Jv8Lfl0,Transylvaniaball,二级评论,5,11,2024-11-03 13:16:26
NB-lianfaju,男,书无店砸[滑稽],Transylvaniaball,二级评论,5,9,2024-11-03 13:24:45
叮咛滴言语,保密,43、黄粱一梦,Transylvaniaball,二级评论,6,106,2024-11-03 13:31:51
普通型哥布林,保密,天才！,Transylvaniaball,二级评论,5,1,2024-11-03 13:39:40
門掩黄昏,男,丰满细节，42章→420章，增加支线→840章，水一下斗数学场面（解题的过程）→1680章,Transylvaniaball,二级评论,5,24,2024-11-03 13:43:56
不懂赞妮的人有难了,男,43:梦醒了,Transylvaniaball,二级评论,5,11,2024-11-03 13:45:26
flowerboy-T,男,气笑了,Transylvaniaball,二级评论,5,4,2024-11-03 13:50:04
沉默且骄傲,保密,你快写吧，求求你了！,Transylvaniaball,二级评论,6,3,2024-11-03 14:14:54
kuzekuze,保密,薄纱,Transylvaniaball,二级评论,5,1,2024-11-03 14:23:24
QsDx,男,小说没你写的我可不看,Transylvaniaball,二级评论,6,2,2024-11-03 14:36:26
死于淡紫之海_,保密,43、不！主≠6？！,Transylvaniaball,二级评论,6,2,2024-11-03 14:40:53
键盘车GEI教,保密,新闻连最基本的真实性都保证不了，与造谣何异？,,一级评论,6,47,2024-11-03 14:34:58
憧憬成为大资本家,保密,欧拉，高斯，牛顿，黎曼，姜萍，笛卡尔，庞加莱，伽罗瓦，莱布尼兹，我，阿基米德，欧几里得，希尔伯特，这些都是人类历史上伟大的数学家，智者欣赏，愚者比较,,一级评论,4,669,2024-11-03 12:22:40
Machinegun_Dove,保密,我也是,憧憬成为大资本家,二级评论,6,27,2024-11-03 12:44:17
辣鸡小新27,男,有个不知道是什么玩意儿的混进去了,憧憬成为大资本家,二级评论,5,47,2024-11-03 12:49:11
憧憬成为大资本家,保密,回复 @Machinegun_Dove :你也是,憧憬成为大资本家,二级评论,4,13,2024-11-03 12:52:19
Machinegun_Dove,保密,回复 @憧憬成为大资本家 :哈基米德也是,憧憬成为大资本家,二级评论,6,13,2024-11-03 12:55:18
bili_280379574,男,回复 @Machinegun_Dove :哈基米也是,憧憬成为大资本家,二级评论,3,9,2024-11-03 13:04:08
希望每个人都加油,保密,让我想起来一个事，之前有个节目叫最强大脑，参加过的人都明确表示是艺术加工喝节目效果，但是确实误导了很多人，觉得天才就应该是这样的，真的让很多普通人对于成为优秀的人望而却步，真正优秀的节目不应该像我爱发明一样激励普通人去学习探索吗[辣眼睛],憧憬成为大资本家,二级评论,6,141,2024-11-03 13:07:05
秋天的白桦树叶子,男,回复 @希望每个人都加油 : 我老妈70岁了，还沉迷这个节目，每每哀叹这么优秀的孩子为什么不是她生的！,憧憬成为大资本家,二级评论,5,37,2024-11-03 13:17:58
星の火燎原,男,2024年度历史优秀数学家奖特别获得者:我！,憧憬成为大资本家,二级评论,4,2,2024-11-03 13:29:20
ST大霄,男,怎么没有哈基米🧐,憧憬成为大资本家,二级评论,5,1,2024-11-03 14:07:22
贩卖风筝的小贩_,保密,回复 @希望每个人都加油 :不过里面选手实力还是有的吧，我高中有个学长之前也参加过，他是我们省理科状元[笑哭],憧憬成为大资本家,二级评论,6,13,2024-11-03 14:15:53
