用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
好的zech,男,举一反三这一块,Magic-浅梦,二级评论,6,8,2024-11-04 15:11:13
壮壮是个饭桶,保密,？？？,Magic-浅梦,二级评论,5,0,2024-11-04 15:28:31
艾特司体赣神魔,保密,回复 @李神ghost :有点辱六了。,Magic-浅梦,二级评论,5,3,2024-11-04 16:49:09
萝卜子什么的最可爱了,男,甜菜！,Magic-浅梦,二级评论,6,1,2024-11-04 17:03:39
感谢饭炒蛋,保密,回復 @李神ghost :肖申6的救赎还在发力[doge],Magic-浅梦,二级评论,4,1,2024-11-04 18:10:48
全速前进Toki,男,666,Magic-浅梦,二级评论,6,1,2024-11-04 18:16:15
丰饶之月,保密,首先你要证明 流媒体≠0 不然不严谨,Magic-浅梦,二级评论,6,0,2024-11-04 19:37:12
__鱼发现了火__,保密,今天都没笑得这么开心,Magic-浅梦,二级评论,5,0,2024-11-04 20:08:33
CoLosa,保密,回复 @福祸兮相倚 :感谢解答[笑哭]难怪她被嘲假戏都不做真点,Magic-浅梦,二级评论,6,0,2024-11-04 22:34:49
tistNight,保密,回复 @福祸兮相倚 :哈哈哈哈哈哈哈,Magic-浅梦,二级评论,6,0,2024-11-04 22:57:29
肥宅一枚-_-,保密,张雪峰含金量还在上升,Magic-浅梦,二级评论,5,0,2024-11-05 02:36:51
还有什么喵酱可以改,男,怎么谁规定主流媒体不让犯错了[疑惑]还是说你是没犯过错的圣人[疑惑]犯一个错都算六流的话，怎么看看你犯过的错你还能算个人[疑惑],Magic-浅梦,二级评论,5,0,2024-11-05 12:13:20
平紬澪mio,男,央顺视,Magic-浅梦,二级评论,6,0,2024-11-05 16:49:56
心终灵杰,男,今天，我们整个涟水县都炸开锅了[笑哭],,一级评论,6,6835,2024-11-03 20:21:18
小言身子寸,男,本来骄傲 现在成为了笑话 唉,心终灵杰,二级评论,5,501,2024-11-03 20:40:00
是一物儿,男,知名度倒是有了，原来都不知道这个县,心终灵杰,二级评论,5,952,2024-11-03 20:47:57
今でも君に夢中,男,吾悦广场挂败方MVP了没？[初音未来_大笑],心终灵杰,二级评论,6,495,2024-11-03 20:48:39
今でも君に夢中,男,回复 @是一物儿 :没事，江苏都是散装的[墨镜],心终灵杰,二级评论,6,185,2024-11-03 20:49:20
整日沉迷追番不能自拔,保密,听说挂了很多jp的宣传板报，现在撤了没,心终灵杰,二级评论,6,458,2024-11-03 20:50:04
心终灵杰,男,回复 @今でも君に夢中 :[笑哭][笑哭],心终灵杰,二级评论,6,30,2024-11-03 20:52:25
银发少年Peanut,男,姜家人还能在本地混下去吗,心终灵杰,二级评论,6,311,2024-11-03 21:19:37
今でも君に夢中,男,回复 @银发少年Peanut :没事，🫚现在学校见不着了，王润秋肥了一圈，我表弟讲的[tv_doge],心终灵杰,二级评论,6,593,2024-11-03 21:31:54
今でも君に夢中,男,当年看过你的郑梁梅视频[笑哭],心终灵杰,二级评论,6,85,2024-11-03 21:33:54
心终灵杰,男,回复 @今でも君に夢中 :我去[笑哭]，还有人记得,心终灵杰,二级评论,6,44,2024-11-03 21:34:51
Xavierio,男,一朝扬名天下知,心终灵杰,二级评论,6,39,2024-11-03 21:38:53
时光中的旅客x,保密,现在才炸锅？,心终灵杰,二级评论,5,43,2024-11-03 21:53:01
决明子-茶,男,黑红也是红[抠鼻],心终灵杰,二级评论,6,54,2024-11-03 21:59:09
爱装逼的凯文,男,好奇姜萍家现在怎么样了[tv_doge],心终灵杰,二级评论,6,52,2024-11-03 22:05:10
赛博梗史,男,回复 @爱装逼的凯文 : 她穆还开了个抖音，叫jp妈妈呵呵,心终灵杰,二级评论,6,185,2024-11-03 22:07:00
木韩七马,男,回复 @银发少年Peanut :可以混的下去。还不下去的是这位老师。[tv_doge],心终灵杰,二级评论,5,82,2024-11-03 22:08:16
全能中场丁丁德布劳内,男,整个县因为两条臭鱼背上骂名真的太冤枉了。今天我看dy里带涟水两个字的官方号全部都开评论区限制了，涟水人一定不要放过这个学校和这俩byd,心终灵杰,二级评论,5,327,2024-11-03 22:21:05
赛雷八分钟,男,回复 @银发少年Peanut :[笑哭]估计得跑路了,心终灵杰,二级评论,6,35,2024-11-03 22:23:03
dawei影视剧,保密,回复 @今でも君に夢中 :王润秋是借酒浇愁喝肥了，还是晚上睡不好肥了[doge]看他采访的时候那个慌张样,心终灵杰,二级评论,6,197,2024-11-03 22:34:46
是天才小学生呢,保密,回复 @dawei影视剧 :我看那个视频我都感觉他背上都是汗,心终灵杰,二级评论,5,90,2024-11-03 23:01:31
爱装逼的凯文,男,回复 @赛博梗史 :还有这种事情[星星眼],心终灵杰,二级评论,6,3,2024-11-03 23:02:56
美食界精神头子,保密,也不知道一个小女孩怎么敢去接这波流量啊，现在网络那么透明，纸永远包不住火的。,心终灵杰,二级评论,6,1762,2024-11-03 23:08:47
枫花别恋,男,没事，出门说自己是淮安的，和涟水不搭噶，反正我出门都是精确到小区的[笑哭],心终灵杰,二级评论,6,409,2024-11-03 23:09:12
大黑狗安迪,保密,回复 @美食界精神头子 :你应该说媒体跟阿里把她害了。不会很容易测试出来。结果故意捧杀。你看有几个骂阿里的，天天阴阳姜p 欺负未成年咯,心终灵杰,二级评论,6,331,2024-11-03 23:11:07
捡垃圾讨生活,男,挺好的，流量不就又有了吗,心终灵杰,二级评论,5,48,2024-11-03 23:21:50
折耳猫的弟弟折耳根,男,回复 @枫花别恋 :真的这么散装吗[笑哭][笑哭][笑哭],心终灵杰,二级评论,6,11,2024-11-03 23:30:38
赛博梗史,男,回复 @爱装逼的凯文 :已经害怕的注销了。,心终灵杰,二级评论,6,18,2024-11-03 23:38:02
Xx小龙猫,女,你们不会今天才看清吧？,心终灵杰,二级评论,5,15,2024-11-03 23:51:42
骨丶灰拌炒饭,保密,回复 @大黑狗安迪 : 笑死，这是拿着枪逼JP配合演了？17岁了还小是吧😅😅😅视频采访里那王都紧张的冒汗，JP一脸泰然自若这可真是被媒体逼着造“神”啊，可真是太委屈了啊😅😅😅涟水县当时各种企业上门送礼还打广告的，JP是不是一点福利都没吃到啊😅😅😅选择了演名利净吃，事情败露了拍拍屁股说我是未成年人不懂是把😅😅😅,心终灵杰,二级评论,6,525,2024-11-04 00:36:39
爱装逼的凯文,男,回复 @赛博梗史 :有一说一感觉这倒正常(｀・ω・´),心终灵杰,二级评论,6,4,2024-11-04 01:13:48
念-锦水汤汤,保密,回复 @大黑狗安迪 :真的是别人害她吗？她在媒体面前说那些话拍视频的时候可是一点不愿意都看不出来,心终灵杰,二级评论,6,193,2024-11-04 01:31:41
马斯克的爷爷,男,那我进货铁锅去你那里卖能挣钱吗？毕竟祸都炸了[嗑瓜子][呲牙][调皮],心终灵杰,二级评论,5,6,2024-11-04 01:46:49
我叫吴龙,保密,回复 @dawei影视剧 :本来是想开小号刷题，没想到闹大了，汗流浃背了吧。,心终灵杰,二级评论,5,19,2024-11-04 01:48:35
姬刹,男,"回复 @美食界精神头子 :因为是真的蠢啊，没有考虑影响，也没有考虑后果
以为是小孩子过家家，过完就完了",心终灵杰,二级评论,6,63,2024-11-04 05:33:36
苟住生天,保密,回复 @今でも君に夢中 :[滑稽],心终灵杰,二级评论,4,2,2024-11-04 05:34:22
神圣天使喵,男,没事，我们这边没啥动静[给心心],心终灵杰,二级评论,6,2,2024-11-04 06:30:49
dddLinus,保密,回复 @全能中场丁丁德布劳内 :大可不必，六月的时候那可是大肆宣扬，各种海报层出不穷。要真是不相信，可以不宣传啊，这么大规模的行动那还是想吃这波流量，所以还是他们县里自己作，只是反噬来的太快啦,心终灵杰,二级评论,3,80,2024-11-04 06:43:42
超燃冲鸭发动机,保密,回复 @大黑狗安迪 :求求你了去玩原神好不好,心终灵杰,二级评论,6,36,2024-11-04 07:09:17
里城吖,保密,就采访那个淡定,心终灵杰,二级评论,5,3,2024-11-04 07:40:30
れいなだ,保密,[doge]江苏涟水出名了,心终灵杰,二级评论,3,1,2024-11-04 07:53:24
れいなだ,保密,回复 @美食界精神头子 :至少知名度快赶上明星了[笑哭],心终灵杰,二级评论,3,7,2024-11-04 07:53:43
柒府莫言,男,回复 @大黑狗安迪 :17也不小了，死撑着不敢认而已,心终灵杰,二级评论,6,40,2024-11-04 07:59:05
乐世薯片Les,男,可喜可贺,心终灵杰,二级评论,6,0,2024-11-04 08:15:04
黄昏把酒祝东风,男,回复 @美食界精神头子 :接啥不好，接数学的流量[妙啊][妙啊][妙啊],心终灵杰,二级评论,6,59,2024-11-04 08:22:56
蓝羽汇,保密,回复 @大黑狗安迪 :那简单了，把收到的好处都吐出来，再道个歉不就行了？她做的到吗？[吃瓜],心终灵杰,二级评论,6,35,2024-11-04 08:25:05
满清八旗后代吴京,男,黑红也是红,心终灵杰,二级评论,6,2,2024-11-04 09:02:15
早睡该早睡,女,回复 @骨丶灰拌炒饭 :王好歹是有真本事知道有多离谱，姜萍高中数学都不太行对自己写了啥完全不懂，演的更自然（）,心终灵杰,二级评论,6,36,2024-11-04 09:12:43
神怜w,保密,"回复 @大黑狗安迪 :简直搞笑，去数学竞赛作假镀金是有人拿枪逼着他做的吗？媒体采访的时候弄虚作假也是“被迫”的吗

仔细想想当初舆论是怎么要求大学什么破格录取，什么大学学生都连中专都不如之类的，当时出来认为她有问题希望能进行证明的人是不是一个接一个被扣上“恶意打压”之类的帽子网暴，她有过半点正确回应吗？如果这事没被闹大，那是不是就让她这种所谓“被歧视的天才”得利，你觉得这对其它所有坚持努力的人合理吗

只能说，如果这种时候还能这么洗...想要有好处的时候全盘接收，事情败露了就完全无关、未成年人是无辜的，哪有这么好的事",心终灵杰,二级评论,5,76,2024-11-04 09:24:58
东老师讲英语,男,回复 @今でも君に夢中 :绷不住了,心终灵杰,二级评论,6,0,2024-11-04 09:29:08
东老师讲英语,男,回复 @银发少年Peanut :灰溜溜跑了,心终灵杰,二级评论,6,0,2024-11-04 09:29:37
veronicaASPHANT,保密,回复 @捡垃圾讨生活 :黑流量 这辈子都完了,心终灵杰,二级评论,6,0,2024-11-04 09:46:57
景明ii,女,回复 @全能中场丁丁德布劳内 : 拳师还支持她，1微博 的那些拳师还是嘴硬,心终灵杰,二级评论,5,9,2024-11-04 09:48:58
鸢穗唯花Yuika,男,回复 @美食界精神头子 :一个中专生哪来的能力搞这种操作，一眼背后资本炒作，除非她自家有背景，不然她就是个工具人,心终灵杰,二级评论,5,7,2024-11-04 10:01:25
屁明爱吃饭,保密,我都想象不到有多尴尬,心终灵杰,二级评论,5,0,2024-11-04 10:01:46
晓天下第一最可爱,保密,没事本来就是一个杂牌奖，不是阿里成心炒作也跳不进这个坑里,心终灵杰,二级评论,5,8,2024-11-04 10:09:12
长沙小骄傲z,男,回复 @赛博梗史 :注销了还是改名了，找不到了,心终灵杰,二级评论,6,2,2024-11-04 10:19:58
CAAC-阿芙乐尔,男,回复 @大黑狗安迪 :17岁不明事理？知道是假的还在媒体面前作秀，是吧[喜极而泣]她或许不知道最后的结果，但是绝对知道这时间绝对的错事。明知道大错，还去干，还去接住错事带来的吹捧[喜极而泣][喜极而泣][喜极而泣]这就是所谓的纯真未成年[笑哭]几个十几岁的小孩都能杀人埋尸了，真觉得未成年单纯啊[吃瓜],心终灵杰,二级评论,5,34,2024-11-04 10:30:54
大黑狗安迪,保密,回复 @柒府莫言 :她不认 学校也不认阿里巴巴也不认 人家白字黑字写的违规不是作弊 你去跟阿里巴巴说去,心终灵杰,二级评论,6,4,2024-11-04 10:32:48
CAAC-阿芙乐尔,男,回复 @大黑狗安迪 :阿里是资本捧杀是初生，这女的当众作假，知道大错还不自知。然后整出一堆姜梦女姜萌男，这种所谓的资本毁了我xx智障言论。来对数学这一神圣的基础学科整这一出？尊重过数学从业者研究者？这女的也是个大出生[嗑瓜子][嗑瓜子][嗑瓜子]阿赛败姜。她已经入典辣[笑哭],心终灵杰,二级评论,5,42,2024-11-04 10:34:05
-lowkey-d,男,回复 @今でも君に夢中 :王润秋肯定早捞了不少米[藏狐],心终灵杰,二级评论,5,3,2024-11-04 10:35:22
hhhggddrtg,保密,回复 @大黑狗安迪 :姜🐶活该,心终灵杰,二级评论,4,9,2024-11-04 10:43:18
dingyu132,男,回复 @大黑狗安迪 :故意捧杀？自己作弊还能在镜头面前泰然自若的说自己爱数学，这么恶心的行为在你这变成别人害她了是吧，你这是学新闻学的？,心终灵杰,二级评论,6,33,2024-11-04 10:46:05
老婆我来喽,保密,一日天堂，一日地狱。也是挺抽象,心终灵杰,二级评论,6,0,2024-11-04 10:49:36
冰蒂丝,保密,回复 @骨丶灰拌炒饭 :这就跟洗未成年人犯罪一个路子的，更何况姜萍可不小了，这件事暴露之后会有什么后果，她不是一点不清楚，为啥还敢铤而走险？有好处罢了,心终灵杰,二级评论,5,20,2024-11-04 10:49:52
老婆我来喽,保密,回复 @全能中场丁丁德布劳内 :作弊的嫌疑早就有了，自己掩耳盗铃人云亦云，还能怪谁。,心终灵杰,二级评论,6,3,2024-11-04 10:52:37
老婆我来喽,保密,回复 @大黑狗安迪 :关阿里屁事nt,心终灵杰,二级评论,6,7,2024-11-04 10:53:30
依颗糖Lur,保密,回复 @今でも君に夢中 : tm笑死[喜极而泣],心终灵杰,二级评论,6,1,2024-11-04 11:39:28
呵呵哒不-人,保密,炸不炸[蛆音娘_滑稽],心终灵杰,二级评论,6,0,2024-11-04 11:50:57
湿气好重呀,男,可怜的姐们儿，因贪心进局，因真相而永久社死,心终灵杰,二级评论,6,3,2024-11-04 11:54:33
赛博梗史,男,回复 @长沙小骄傲z :改名了。,心终灵杰,二级评论,6,2,2024-11-04 12:22:27
李白白1212,保密,那边和我们没关系[嗑瓜子][嗑瓜子],心终灵杰,二级评论,5,0,2024-11-04 12:22:41
希望在顶楼上,男,涟水县全国出名了,心终灵杰,二级评论,6,1,2024-11-04 12:26:38
八奈見yanamiにゃ,男,回复 @大黑狗安迪 :哟 这就成受害者了？,心终灵杰,二级评论,6,12,2024-11-04 12:32:00
摩洛洛,男,回复 @美食界精神头子 : 无知者无畏啊，她一个中专的女生，对于数学的理解可以说是丝毫没有，可能以为凭借一个谎言真能上浙大吧，呵呵,心终灵杰,二级评论,6,4,2024-11-04 12:46:26
木初雨,保密,回复 @大黑狗安迪 :拿枪逼着姜说  我平时休息都在学数学是吧 因为骗人拿了滔天的流量  现在把矛盾转移给媒体也是牛逼,心终灵杰,二级评论,6,14,2024-11-04 12:58:12
橦子钦,男,回复 @整日沉迷追番不能自拔 :还有脸挂吗？,心终灵杰,二级评论,4,1,2024-11-04 13:24:55
阴险的,保密,什么瓜？,心终灵杰,二级评论,6,0,2024-11-04 13:28:07
天歌之殇,保密,回复 @大黑狗安迪 :唉，阿里，唉，滋蹦[偷笑],心终灵杰,二级评论,5,6,2024-11-04 13:53:19
天歌之殇,保密,"回复 @伊穂唯花Yuika :唉，工具人，唉，滋蹦
[笑哭]👌都是纳米机器人🤖操控了我的演技",心终灵杰,二级评论,5,5,2024-11-04 13:54:43
鸢穗唯花Yuika,男,回复 @天歌之殇 :嘴里自顾自念叨啥玩意呢[笑哭],心终灵杰,二级评论,5,0,2024-11-04 14:37:18
鸢穗唯花Yuika,男,回复 @天歌之殇 :搞得跟我说了她没错一样[笑哭]，你的理解能力呢,心终灵杰,二级评论,5,0,2024-11-04 14:38:21
--荒华,男,回复 @大黑狗安迪 :拿枪指着她了还是拿刀架她脖子上了？让她必须接那个采访认那个成绩”,心终灵杰,二级评论,6,9,2024-11-04 14:43:20
霹小酱,保密,不是早就退学了吗,心终灵杰,二级评论,6,0,2024-11-04 14:51:43
深渊之父马努斯,保密,回复 @老婆我来喽 :姜平和阿里都不能洗,心终灵杰,二级评论,6,2,2024-11-04 15:03:08
政宗ゆきの,男,回复 @今でも君に夢中 : 压力大会长胖的，他这3个月每天都是折磨，跟等死刑一样[滑稽],心终灵杰,二级评论,6,3,2024-11-04 15:10:58
只有孬种才会破防拉黑,保密,回复 @赛博梗史 :现在还能找到那个抖音号吗？我找不到了,心终灵杰,二级评论,5,0,2024-11-04 15:21:58
坐上高铁去呆湾,男,"回复 @美食界精神头子 :难道是想黑红吗？可是这有啥用啊？难道开个号，写（阿里数学作弊者），然后让黑粉关注她骂她，在开播？
我想这个过程我都觉得我有病。。。就算真做出来，会有人骂人还给人刷礼物吗？",心终灵杰,二级评论,5,1,2024-11-04 16:44:06
微雨落尘グ,男,回复 @大黑狗安迪 :被骂了那么多楼还要嘴硬说违规提供帮助不是作弊你也是无敌了，写好听点就叫违规，不好听就叫作弊你懂了吗？[辣眼睛],心终灵杰,二级评论,5,12,2024-11-04 17:33:44
缄默灬不语丿,保密,回复 @大黑狗安迪 :神经病，她不去参加不就是了吗,心终灵杰,二级评论,6,7,2024-11-04 17:49:26
感谢饭炒蛋,保密,回復 @大黑狗安迪 :也没逼着她背稿啊[喜极而泣]看她采访脸不红心不跳的[喜极而泣]挺骄傲的啊[喜极而泣],心终灵杰,二级评论,4,6,2024-11-04 18:06:39
丨-江湖-丨,保密,回复 @美食界精神头子 :她接别的造假还好，数学是太讲理了，不会就是不会,心终灵杰,二级评论,6,4,2024-11-04 18:07:04
是天才小学生呢,保密,回复 @大黑狗安迪 :&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,心终灵杰,二级评论,5,9,2024-11-04 18:07:36
七度双音,男,回复 @大黑狗安迪 :害了？她自己没有撒谎吗，自食恶果罢了,心终灵杰,二级评论,6,4,2024-11-04 18:17:24
Hoaac,保密,回复 @大黑狗安迪 : 我之前看她的采访，她讲话真的一点都没有说谎的慌乱感，演技真可以,心终灵杰,二级评论,5,2,2024-11-04 18:48:38
BrightonRock,保密,回复 @大黑狗安迪 :你考试问别人这个题怎么写，是不是作弊吧[呲牙],心终灵杰,二级评论,4,2,2024-11-04 19:06:42
惊动小鹿___,保密,回复 @伊穂唯花Yuika :哪有那么多阴谋论[辣眼睛]其实人家早就打探了就是王想自己考试前练练手，他老婆和姜账号都参加了，相差也就是几分一个选择题的区别，姜账号运气好而已。,心终灵杰,二级评论,5,1,2024-11-04 19:10:59
Ljh1226,男,果然，出来卖的影响力真大！[星星眼][生气_金箍],心终灵杰,二级评论,3,1,2024-11-04 20:55:13
光锥以外,男,回复 @美食界精神头子 :她都去中专了，那小脑瓜能想明白什么该接什么不该接吗？,心终灵杰,二级评论,6,3,2024-11-04 21:03:56
偷书贼Lotka,男,我靠那她家里人和她自己怕是难承担这波反噬了,心终灵杰,二级评论,6,0,2024-11-04 21:20:39
宏斗深見,女,希望家乡的鸡糕和捆蹄能火起来,心终灵杰,二级评论,5,0,2024-11-04 21:38:54
avalking,保密,回复 @美食界精神头子 :关键这是数学啊，要检验不要太简单，那么容易露馅儿的事，她真敢接，果然还得中专,心终灵杰,二级评论,5,1,2024-11-04 21:39:34
泥泥岩上草,保密,回复 @黄昏把酒祝东风 :是呀 数学要真刀真枪的,心终灵杰,二级评论,5,0,2024-11-04 21:40:21
大黑狗安迪,保密,回复 @Hoaac :你又不知道人家拍了几次，素材有多少,心终灵杰,二级评论,6,0,2024-11-04 21:40:22
Xx小龙猫,女,回复 @赛博梗史 :下一步带货,心终灵杰,二级评论,5,0,2024-11-04 22:00:27
歌尽繁华望笙歌,保密,回复 @老婆我来喽 :阿里的比赛说明很垃圾啊，而且没有阿里做推手，她能有这么多流量？,心终灵杰,二级评论,5,1,2024-11-04 22:01:50
怀玉瑶清,女,这不得改名搬家一条龙了哈哈哈哈哈哈,心终灵杰,二级评论,6,0,2024-11-04 22:23:00
鸢穗唯花Yuika,男,回复 @惊动小鹿___ :啥玩意阴谋论，稍微理解一下啊喂，我暗示了它是提前计划好的吗？你说练练手碰运气，问题是各大媒体的态度啊，各种铺天盖地的新闻你是没看到吗，还是说你眼里这些也不是人故意而为之的？,心终灵杰,二级评论,5,0,2024-11-04 22:32:29
点眼点,保密,这家人现在还在涟水吗,心终灵杰,二级评论,6,0,2024-11-05 00:06:21
永远的永远-Y,男,回复 @折耳猫的弟弟折耳根 :真的[笑哭],心终灵杰,二级评论,6,0,2024-11-05 00:18:33
欲编已忘言,保密,回复 @美食界精神头子 : 17岁的中专孩子哪有什么想法说敢不敢的，肯定是他老师和阿里的人主导的,心终灵杰,二级评论,5,1,2024-11-05 01:09:07
爱写文的苏夜,男,回复 @大黑狗安迪 :没有开头的犯错，哪有中间的风吹火起？逻辑呢？逻辑学果然不存在了，因为人群依旧在降智。,心终灵杰,二级评论,6,2,2024-11-05 01:52:56
肥宅一枚-_-,保密,回复 @全能中场丁丁德布劳内 :还有一堆江苏ip的怼人呢，不知道是真蠢还是嘴硬,心终灵杰,二级评论,5,0,2024-11-05 02:27:03
bili_477429487,男,回复 @美食界精神头子 : 太贪了，而且把别人当傻子,心终灵杰,二级评论,5,1,2024-11-05 09:09:29
先崩山后升龙,男,回复 @大黑狗安迪 :做过就是做过，没做过就是没做过，王闰秋拿她的信息开小号答题，那采访她的时候不会直接否认吗，干嘛要装这逼？自己不飘，别人捧得起她来？,心终灵杰,二级评论,6,5,2024-11-05 09:39:44
猪-是的念着倒,男,回复 @美食界精神头子 :你知道她赚多少钱吗？几百万啊，她已经带着几百万搬家了，她一个中专女工作几辈子能攒几百万，攒可比赚难多了，后续她要是豁上了再开个播，签个弹幕合同，黑红也是红,心终灵杰,二级评论,6,1,2024-11-05 22:22:54
麋鹿可不会迷路,女,回复 @爱装逼的凯文 :早就拿了阿里的钱跑路了,心终灵杰,二级评论,6,0,2024-11-05 23:39:47
不走丶,保密,回复 @枫花别恋 :虽然，但是，说到底好多涟水人人家可瞧不起淮安哦[笑哭],心终灵杰,二级评论,4,0,2024-11-06 11:57:27
叶蜚,男,都说是老师和学生问题，但我想问从公告看他们只是利用考试漏洞系统bug，他们可以定义为作弊啊，难道就他俩是这样做吗，其他人都是一个人一个账号做吗，这个考试机制就有问题。感觉现在是考试机构出名了，姜学校出名了，王导师出名了，就姜变成受害者的感觉。平心而论，我是姜，有这个机会，导师说有这个漏洞我帮你，我感觉我也会搏一把，但我也不会想情况变成现在后果是什么，成年人的社会都是套路，愚了群众徒增笑料[辣眼睛],心终灵杰,二级评论,3,1,2024-11-07 18:32:03
叶蜚,男,回复 @CAAC-阿芙乐尔 :如果我上了一个小中专，遇到导师说有这个机会，我帮你可以利用漏洞，在全球大放光彩，导师再说这个漏洞是一直存在，我利用好几年，师娘账号也是我在用，实事求是我也会上，利益本来就有风险，只能说年轻没想过后果反噬这么大，舆论起来了即使想承认也不会主动认，总觉得这跟犯罪有区别，因为利益漏洞bug既得利益，应该是普通人都有的心态吧,心终灵杰,二级评论,3,0,2024-11-07 18:39:38
云中鹤觅影,女,回复 @神怜w : 就是就是[辣眼睛],心终灵杰,二级评论,5,0,2024-11-07 19:28:43
小言身子寸,男,回复 @Coralineへ :中国 涟水 谢谢,心终灵杰,二级评论,5,0,2024-11-09 14:56:40
小言身子寸,男,回复 @湿气好重呀 :她又没违法。只是违反了道德。不会进的,心终灵杰,二级评论,5,0,2024-11-09 14:57:35
小言身子寸,男,回复 @老婆我来喽 :那些一开始吹的人 难道就没责任吗,心终灵杰,二级评论,5,0,2024-11-09 14:58:20
_麻辣小白兔_,保密,回复 @大黑狗安迪 :6高考作弊也是有组织，高考生基本也未成年，所以作弊考试不被罚咯？,心终灵杰,二级评论,6,3,2024-11-12 15:11:21
森林深处的寂静__,保密,回复 @枫花别恋 :江苏特有的地区切割[笑哭],心终灵杰,二级评论,6,0,2024-11-14 17:40:24
萌凶的喵,男,回复 @大黑狗安迪 :采访的时候是狗在接受采访？,心终灵杰,二级评论,5,0,2024-11-25 01:33:23
子曰蘅瑾,保密,回复 @大黑狗安迪 :“未成年”不是挡箭牌……骗人不分年龄,心终灵杰,二级评论,6,0,2024-11-25 17:56:37
子曰蘅瑾,保密,回复 @dingyu132 :她比那老师都淡定……,心终灵杰,二级评论,6,0,2024-11-25 17:57:05
不够涩,保密,姜萍你害了我啊，我爸妈六月份看你考了12名，本来能上高中的给我报了个同款涟水中专，你现在翻车了我怎么办,,一级评论,6,1429,2024-11-04 15:57:29
是行秋厨吖,保密,啊？兄弟真的？[微笑][微笑][微笑],不够涩,二级评论,5,115,2024-11-04 15:58:07
挖石油的大学生,保密,你是搞抽象的还是真的[微笑],不够涩,二级评论,4,147,2024-11-04 15:59:57
fanniu,保密,心疼你兄弟[笑哭],不够涩,二级评论,4,15,2024-11-04 16:04:53
初月zxz,男,[笑哭],不够涩,二级评论,6,0,2024-11-04 16:06:03
雪乃是word,男,串的有点高级了,不够涩,二级评论,6,173,2024-11-04 16:15:33
东北桌饺子大王,男,"回复 @fanniu :他陕西的怎么报浙江的？
这是串子",不够涩,二级评论,5,146,2024-11-04 16:42:18
伊利アースの断章,男,没事，有这种爸妈，这次不翻车以后也迟早翻车[doge],不够涩,二级评论,6,83,2024-11-04 16:47:38
balawoo---,男,回复 @cnddddd :涟水是江苏的，不是我们浙江的[笑哭][吃瓜],不够涩,二级评论,5,44,2024-11-04 17:12:10
小姜不会羽毛球,保密,我草好高级的串,不够涩,二级评论,6,19,2024-11-04 17:21:30
司落离,女,真有人信[笑哭],不够涩,二级评论,4,7,2024-11-04 17:35:28
我不是笨拉灯,保密,回复 @司落离 :万一是相同等级的学校呢[笑哭],不够涩,二级评论,2,6,2024-11-04 17:58:19
辩不过的勾只会黑名单,男,[星星眼],不够涩,二级评论,6,0,2024-11-04 18:16:59
吐司与沙拉酱,女,回复 @是行秋厨吖 : 假的，看他主页收藏夹收藏的学习视频得出的判断。,不够涩,二级评论,6,18,2024-11-04 19:36:57
遞䥝㩹䥖,保密,回复 @cnddddd :同款没看见吗？,不够涩,二级评论,6,1,2024-11-04 20:39:22
几人回27149,保密,这是串还是家里真得这么疯?真信啊,不够涩,二级评论,5,1,2024-11-04 20:46:55
肆零零壹贰肆壹贰,男,回复 @cnddddd : 涟水县在江苏啊哈哈哈哈,不够涩,二级评论,4,0,2024-11-04 20:48:37
凪ちゃんzZ,女,回复 @cnddddd :我们浙江没这种东西[生气_金箍],不够涩,二级评论,6,0,2024-11-04 21:36:14
乌芸蔽玥,保密,@水丶一公衣 小脑都烧了,不够涩,二级评论,5,0,2024-11-04 21:44:18
下乡日记,女,回复 @是行秋厨吖 :这哥们主页写的西安电子科技大学哈哈哈哈哈,不够涩,二级评论,5,15,2024-11-04 22:46:07
幻海花火,保密,回复 @cnddddd :别尬说嗷，涟水是江苏的[捂眼],不够涩,二级评论,6,1,2024-11-04 23:26:29
东北桌饺子大王,男,回复 @幻海花火 :江苏浙江差不多[呲牙]，我对这俩省的印象就是都挺有钱,不够涩,二级评论,5,0,2024-11-04 23:43:41
点----dian,保密,回复 @挖石油的大学生 :看IP就知道是假的,不够涩,二级评论,5,0,2024-11-05 09:15:47
得瑟的德,保密,甩锅新境界,不够涩,二级评论,4,0,2024-11-05 09:47:14
傻了吧xx,保密,不是，别这么玩，哈哈哈哈,不够涩,二级评论,6,0,2024-11-05 13:12:12
歌莱_,保密,有高中不上，信江萍，有这番操作上中专真不冤枉你,不够涩,二级评论,2,2,2024-11-05 18:40:42
海蓝之外,保密,全新版本,不够涩,二级评论,5,1,2024-11-07 16:22:06
_thesun,男,串的好[打call][打call]奖励挂钟楼一黑里[doge_金箍],不够涩,二级评论,5,2,2024-11-08 08:05:01
viole欣语altert,男,[喜极而泣],不够涩,二级评论,6,0,2024-11-09 08:25:31
