用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
劳好人夜神月,保密,机会给多了某些资本家就要入侵高考制度了[星星眼],苍月明霜,二级评论,4,0,2024-11-06 01:05:31
dzbeing,保密,回复 @我独自升级的 :这个比赛不是谁都可以参加的吗？,苍月明霜,二级评论,2,0,2024-11-06 07:09:14
婷留在记忆中,保密,回复 @真是叫人脸扁 :因为让太多人打脸了,苍月明霜,二级评论,3,0,2024-11-06 07:58:28
丰丰不爱喝奶茶,男,笑死我了，🐮,苍月明霜,二级评论,5,0,2024-11-06 17:39:07
丰丰不爱喝奶茶,男,媒体就是这样，媒体不夸谁来夸,苍月明霜,二级评论,5,1,2024-11-06 17:39:41
DnBadvf,保密,最后一段话唯一正确,苍月明霜,二级评论,4,0,2024-11-07 23:08:26
DnBadvf,保密,回复 @Beacon1096 : 以后我们还能看到优质的通讯或报道吗,苍月明霜,二级评论,4,0,2024-11-07 23:09:16
迷惑碳基生物,保密,回复 @零號車輛 :为什么不呢[doge_金箍],苍月明霜,二级评论,5,0,2024-11-08 18:19:31
三囯杀官方,男,还是那句话，要是真nb就不会读砖,苍月明霜,二级评论,5,0,2024-11-08 18:27:30
苍月明霜,保密,有一说一 光明网这篇报道的第五段和最后一段说的的还是很好的[doge_金箍],苍月明霜,二级评论,5,0,2024-11-08 18:52:28
月溅星河丶,男,论点没问题，表达的意思也是积极向上的，问题在于论据是姜萍，就尬住了,苍月明霜,二级评论,6,0,2024-11-13 14:10:02
嗯_是这样的,保密,挺光明的啊，这说的句句在理啊，为什么大家都在骂？[doge],苍月明霜,二级评论,5,0,2024-11-13 17:28:11
芙宁娜植物人玩家,男,bug🥚！,苍月明霜,二级评论,5,0,2024-11-27 03:26:46
家里几亩田,保密,哇😯,苍月明霜,二级评论,5,0,2024-12-11 10:21:08
老甜橙_,男,相信姜萍和本科学历不可能同时存在[藏狐],,一级评论,6,2323,2024-11-03 12:10:59
黑洞要吃中子星,男,还真是,老甜橙_,二级评论,5,15,2024-11-03 12:17:10
约海指终,保密,文科生挺多相信的,老甜橙_,二级评论,5,91,2024-11-03 12:20:53
zk巨蟹,男,相信的人大概率也吹了去年的韩国常温超导,老甜橙_,二级评论,6,95,2024-11-03 12:20:58
服气且刷甜66,保密,回复 @约海指终 :我们文科生是这样的,老甜橙_,二级评论,5,34,2024-11-03 12:21:33
勇敢幽灵不怕蜀黍,女,甚至牛津数学“一姐”也力挺姜萍呢，敢想嘛,老甜橙_,二级评论,6,246,2024-11-03 12:21:36
沧海横流_,男,回复 @勇敢幽灵不怕蜀黍 :那个纯属蹭热度，评论区都精选了，就是在筛选用户呢。,老甜橙_,二级评论,6,224,2024-11-03 12:26:03
曲终过尽松陵路,保密,本科？高中！,老甜橙_,二级评论,6,12,2024-11-03 12:28:52
喜多Alvin,保密,你这属于歧视了，怎么就没有那种有自知之明的专科存在吗[笑哭]比如我,老甜橙_,二级评论,4,46,2024-11-03 12:28:59
橙子味的闹闹,男,回复 @勇敢幽灵不怕蜀黍 :那个by的，都把姜萍和女性话题绑定了，她纯蹭的,老甜橙_,二级评论,5,94,2024-11-03 12:38:25
金东寒,男,@牛津kate朱朱,老甜橙_,二级评论,5,18,2024-11-03 12:41:21
Lime_北溪,保密,回复 @喜多Alvin :楼主的意思应该有本科学历是不相信姜萍的充分不必要条件，没毛病[保卫萝卜_哇]有你这样的人很好啊,老甜橙_,二级评论,5,15,2024-11-03 12:43:24
Neko1970s,保密,回复 @约海指终 :我们文科生数学就不是主科了嘛[生气],老甜橙_,二级评论,6,10,2024-11-03 12:46:02
黑丝小烧0,保密,回复 @约海指终 :要怪只能怪周信静这种大神确实存在，前几年的那个周信静起点比姜萍还低，但却拿到了mit，不过人家周信静是用了了七年时间才完成了这个壮举实现逆袭。,老甜橙_,二级评论,2,25,2024-11-03 12:47:36
奉旨而挥的笔墨,保密,我一个大专的我也不信。高等数学有多难学我知道，上学期间高数都是靠着作弊才没挂科,老甜橙_,二级评论,5,5,2024-11-03 12:48:00
黑丝小烧0,保密,回复 @zk巨蟹 :等一下，这种逆袭确实存在，前几年的那个周信静起点比姜萍还低，但却拿到了mit，不过人家周信静是用了了七年时间才完成了这个壮举实现逆袭。,老甜橙_,二级评论,2,11,2024-11-03 12:48:05
其其外外,女,回复 @曲终过尽松陵路 :姜萍宣传视频上抄歪的sinπz，确实高中就有学。只是不确定是不是姜萍自己写的。,老甜橙_,二级评论,5,2,2024-11-03 12:48:50
喜多Alvin,保密,回复 @Lime_北溪 :哈哈哈。懂的，我就反向调侃一下。谢谢你哈,老甜橙_,二级评论,4,1,2024-11-03 12:50:37
长离之羽,保密,"你应该说高强度支持和本科学历不可能存在
要不了解事情全貌、以为是真的、感叹几句是很正常的，身边的浙大工科专业本科毕业的也有当时感叹jp是天才的，当然人对这事不怎么关心，也没参与过支持或者反对jp的舆论，只是看到热点新闻（还没反转的时候）以为是真的感叹了几嘴",老甜橙_,二级评论,5,17,2024-11-03 12:53:11
机械萌主3桃丽丝,保密,姜萍可以趋势，本科不能趋势,老甜橙_,二级评论,5,2,2024-11-03 13:03:33
一图胜千言也,保密,去小红书看看，很多本科以上支持姜萍的，甚至还有研究生，主要是女性。,老甜橙_,二级评论,2,8,2024-11-03 13:31:42
Victor_Grant,男,【牛津数学博士的评价姜萍学习法-哔哩哔哩】 https://b23.tv/pM4xyCE,老甜橙_,二级评论,6,1,2024-11-03 13:34:14
可迟迟归,保密,回复 @勇敢幽灵不怕蜀黍 :你还真信了，真心学数学教数学的会整天搁那儿搔首弄姿的？有些基本概念她都说成了还牛津,老甜橙_,二级评论,6,13,2024-11-03 13:56:40
BMDIP,保密,这也有你[生气],老甜橙_,二级评论,5,0,2024-11-03 14:13:00
苟日D,男,她抱着英汉小词典啃原版数学教材，这一点太扯了,老甜橙_,二级评论,5,7,2024-11-03 15:05:45
改昵称需要_6枚硬币,保密,完辣，我开始还真信了（后来知道了这是个什么样的考试当然就不信咯）,老甜橙_,二级评论,5,1,2024-11-03 15:13:34
叉优埃嗯艾斯,保密,回复 @勇敢幽灵不怕蜀黍 :做自媒体的要另当别论，他们要炒热度的,老甜橙_,二级评论,5,0,2024-11-03 15:21:03
猫咪部副部长,男,回复 @约海指终 :假的文科生，文科一样学高数，虽然学得没理工科深，经济学还要用到高数的,老甜橙_,二级评论,6,2,2024-11-03 15:21:11
23714207471_bili,保密,回复 @勇敢幽灵不怕蜀黍 :@牛津kate朱朱 [doge_金箍],老甜橙_,二级评论,5,2,2024-11-03 15:26:29
无尽轮回,保密,回复 @喜多Alvin :坏了，你这逻辑，不冤枉你上专科[笑哭],老甜橙_,二级评论,6,1,2024-11-03 15:29:42
H3P0,保密,回复 @橙子味的闹闹 :这真的挺恶心的，物以类聚，就现在的她环境，能产生这样的人一点都不奇怪。,老甜橙_,二级评论,2,1,2024-11-03 15:42:11
沐兮不知云,男,放屁，我985里校园论坛都有信的,老甜橙_,二级评论,5,2,2024-11-03 15:42:25
波士顿自干五圆脸传媒,保密,但凡上过普通高中[藏狐],老甜橙_,二级评论,5,2,2024-11-03 15:42:54
91天后,保密,回复 @金东寒 : 这玩意甚至不敢让用户发评论,老甜橙_,二级评论,3,1,2024-11-03 15:57:35
先识而后学,保密,回复 @一图胜千言也 :很简单呗，只看立场，不论事实呗,老甜橙_,二级评论,5,2,2024-11-03 16:12:51
bili_73894876191,保密,回复 @勇敢幽灵不怕蜀黍 :那个初中就花米出国了，国内高考都混不下去🤣,老甜橙_,二级评论,3,3,2024-11-03 16:16:39
er13967,保密,回复 @勇敢幽灵不怕蜀黍 :她可能不是真正打心底的，相信她是要趁热度，她是要赚米,老甜橙_,二级评论,3,2,2024-11-03 16:19:15
风铎18,保密,回复 @漫天月色入星河 :跟姜萍一比，拉马努金都靠边站好吧，姜萍的天赋已经超出人脑运算能力了，不管有什么先例都不好使，铁定假的,老甜橙_,二级评论,5,0,2024-11-03 16:22:49
加油冲鸭aaa,保密,回复 @约海指终 :现身说法。人文社科，尤其艺术类奖项水更深。隔行如隔山，对数学没有什么了解，所以从来不敢评论。,老甜橙_,二级评论,4,0,2024-11-03 16:22:56
周日吧唧做工还可以,保密,回复 @勇敢幽灵不怕蜀黍 : 那个不是靠推荐信进去的吗也敢评一姐,老甜橙_,二级评论,5,0,2024-11-03 16:23:21
以捡垃圾为秀才,男,我还真见过，就在达摩院视频下面一栋楼里，主页是上海交通大学，但是他支持姜，说我们质疑她是因为我们很酸[笑哭]我都不敢回他，到时候直接学历歧视我我也没办法，不过我就纳闷能考上上海交大的居然会信,老甜橙_,二级评论,4,0,2024-11-03 16:24:29
这是亿场试炼-,男,回复 @沐兮不知云 :你鸭还有信姜萍的[笑哭],老甜橙_,二级评论,5,0,2024-11-03 16:26:14
御风还酹,保密,所以说女权的人学再多，一遇到性别立场立刻变成🈚🧠站队，各行业不愿意招她们很合理,老甜橙_,二级评论,5,1,2024-11-03 16:37:57
安德鲁泰特说得对,保密,回复 @勇敢幽灵不怕蜀黍 :dei入职闹麻了,老甜橙_,二级评论,5,0,2024-11-03 16:39:15
叶流熏,保密,回复 @长离之羽 :我也想说……本科路过感觉有被冒犯到 虽然我数学不算好 但我就是数学不好才不关注 纯纯知道的时候内心感叹一下就继续做自己的事了[笑哭]现在突然看到央视都翻车才留意一下(),老甜橙_,二级评论,5,0,2024-11-03 16:44:40
飞舞的鳗鱼,保密,U1S1确实[大笑],老甜橙_,二级评论,5,0,2024-11-03 16:45:40
背书包的熊--,保密,回复 @漫天月色入星河 :周静信那是人家从大专(我记得好像是)慢慢往上爬的，一切都有迹可循，这jp就像是一个普通人一夜之间突然究极进化[笑哭],老甜橙_,二级评论,4,0,2024-11-03 16:45:50
亖次元杀马特团长,保密,回复 @勇敢幽灵不怕蜀黍 :牛津大学现在还活着的毕业生估计连五百万人都没有，但你能从网上找出几千万个,老甜橙_,二级评论,4,0,2024-11-03 16:47:31
叶流熏,保密,回复 @猫咪部副部长 :有没有一种可能……文科生≠经济学生 学法学汉语言哪里用高数……,老甜橙_,二级评论,5,1,2024-11-03 16:48:21
众冥重工,男,回复 @zk巨蟹 : 室温超导那会儿信了，这个不信因为哪怕是文科生，初中还是搞过竞赛的，竞赛你不从小抓起，除非是生物和信息，要不真有天才训练营早就人尽皆知了。,老甜橙_,二级评论,6,1,2024-11-03 16:53:30
DUAAAA_朵啊,保密,捉，你咋在这老甜橙[大笑][大笑],老甜橙_,二级评论,6,0,2024-11-03 16:53:39
黑丝小烧0,保密,回复 @背书包的熊-- :周信静的起点并不是大专。,老甜橙_,二级评论,2,0,2024-11-03 16:54:06
背书包的熊--,保密,回复 @漫天月色入星河 :那我记错了[笑哭]就记得起点比较低，后来一步一个脚印慢慢逆袭成功的,老甜橙_,二级评论,4,0,2024-11-03 17:00:50
一个少年ZZ,保密,跟什么数学不数学都一毛钱关系没有，只要此人对世界有基本的常识就能判断该新闻八成假，毕竟我还看见博士生相信呢，说起来博士生也会受骗之前那个中科院的就被电信诈骗骗了,老甜橙_,二级评论,4,0,2024-11-03 17:03:42
普朗克゜,保密,舍友三战考研还和我争，说我自己没有那个能力不代表别人没有，人家姜萍是天才，我是垃圾[doge],老甜橙_,二级评论,5,0,2024-11-03 17:04:00
咲咲小鸟游六花,保密,回复 @勇敢幽灵不怕蜀黍 :那个是蹭热度的，而且一开始谁也不知道真假，后面扒出来平时成绩才知道不靠谱,老甜橙_,二级评论,5,1,2024-11-03 17:10:48
咲咲小鸟游六花,保密,回复 @一图胜千言也 :xhs一向如此，那里的女的没几个正常人，就是搞男女对立的,老甜橙_,二级评论,5,2,2024-11-03 17:11:46
镜花丶水月cium,男,回复 @勇敢幽灵不怕蜀黍 :ghg[吃瓜],老甜橙_,二级评论,6,0,2024-11-03 17:15:25
是木梓林啊,男,全新的定理,老甜橙_,二级评论,5,0,2024-11-03 17:25:17
奶酪沙丁鱼,保密,学过高数，相信姜萍，看过她笔记，这三样东西只能有两个[黎歌Neeko_很刑],老甜橙_,二级评论,5,1,2024-11-03 17:26:56
吃米饭吃不饣包,男,相信物理老师,老甜橙_,二级评论,5,0,2024-11-03 17:31:58
猫咪部副部长,男,回复 @叶流熏 :这我就不清楚了。补充一点，学医的也不学高数，而且机械的生物力学方向也不需要用到高数和理论力学的,老甜橙_,二级评论,6,0,2024-11-03 17:38:26
沙远大不滚不改名,男,回复 @勇敢幽灵不怕蜀黍 :我质疑它的身份，BYD真牛津毕业的会搁这天天拍些用标题唬人，然后内容全是些普通高数知识，最后评论区里每期都是那几个机器人的吗？,老甜橙_,二级评论,5,3,2024-11-03 17:41:57
黑丝小烧0,保密,回复 @背书包的熊-- :姜萍的起点比周信静高，因为周信静是真中职，而姜萍是拿普高分数线上的中职，但即便如此，姜萍也不可能永两年就能走完周信静七年的路，周信静复活赛连打了七年。,老甜橙_,二级评论,2,0,2024-11-03 17:45:55
猫咪部副部长,男,回复 @叶流熏 :感觉领域划分也难说啊，我在硕士的思政课上了解到社会科学算不算科学，目前仍有争议,老甜橙_,二级评论,6,0,2024-11-03 17:49:10
SEEK1999,男,回复 @勇敢幽灵不怕蜀黍 :就是个数学媛😅,老甜橙_,二级评论,5,0,2024-11-03 17:58:26
弈风听雨,男,回复 @约海指终 :别尬黑，江苏文理科数学一起学一起考，都一样的,老甜橙_,二级评论,6,1,2024-11-03 18:01:08
zk巨蟹,男,回复 @众冥重工 :信了有两种，一种觉得好像可行，一种是疯狂开始吹韩国，我看了一眼，民间机构，野生发表，然后就觉得不靠谱。,老甜橙_,二级评论,6,0,2024-11-03 18:26:11
现成的的50W,保密,回复 @勇敢幽灵不怕蜀黍 :那个人不就是买颜值的，看都懒得看一眼这种人,老甜橙_,二级评论,4,0,2024-11-03 18:49:51
煋Mars,保密,回复 @勇敢幽灵不怕蜀黍 :说明牛津不如中国本科，美国只要有钱任何事都能做到，哪怕是当总统，更不用说上一个大学这种小事了,老甜橙_,二级评论,5,0,2024-11-03 19:07:19
发言请谨慎,女,回复 @以捡垃圾为秀才 :但是挂着那个学校不一定就是那个学校的，我主页还挂着北大呢[笑哭],老甜橙_,二级评论,5,0,2024-11-03 19:26:28
电子宠物别养死,女,高中开始数学就上强度了 高中生都不能信,老甜橙_,二级评论,6,0,2024-11-03 19:33:24
孙妈瞳foster,保密,谁说的，我身边的一些同事都相信，正经的大学生,老甜橙_,二级评论,2,0,2024-11-03 19:58:54
有猫的暗黑派,保密,回复 @以捡垃圾为秀才 :现在该问下他,老甜橙_,二级评论,5,0,2024-11-03 20:01:27
暴走云尼玛,男,我就是专科（后来统考升本）也不咋信啊当时[捂眼],老甜橙_,二级评论,6,0,2024-11-03 20:14:22
J_Chanra,男,回复 @勇敢幽灵不怕蜀黍 : 以前知乎一个特别牛的“博士”，装的很专业，还收费给人看病，后来被锤压根不是医学专业的[喜极而泣],老甜橙_,二级评论,6,2,2024-11-03 20:22:06
可可西里不是西西里,保密,回复 @一图胜千言也 :以后各种单位公司要记好名字，这种人绝对不能招进来,老甜橙_,二级评论,4,0,2024-11-03 20:43:40
星小小尘,保密,回复 @奉旨而挥的笔墨 :同学，学号报一下，加学分[doge],老甜橙_,二级评论,6,0,2024-11-03 20:56:52
维密超模静香,保密,回复 @曲终过尽松陵路 : 别尬黑高中，我觉得只要学过高中数学的，别管文理，也不用分985或双非，大部分都明白数学天才这个物种就不会出现在中专[笑哭],老甜橙_,二级评论,6,0,2024-11-03 21:08:48
牢二阿伟罗,女,回复 @约海指终 :别别别，我文科我不信，我身边的同学也不信[再见][再见],老甜橙_,二级评论,5,0,2024-11-03 21:28:16
以捡垃圾为秀才,男,回复 @有猫的暗黑派 :[笑哭],老甜橙_,二级评论,4,0,2024-11-03 21:28:56
波黎沙阿,男,也不尽然，不是所有的人都能把学校学的知识用在生活中。,老甜橙_,二级评论,6,0,2024-11-03 22:12:11
bojinxin泊,保密,不能这么说，那些大学教授不是热情邀请她去夏令营交流学习吗[妙啊],老甜橙_,二级评论,5,0,2024-11-03 23:20:11
nanccc_y,保密,回复 @约海指终 :数学很烂的文科生一开始真的信了……[笑哭][笑哭],老甜橙_,二级评论,5,0,2024-11-03 23:51:02
涅槃超越概念,男,回复 @勇敢幽灵不怕蜀黍 :她那是趁机搞女权，性质还不太一样。,老甜橙_,二级评论,4,0,2024-11-04 00:14:55
涅槃超越概念,男,回复 @一图胜千言也 :这都是搞女权的，跟抖音上那一群性质还不一样,老甜橙_,二级评论,4,0,2024-11-04 00:15:15
HumanLogan,保密,直到现在都还一堆人信啊[笑哭]感受到了网友学历的参差[脱单doge],老甜橙_,二级评论,4,0,2024-11-04 00:43:52
星言语你,保密,回复 @勇敢幽灵不怕蜀黍 :一方水土养一方人[脱单doge]人家那边这叫寻找本土zzzq案例,老甜橙_,二级评论,5,0,2024-11-04 03:03:50
虚無空界,保密,回复 @漫天月色入星河 : 你说得对，所以良禽择木而栖，就看姜某日后去哪儿“深造”，要还是在什么犄角旮旯然后大言不惭说数学是planb，那精神胜利法谁都会,老甜橙_,二级评论,5,0,2024-11-04 04:57:15
天葟大人,男,高中就行[笑哭],老甜橙_,二级评论,5,0,2024-11-04 07:25:42
シライCBELY,保密,还本科呢，这特么中专[笑哭]连大专都不是,老甜橙_,二级评论,5,0,2024-11-04 07:56:59
黑丝小烧0,保密,回复 @沐兮不知云 :放以前我也是不信的，自从周信静以后。。就开始有点信了。,老甜橙_,二级评论,2,0,2024-11-04 08:29:36
冷门投掷手信仰玩家,保密,带专也不信,老甜橙_,二级评论,5,0,2024-11-04 08:53:59
兰柯一梦蝶,保密,回复 @勇敢幽灵不怕蜀黍 :捞流量变现而已，多聪明啊，用这个事儿精准筛选客户，相信的人认知不够肯定能捞到[doge],老甜橙_,二级评论,6,0,2024-11-04 09:26:37
刺刺猬猬-,保密,回复 @约海指终 :一个人的认知水平和学文学理没有多大关系，学文科的也会以史为镜而知兴替。,老甜橙_,二级评论,6,0,2024-11-04 09:47:49
shougun1,保密,江苏大学有话说[doge],老甜橙_,二级评论,5,0,2024-11-04 10:08:36
闲云野鹤啊,男,第一眼看新闻以为是神人，后面看了一篇分析文章觉得就是假的,老甜橙_,二级评论,5,0,2024-11-04 11:57:15
想有腹肌的肥云,保密,你忽略了一部分情绪化的女性，她们有着高学历，但是出于某些情感，一些对抗和幻想被迫害的情感，选择了无视客观因素去支持姜萍,老甜橙_,二级评论,6,1,2024-11-04 12:40:38
一根老朽木,保密,主＝3,老甜橙_,二级评论,6,0,2024-11-04 13:02:44
丹丹qi,保密,对,老甜橙_,二级评论,2,0,2024-11-04 13:51:13
怀瀛,男,回复 @猫咪部副部长 :问了真不一定学高数，我是应用心理学的，学的是心理统计学，不需要学文科数学，当然心理统计学也挺难的[灵魂出窍],老甜橙_,二级评论,4,0,2024-11-04 15:32:18
估价六枚硬币,女,笑死了哈哈哈哈哈哈哈哈哈哈哈哈哈,老甜橙_,二级评论,5,0,2024-11-04 15:32:40
估价六枚硬币,女,建议改成高中[妙啊],老甜橙_,二级评论,5,0,2024-11-04 15:32:51
烤盐math李麦盐,保密,我一开始还真信了，以为她是个青春版的官协（这个人大家应该都听说过吧），后面看了她的板书、笔记，就知道这是乌龙了,老甜橙_,二级评论,5,0,2024-11-05 01:31:16
小可爱波波仔,保密,我的文科生女生朋友挺相信的,老甜橙_,二级评论,6,0,2024-11-05 12:41:41
momomomonomomono,保密,性别女就行了,老甜橙_,二级评论,5,0,2024-11-05 15:04:50
兆修鸢-,保密,回复 @勇敢幽灵不怕蜀黍 : 一看就是想吃这口流量的,老甜橙_,二级评论,4,0,2024-11-05 15:27:24
硬币是什么不存在的,男,不不不，我们大学老师相信，老年人确实善良。。。,老甜橙_,二级评论,6,0,2024-11-06 08:14:45
BlazeEX,男,回复 @勇敢幽灵不怕蜀黍 :哈哈，那个真实性我不好说，一般哪有牛津在读的学生能一天做一个精致向视频+精选评论的,老甜橙_,二级评论,6,0,2024-11-07 22:01:59
给爷爬开些,保密,回复 @喜多Alvin :没有，楼主说的是相信姜萍的人不可能有本科学历，有本科学历的人不可能相信姜萍,老甜橙_,二级评论,5,0,2024-11-18 00:40:26
成喋青瓜过大海,保密,看你怎么界定了，如果要是力挺才算相信，那你这么说差不多是合理的。要是没对事情真假有过讨论，只是简单接受也算进去的话。那不止本科，清北博士生都要被你剥夺学历了,老甜橙_,二级评论,6,0,2024-12-02 22:35:54
叩之夜蝶,保密,别尬黑，jump的80分数学卷子上过高中的都能做,老甜橙_,二级评论,5,0,2024-12-06 13:29:02
提笔画留白,男,练得Σ形似2形，千株松下六函经。我来问姜无馀说，云在青天水在萍,,一级评论,5,2263,2024-11-03 15:34:25
张三是小号,保密,真人，您就收了神通罢,提笔画留白,二级评论,5,94,2024-11-03 15:47:44
想吃常德牛肉粉,男,朕的钱！[doge_金箍],提笔画留白,二级评论,6,44,2024-11-03 15:49:12
心有殉道志,男,都是天才，没有庸才,提笔画留白,二级评论,6,181,2024-11-03 16:43:28
吾爱吾思,男,“主”这一生就喜欢楼主这样的英雄好汉[doge],提笔画留白,二级评论,6,55,2024-11-03 17:18:36
PEPEYAGA,男,哦哦，诗人！,提笔画留白,二级评论,6,11,2024-11-03 17:20:25
过往莫忧,保密,快给朕叫赵贞吉来[滑稽],提笔画留白,二级评论,6,32,2024-11-03 17:32:47
-_慷涩伐题敷_-,保密,让英雄去查英雄！让好汉去查好汉！让骗子去查姜萍！,提笔画留白,二级评论,6,75,2024-11-03 17:40:19
TseKa-Chun,保密,老道士还在上分[doge],提笔画留白,二级评论,5,16,2024-11-03 17:52:28
古明地觉儿,女,这样说是不是有点太伤他.jpg,提笔画留白,二级评论,6,25,2024-11-03 18:13:44
醒而何三,保密,艺术家，请上座[doge],提笔画留白,二级评论,5,4,2024-11-03 18:20:00
再见了秦爱德,保密,回复 @古明地觉儿 :sunny mind 头！,提笔画留白,二级评论,5,10,2024-11-03 18:28:55
多用神通-藏私无用,女,回复 @再见了秦爱德 :顺手再扔个茶壶[滑稽],提笔画留白,二级评论,5,2,2024-11-03 18:36:33
夏日冬蝉,保密,你妹，想起高中大学抄数学卷子作业了，好家伙，好几个地方不确定的，也不知道是2还是啥，你抄他他抄他，反正都不知道原答案是啥了，就随便写[笑哭][笑哭],提笔画留白,二级评论,6,9,2024-11-03 19:23:26
奕小贤,男,提大师当年退出文坛，我就感觉到这将是文学史上的一大遗憾啊,提笔画留白,二级评论,6,8,2024-11-03 19:23:29
布尔swk,保密,回复 @过往莫忧 :椒盐送来！,提笔画留白,二级评论,4,6,2024-11-03 19:33:03
Kazehaya_Kamito,男,添柴[笑哭]网友神通广大,提笔画留白,二级评论,5,6,2024-11-03 19:46:58
凌月星河,男,椒盐送来!椒盐送来!,提笔画留白,二级评论,6,7,2024-11-03 21:07:19
芒果乳酸十七菌,男,主=6,提笔画留白,二级评论,6,4,2024-11-03 21:45:54
权牢峰,男,鸡肚菜花,提笔画留白,二级评论,4,1,2024-11-03 22:19:08
班戟分你一半,保密,你一个，丘成桐一个，高斯一个，欧拉一个，给我查，不要让她跑咯😭,提笔画留白,二级评论,5,12,2024-11-03 22:19:44
安洁卡化,保密,椒盐送来!椒盐送来!,提笔画留白,二级评论,6,2,2024-11-03 22:22:59
我能问问吗那我请问了,男,学历中专起步,提笔画留白,二级评论,6,1,2024-11-03 22:40:56
诸葛村夫13王司徒,保密,让英雄去帮英雄，让好汉去宣传好汉,提笔画留白,二级评论,6,0,2024-11-03 22:56:46
李天下的天下,保密,投机取巧本是幻，数学神通亦非真[doge],提笔画留白,二级评论,3,4,2024-11-03 23:05:22
知鱼88,男,我就配看懂个“2”吗[大哭]，更扎心的是我只是单纯的看懂“2”,提笔画留白,二级评论,5,0,2024-11-03 23:14:19
爱做饭的假程序猿,男,看个片三上老师都能把符号抄对。。,提笔画留白,二级评论,6,2,2024-11-03 23:48:25
祝福的毒师,保密,回复 @过往莫忧 :椒盐送来！椒盐送来！！！[胆大党_微笑],提笔画留白,二级评论,5,0,2024-11-04 03:58:53
泡不开的速溶咖啡,男,天才,提笔画留白,二级评论,6,0,2024-11-04 06:14:36
知新老猫,保密,回复 @古明地觉儿 :睁着眼睛说瞎话，妈的，成成年人要被喷死,提笔画留白,二级评论,5,0,2024-11-04 06:58:00
月影花娇海昂,保密,哈哈哈哈哈，在这还能看到老道粉丝[doge],提笔画留白,二级评论,6,0,2024-11-04 09:11:19
玲珑万华,男,椒盐送来，椒盐送来[脱单doge],提笔画留白,二级评论,6,0,2024-11-04 10:02:05
虾仁咬猪心呀,保密,mmp我想找找之前的视频看看乐子，结果搜出来全是最近的，服了,提笔画留白,二级评论,6,0,2024-11-04 10:10:37
桎木告,保密,云载青天水载萍，怎么样,提笔画留白,二级评论,5,0,2024-11-04 11:15:11
自带面包的柯基,保密,哈哈，老道长虽然品行低略，但耍人有一手，也是应景[脱单doge],提笔画留白,二级评论,6,0,2024-11-04 11:26:37
猩骡齐捕,男,天才,提笔画留白,二级评论,5,0,2024-11-04 11:47:45
萌球球大,保密,[响指]振的姜萍也作弊？,提笔画留白,二级评论,4,0,2024-11-04 12:32:22
被玩坏的体重,男,有些事不上秤不到四两重，要是上了秤一千斤都打不住,提笔画留白,二级评论,6,0,2024-11-04 12:33:54
五方为明,保密,回复 @桎木告 :妙不可言,提笔画留白,二级评论,3,0,2024-11-04 12:38:26
时臣不粘锅,男,练得二字可去，否则首句读起来太长了[思考],提笔画留白,二级评论,5,0,2024-11-04 13:08:13
少先队员八道杠,保密,长江水清，不可偏用，黄河水浊，不可不用呐,提笔画留白,二级评论,6,1,2024-11-04 13:16:20
一本樱Official,男,"唯你一人是硕士 博士？
我只是院士",提笔画留白,二级评论,6,0,2024-11-04 15:38:50
不是风动吖-,保密,万寿帝君！！！,提笔画留白,二级评论,5,0,2024-11-04 19:55:23
文和乱舞w,保密,刘禹锡有诗云：山桃红花满上头……,提笔画留白,二级评论,5,0,2024-11-04 21:16:32
辉547871,保密,回复 @心有殉道志 : 都是天才，没有作弊,提笔画留白,二级评论,6,1,2024-11-04 23:52:16
一般路过大笨蛋,保密,有时候，是天才还有庸人也由不得他们,提笔画留白,二级评论,6,0,2024-11-05 07:50:16
xjrjzncndjajs,男,当年白老师退出文坛我是第一个反对的[doge_金箍],提笔画留白,二级评论,6,0,2024-11-05 09:12:02
申屠三采柳,保密,当时提老师推出文坛我是笑的最伤心的，不是…哭得最开心的,提笔画留白,二级评论,5,0,2024-11-05 12:24:37
眺望诹访湖,保密,先生大才,提笔画留白,二级评论,5,0,2024-11-05 12:42:21
夙虺ln,保密,你,提笔画留白,二级评论,5,0,2024-11-05 17:07:44
绝不屈服的保底人,保密,你有什么资格来教训我，阿里数学竞赛的四大奖项是在我的肩上担着，公平公正这几个字还轮不到你来说！,提笔画留白,二级评论,6,1,2024-11-07 02:09:11
老萌新1234,男,主=6,提笔画留白,二级评论,3,0,2024-11-25 07:43:39
