用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
神奇的雪哥,保密,回复 @B梦加C梦等于哆啦A梦 : 老牛未必是第一个，但是老牛脑子好，抢在第一课题发现者前横扫题，是有可能的。这叫抢胡。,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 20:08:00
哦了X5,保密,回复 @我宣布个事1 :数学是有钱人玩的？你不会以为数学就是背答案就可以了吧[妙啊][妙啊][妙啊],黄印ーYellow_Sign,二级评论,5,15,2024-11-03 20:08:07
橘止か,保密,但凡有点阅历的人读过书的，没有基础积累，事情哪有会这么容易成功！语言都需要积累，何必说数学，没有积累和沉淀的时间，能成功才怪！就这之前新闻爆出来，我就觉得假的不能再假了！（真能搞噱头）[翻白眼],黄印ーYellow_Sign,二级评论,6,5,2024-11-03 20:09:53
不知道次什么好,保密,回复 @我宣布个事1 :从你的评论我感觉你的ID少了后面半句。你真见过奥数天才吗？真有数学天赋上过学不管出身绝不可能被埋没的，jp就是纯粹的作弊，自己老师的代笔罢了。,黄印ーYellow_Sign,二级评论,5,5,2024-11-03 20:16:59
早已女有人,保密,"回复 @不知道次什么好 :我看过好几个无脑发言，护着她然后说些离谱的话的。这些人在制造对立，大家别上头，举报拉黑别理他们。。。其中很多低级小号，没想到还有6级，真的离谱。有很多在煽动打拳的，说男女不平等，有的是说资本什么的普通人不平等。
我怀疑带有政治目的性的，境外某几个国家花钱来搞的诡计。[笑哭]",黄印ーYellow_Sign,二级评论,6,4,2024-11-03 20:20:22
M0kou,男,回复 @我宣布个事1 :是资本让你上的大专吗,黄印ーYellow_Sign,二级评论,6,8,2024-11-03 20:20:52
雨落花繁-,保密,回复 @我宣布个事1 : 她天赋真这么好，至于上中专？不说重高，随便学学上个普高不难吧,黄印ーYellow_Sign,二级评论,4,4,2024-11-03 20:43:36
l熬夜波比l,保密,数学不会就是不会，它是客观的东西,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 20:46:37
l熬夜波比l,保密,回复 @古老的冷血 :停，谈数学就别带性别了，比萨斜塔歪不歪大家心里都有数,黄印ーYellow_Sign,二级评论,5,3,2024-11-03 20:48:34
北芽Budding,男,回复 @我宣布个事1 :你真会给自己加戏！说一堆废话！这件事非常简单！就是老师为了评级评优用学生的名义去参加比赛！我上职高的时候老师都是这样！,黄印ーYellow_Sign,二级评论,6,6,2024-11-03 20:49:21
蒸单推人,保密,其实单纯是数学天才能做出来应该没有多大问题，但她学的东西还需要非常专业的软件，文献。里面的文献还基本都是专业英文，单懂英语也很难懂专业单词。所以她需要数学天才计算机天才英语天才才能达成这次成绩,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 20:50:25
Youdespicableone,保密,回复 @松落_ペンギン :高数背不动，需要有思路过程的，比如讲泰勒展开证明，没有思路没有过程愣写就是一团浆糊，稍微有点质疑就能被打破,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 20:53:56
图沟通上楼呢,保密,"当时很多人希望姜萍接受北大教授的邀约，去北大交流一下，一切费用北大教授出，可是，不仅姜萍不去北大，她的粉丝还骂这位北大教授要害姜萍，是鸿门宴，不准她去。

粉丝当时都疯狂了，一边骂大学不特招这位天才少女，还一边禁止她去参加浙大数学夏令营。

现在这些人都不发声了，好像没有这回事。",黄印ーYellow_Sign,二级评论,5,2,2024-11-03 20:58:38
Richard-徐,保密,数学没有不出世的天才。中专可以有梵高。不可能有高斯。数学这东西天赋占大部分。,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:07:29
丶洛必达法则,女,回复 @我宣布个事1 :？给个v，老了我卖你保险,黄印ーYellow_Sign,二级评论,4,7,2024-11-03 21:15:48
not坏人,保密,回复 @神奇的雪哥 :这决斗赶不上俄国诗人决斗[doge_金箍],黄印ーYellow_Sign,二级评论,6,0,2024-11-03 21:22:21
好名字都被狗娶了68394,保密,回复 @我宣布个事1 :若子玩也,黄印ーYellow_Sign,二级评论,3,0,2024-11-03 21:25:35
八幡瞳,男,回复 @发呆的黑叔叔 :jp，女性+中专，buff叠满了,黄印ーYellow_Sign,二级评论,6,0,2024-11-03 21:26:49
millllllion,保密,回复 @我宣布个事1 :搞笑,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:28:01
Dr_Waston,保密,回复 @我宣布个事1 :思密达没看懂你在说什么,黄印ーYellow_Sign,二级评论,6,0,2024-11-03 21:28:24
揀尽寒枝不肯栖,保密,回复 @我宣布个事1 :单招落榜，败给资本,黄印ーYellow_Sign,二级评论,6,3,2024-11-03 21:28:25
松霖轶,男,回复 @我宣布个事1 :？？？？？兄弟 你认真的？？？？,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:28:40
空山秋雨後,男,不需要，要是数学天才就不会中考考87，就不会默默无闻到突然出名,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 21:28:40
兽猎狩猎,保密,拉马努金的公式自己也无法解答，但这不妨碍他是天才,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:29:05
未无知以言之,保密,回复 @我宣布个事1 :所以她会不会,黄印ーYellow_Sign,二级评论,6,1,2024-11-03 21:29:26
熊猫-潘先生,保密,不会有不世出的天才的，在这个世界上，所有的天才伟人都有成长轨迹，不会有从石头缝里蹦出来的灵明石猴的,黄印ーYellow_Sign,二级评论,6,2,2024-11-03 21:29:46
我就不信这个昵称也被使用,保密,回复 @我宣布个事1 :唉，资本。唉，学阀。都让你幽默玩了,黄印ーYellow_Sign,二级评论,5,3,2024-11-03 21:29:54
效实我了,保密,回复 @我宣布个事1 :孩子你也只会说资本了，《资本论》看过了吗,黄印ーYellow_Sign,二级评论,3,4,2024-11-03 21:30:51
关你啥事关我啥事-,保密,理科类的自证简直不要太简单，哪怕开个直播讲讲大学里的课程，大家伙都信了。,黄印ーYellow_Sign,二级评论,6,2,2024-11-03 21:32:04
辛木LZC,保密,"学术自证本就容易，而漏洞百出的慌却难圆。
之前引导舆论把矛头指向浙大不肯破格录取的时候，就该想好后果。
而且浙大也给过自证的机会了，夏训考过进，不过滚。可姜某敢接吗？",黄印ーYellow_Sign,二级评论,3,2,2024-11-03 21:33:18
烦银烦银取名好难,保密,回复 @B梦加C梦等于哆啦A梦 :牛顿和莱布尼茨吗,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 21:33:37
圆圆圈呀,保密,回复 @我宣布个事1 :幽默，这名次还动到蛋糕了,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 21:34:35
辛砸酱,保密,回复 @再睡一夏鸭 :不擅长个屁，他们遭到质疑去自证会写不出来试卷？对于简单的问题人家能用几百种方法去解答,黄印ーYellow_Sign,二级评论,6,0,2024-11-03 21:36:45
不省心心,保密,回复 @清梦醉云歌 :看他主页，就懂了,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:37:47
可鲁贝洛斯k,保密,回复 @再睡一夏鸭 :的确，做卷子本身就是已经有现成的定理和答案，有套路，而提出猜想，解决难题才是根本，很多时候，并不是题做不出来，而是现有的数学知识，无法解决生活中的难题，所以才有数学猜想，提出猜想和证明猜想的才是天才。,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:38:48
ガォァオカタボ,女,回复 @我宣布个事1 :玩原神玩的,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 21:40:10
赛博厂狗,男,回复 @我宣布个事1 :唉，滋崩,黄印ーYellow_Sign,二级评论,6,0,2024-11-03 21:40:34
要一碗泷泽萝拉面,保密,回复 @我宣布个事1 :哈哈哈，你无敌了孩子,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 21:41:36
Heil-Fairy08,保密,回复 @我宣布个事1 :笑死，初赛结果出的时候资本不是把她吹上天了吗,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 21:42:09
505864,保密,当时好像有人解读过她的试卷，好像符号写的都不对，因为做数学题经常要用的符号都不对,黄印ーYellow_Sign,二级评论,3,0,2024-11-03 21:46:03
侃侃呀灬,男,你可以想象一下，某些创新创业大赛，初中生小学生这样的神童，你觉得真的是人家想出来的吗，无非是后面的导师给予帮助，最多就是他们有些点子，然后他们的目标就是多练习演讲，其他东西估计全是导师在后面搞，创作。人家如果真有本事这次成绩应该公开的，而且主办方会保证公平性。现在一点消息没有不就是后面的人没帮上忙。成绩相差太大，不敢公布而已。（以上都是猜测，仅此而已）,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:49:26
梧桐细雨声_ky,男,简单，网友出题，随机挑选就是了。,黄印ーYellow_Sign,二级评论,3,1,2024-11-03 21:50:40
bili_84144939729,保密,回复 @我宣布个事1 :你真是狗纯的，结晶了,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 21:51:35
潮汐上长出来的月亮,女,回复 @御战天下_ :你要是认真的了解过，就会知道初高中甚至大学的数学课程在数学学习方面只是初入门而已……不是你光练就能会的，这是一门真正需要天赋才能才能深究的学科，也是最好证明能力的一门学科，你去搜搜她的过往经历、她平常的练习和考试成绩，哪一桩哪一件都不能支持她是个数学天才的观点，不能证明她的厚积薄发、也不能证明她的天赋凛然，到头来只有官方发的一个批评通告，孰为真孰为假一眼得知。,黄印ーYellow_Sign,二级评论,6,3,2024-11-03 21:52:56
疯子丞相,保密,回复 @我宣布个事1 :韦神:听说有个天才?,黄印ーYellow_Sign,二级评论,5,2,2024-11-03 21:53:41
月影001,保密,回复 @兽猎狩猎 :你知道拉马努金能进剑桥进修是因为他把证明发给了哈代吗？,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 21:54:31
你把你贝斯给我交了,男,回复 @我宣布个事1 :你比姜萍还纯，有种没上过学的纯真。,黄印ーYellow_Sign,二级评论,6,1,2024-11-03 21:54:38
众王之神,男,回复 @神奇的雪哥 :是的呢，最速降线—摆线，就是一众大数学家在pk中证明的[doge],黄印ーYellow_Sign,二级评论,6,2,2024-11-03 21:55:45
追逐我的未来式,保密,回复 @彼女の思い :你先搞明白他为什么在清北再来说吧，人家高考已经证明过了，无需解释，就跟开迈巴赫的会掏不出来一块钱？开迈巴赫的需要证明自己有一块钱？,黄印ーYellow_Sign,二级评论,3,1,2024-11-03 21:56:26
残叶飘零,保密,回复 @sadbee-- :见过天赋好的，也是女的，在麻省理工[笑哭]一般性的题目看一眼就知道答案，比不了比不了，这是真天赋[笑哭]你熬死都不如别人看一眼[笑哭][大哭],黄印ーYellow_Sign,二级评论,6,2,2024-11-03 21:58:08
世界第一金毛,男,回复 @发呆的黑叔叔 :？你这都要打拳,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 22:10:24
修改昵称消耗6枚铜币,保密,回复 @发呆的黑叔叔 :人家那是数学专业的大佬去送外卖的,黄印ーYellow_Sign,二级评论,6,0,2024-11-03 22:11:33
老酒花生,保密,回复 @神奇的雪哥 :哈哈哈，我上高中时也和同学玩过这个，互相给对方找十道题，做出来多的获胜。,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 22:11:58
睡梦自席室,保密,回复 @我宣布个事1 :我宣布个事,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 22:15:47
MarkusWulfhart,男,回复 @发呆的黑叔叔 :一开口聊数学就知道了，只会报菜名还报不明白的一定假，之前参赛还有个送快递的小哥，采访的时候聊到数学整个人精气神都不一样了，家里一摞一摞的草稿纸，知乎上还有不少证明题的帖子是他发的。,黄印ーYellow_Sign,二级评论,6,1,2024-11-03 22:15:59
whale小鲸鱼_,保密,这串的不是很明显，加个狗头好些吧,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 22:17:11
心理彻凉者,保密,"她敢出来解决一道考研数学难度的题目,质疑都能少4/5.",黄印ーYellow_Sign,二级评论,6,2,2024-11-03 22:18:29
大い国民吴小黎,男,就是骗不懂的，不懂就算了，还被当枪使，完美融入智商。[喜极而泣],黄印ーYellow_Sign,二级评论,6,2,2024-11-03 22:21:13
kinanie,保密,"这么说吧，数学天赋这个东西，是有门槛的，拿高中打比方，至少我是说至少啊（高中所有的数学题你必须得会，每一题都得会，不管是考试，还是什么资料啊，只要是题你就得会，不管你的解题方法是哪种，这是天赋的基础，而且天赋越高，能想到的解题思路越多，这很关键，因为额外的解题思路不是靠背公式得到的，而是真正理解才能顺理成章的推算出来的[喜极而泣][喜极而泣][喜极而泣]会做所有题目只是基础
天赋
计算上的失误除外",黄印ーYellow_Sign,二级评论,5,3,2024-11-03 22:30:43
纯洁的小污婆酱,女,回复 @我宣布个事1 :啊？你在胡说什么，就算她真是真才实学得奖的，奥数班也不会有任何收入下滑的，因为她得奖的前提是“天才”啊，天才万中无一啊，普通没有天赋的人该报班还是报班的，韦神也是寒门天才，如果按你这么说，他也早被搞了，但是他不仅没被搞，名声也一直都在，人家是真的有实力的，数学这个东西纯粹在于真理，真的东西假不了，数学不会就是真的不会。,黄印ーYellow_Sign,二级评论,6,4,2024-11-03 22:37:23
原战忽局指定外卖员,保密,开个直播，把题做一遍，验证完，冲着直播间的人说句还得练,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 23:00:22
原战忽局指定外卖员,保密,回复 @发呆的黑叔叔 :天津这地方，努努力，考个二本手拿把掐，物理化学生物，都算是新科目，重新学都来得及，我高二到高三上学期，天天打联盟，基本就不学习，我还能超二本线几十分，所以我对天津本地的专科生挺……,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 23:06:09
hzw5211,保密,回复 @再睡一夏鸭 :擅不擅长都不重要。既然是天才。 那就把竞赛的卷子重新做一遍就好了。 天才嘛。做过一遍的你还拿不到满分你就已经露馅了[吃瓜][吃瓜][吃瓜],黄印ーYellow_Sign,二级评论,6,1,2024-11-03 23:14:19
我永远喜欢希儿嘤嘤嘤,保密,回复 @松落_ペンギン :开个直播，现场问现场答,黄印ーYellow_Sign,二级评论,5,0,2024-11-03 23:14:59
hzw5211,保密,回复 @松落_ペンギン :背让他背。 就拿竞赛的原题让他做一遍。 既然是天才。 刚做过没多久的题。拿个满分不难吧。在限制下时间。你天分不够。 你在背也难全记下。 而且还要顺畅。 你那种做到一半卡顿了还要想好一阵的情况就已经足够证实了[脱单doge][脱单doge][脱单doge],黄印ーYellow_Sign,二级评论,6,1,2024-11-03 23:17:17
发呆的黑叔叔,保密,回复 @原战忽局指定外卖员 :重庆其实也差不多，满分750的高考，最低140就能读专科。我用尽所有想象力都想象不出会是些什么人[笑哭],黄印ーYellow_Sign,二级评论,5,1,2024-11-03 23:18:20
问道问心问天,保密,"回复 @我宣布个事1 :jp就错在作为普通家庭出生的她，超过了一众普通打工人的家庭，动了了打工人的蛋糕，以后都不去辅导奥数，靠自己自学了，打工人赚谁的钱，不过就是一个游戏式的竞赛，这么多人天天盯着，无非就是这个游戏是打工人借这个赛道上升的，突然进来个泥腿子，于是不断的pppp,无非是怕以后打工人学什么奥数这些没有大赛了，一句话都是打工人的力量，一个游戏上升到学术什么的高度，搞笑。",黄印ーYellow_Sign,二级评论,5,3,2024-11-03 23:26:12
纯洁的小污婆酱,女,回复 @发呆的黑叔叔 :说白了，资本没有搞姜萍的必要，要搞也等不到这个时候，何况奥数班又不是给天才准备的是给普通人准备的，就算姜萍是真的天才，奥数班收益也不会下降，因为普通人不是天才该去还得去，如果资本就因为她是天才搞他，韦神应该也被搞了捏,黄印ーYellow_Sign,二级评论,6,2,2024-11-03 23:36:56
pcl良,保密,回复 @熊猫-潘先生 :虽然知道你想表达什么，不过举的例子还是纠正一下，孙悟空是海上漂流度到达下一个大洲，然后花了20年左右学习人世间的知识并有所感悟，然后再走过一个大洲到菩提祖师这，先是打杂了7年，然后以自己悟性获得学习的机会，最终花3年时间学会了逆天的长生功法。孙悟空是超级天才没错，但同样是有很明显的成长轨迹的天才以及人生阅历的，也不是石头崩出来就一步登天。所以连孙悟空这种超级天才都需要成长过程，那还有什么人敢说默默无闻十几年，然后突然凭空做天才？如果说没接触过还另有说法，比如运动方面，例子就是刘翔原本不是练跑步的，不过最终给人发现跑步的天赋，但天赋需要成长起来的，不训练刘翔不可能拿冠军。,黄印ーYellow_Sign,二级评论,5,1,2024-11-03 23:57:09
岚渊_,保密,回复 @松落_ペンギン :开直播讲解就行了，真不会的讲多了很容易露馅,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 00:03:32
八岐心,保密,数学这玩意会就是会，不会就是不会，没有中间的余地，而且我这贫困县县城小学的时候数学成绩比较好的老师都会试图教教奥数推荐去奥数比赛，基本没有门槛，埋没数学厉害的人的几率真的很低，何况都是读到中专了,黄印ーYellow_Sign,二级评论,6,1,2024-11-04 00:06:58
B梦加C梦等于哆啦A梦,保密,回复 @烦银烦银取名好难 :我记得是有个数学家为了证明说莱布尼茨发明微积分，就出了一道相关题挑战牛顿，结果牛顿第二天就解出来登报了，这还得算上邮寄，印刷的时间,黄印ーYellow_Sign,二级评论,6,2,2024-11-04 00:08:19
超出地平线,保密,回复 @发呆的黑叔叔 :当时吹得没那么大，什么全球第12，没成为热点。质疑声音也不算大，没搞到浙大，北大和袁新意下场，所以没那么火，跟性别没有任何关系。,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 00:19:52
想去更高的山峰看看,保密,回复 @我宣布个事1 :难道你上大专的原因，除了你自己坚持不懈的努力以外，还有资本的力量嘛[大哭][大哭][大哭][大哭][大哭]。你要相信你自己，就是脚踏实地，一步一个脚印踏上的大专呀！！再差的大专都不一定比985差的！！,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 00:22:54
华锐集团CEO_李泽言,女,回复 @我宣布个事1 :资本个屁，就这两天，全国中学生数学奥林匹克竞赛初赛和全国高中数学联赛复评刚结束，你该不会要说那些获奖的学生全是资本家的孩子吧,黄印ーYellow_Sign,二级评论,6,1,2024-11-04 00:25:10
华锐集团CEO_李泽言,女,回复 @空山秋雨後 :150考87？？？？咱中考150考140的咱都不敢说数学好（因为我的语文英语都比数学考的好，不是说语文考140哈，就是说语文考130+可以排全市前列，但数学140就得排大几百后面去了），她考87能称数学天才[点赞],黄印ーYellow_Sign,二级评论,6,0,2024-11-04 00:32:02
华锐集团CEO_李泽言,女,回复 @发呆的黑叔叔 :啊？140吗，是艺术类的吗……福建这边除了艺术类只要154能上专科，统招也得220以上。但是我粗略浏览了一下好点的专科学校录取分数都在400以上，甚至500+都有，差一点的就三百多两百多,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 00:43:11
冬冬没西瓜,男,回复 @我宣布个事1 :这又资本上了？笑死我了[辣眼睛][笑哭],黄印ーYellow_Sign,二级评论,5,1,2024-11-04 00:55:03
容成墨煕,保密,这需要自证吗？你爱信不信[doge_金箍],黄印ーYellow_Sign,二级评论,6,0,2024-11-04 01:09:34
nine_czeni,保密,回复 @我宣布个事1 :你真的很会阴谋论欸，这关资本什么事，那你怎么不提当初她进初赛时，那么多流量推手，那么多资本都推他，阿里巴巴甚至为了她决赛结果拖到现在才出，你说她动了资本的蛋糕，我是不信的，现在有这个结果，本来就是真相大白，正义执行，阿里巴巴也扛不住了，所以才承认jp作弊，你扯这些np算个jb，我不敢信阿里巴巴这么大的资本会承认他们错了，因为jp比赛拿名次，并且jp因为这个名次获取了利益，学位，offer，这些都会让更多人参加这个比赛，你觉得阿里巴巴会自己打脸吗？毕竟当初有质疑声的时候，他们官方还将视频中有争议的地方删除呢，阿里巴巴怎么可能不支持jp呢？,黄印ーYellow_Sign,二级评论,6,1,2024-11-04 01:30:28
手势男孩马桑,女,回复 @遵义著名凯子 :讲个笑话，这人是中专help中专🤓,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 03:06:46
手势男孩马桑,女,回复 @我宣布个事1 :包袱都让你抖完了🤣你这学校是不是你在中专走单招考上的啊🤣🤣,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 03:08:55
御坂⑨⑨⑨⑨号,保密,回复 @发呆的黑叔叔 :你记错了，外卖小哥喜欢数学，参与了预选，但实际上预选都没过，姜可是预选12名,黄印ーYellow_Sign,二级评论,6,1,2024-11-04 03:29:22
寒雨-韩余,男,回复 @我宣布个事1 :额😓一时间太逆天不知道说什么好,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 07:32:26
我宣布个事1,女,回复 @我宣布个事1 :反转了 姜萍深藏功名去了张桂梅的女子高中教数学了 把天赋带到大山深处,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 07:48:03
反馈栅,保密,回复 @丶洛必达法则 : 不用等老了，现在就可以了,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 08:57:15
反馈栅,保密,回复 @兽猎狩猎 : 那是他原创的公式，而且是目前最有效的，要是她能做到别人做不到的，也不用证明过程,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 08:58:40
人文以化成天下,男,回复 @我宣布个事1 :真的永远比串的味正儿呀，速速入典,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 09:07:01
古老的冷血,保密,回复 @l熬夜波比l :不谈男女，只谈对考试作弊的态度。包容和维护，刨的是底层的根。一旦把公开作弊的合理性确认，搞成所谓的默认，底层学子，论公开作弊，你以为真搞的过那些二代啊。人家买得起最新的科技，请得起最好的场外援助。,黄印ーYellow_Sign,二级评论,4,0,2024-11-04 09:12:24
小金箍爱摸鱼,保密,我有个数学天才同学，闲聊我问他高考数学考多少，他说148，我震惊了，就问你数学这么高没考去清华北大？然后他说我英语70[笑哭],黄印ーYellow_Sign,二级评论,6,0,2024-11-04 09:20:47
Sylvie和Mika,保密,她自证，你听吗？质疑的声音早就淹没了一切,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 09:49:34
Ligeia-,保密,回复 @早已女有人 :是的[笑哭]凡涉及到女性必有人搞对立，有毛病似的，姜萍事件一出来那些煽动对立的就跟上了，安得什么心,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 09:50:49
高树盖绿献黛,男,"回复 @烦银烦银取名好难 :莱布尼兹没有亲自下场。是约翰伯努利，他最先解决了最速降线问题，然后发在了报纸上挑战全欧洲的数学家。
一般认为，他有两个目的：
其一，他哥哥雅各布伯努利从小就“别人家的孩子”，约翰伯努利一直不服，想借此赢回一局；
其二，约翰伯努利的老师就是莱布尼兹，与牛顿积怨颇深，为了争夺微积分的“正统”，作为弟子和铁粉的约翰伯努利也想借这个问题赢牛顿一局。
挑战发出后，只有2个人回信了，就是他哥哥雅各布伯努利，以及他老师莱布尼兹，大神就是大神，方法都比约翰伯努利的正统、严谨。而后，约翰伯努利的学生洛必达，也把问题搞出来了——当然我一直怀疑洛必达是不是又作弊了，洛必达法则就不是洛必达做出来的，是他出钱从约翰伯努利手里买的。
最后一个人是牛顿（欧洲当时有四个人解决了该问题），牛顿当时已经5、6十岁了，记不太清，反正已经做造币厂厂长很多年了，脱离数学、物理研究很久了，压根没搭理约翰伯努利发在报纸上的挑战。然后，约翰伯努利给他去了封信，问他能不能搞定这个题。牛顿熬了个通宵，把题解出来了。不排除是牛顿自己吹牛，但不管是一夜还是几天，反正，在牛顿这，这不是个学术前沿问题，就像个“比较难的作业题”一样没多久就干掉了。",黄印ーYellow_Sign,二级评论,5,3,2024-11-04 10:03:28
lllusorisch,保密,回复 @烦银烦银取名好难 :好像是有关三次方程的求根公式,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 10:25:47
Sadblue29,保密,回复 @我宣布个事1 :又是资本的错辣？我寻思这不是资本先捧她没捧成？感情又要捧她又不能让她妨碍自己赚钱是吧[热]你id的下一句和你极其相符,黄印ーYellow_Sign,二级评论,6,1,2024-11-04 11:19:46
jh7086,保密,回复 @松落_ペンギン :背答案没用的，稍微改一下题目，再来讲思路，立马就露馅,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 11:28:11
橙橙橙子皮2021,保密,本来就是，浙大邀请去夏令营都不敢去，还有什么好说的。,黄印ーYellow_Sign,二级评论,4,0,2024-11-04 11:56:56
橙橙橙子皮2021,保密,追到哔哩来了，我们湖北一直是物理数学奥赛强省，沿海城市挖了多少走了，我们依然强势，今年黄冈成绩更是抢眼，就你这种奥赛门都摸不着的，少丢人现眼。,黄印ーYellow_Sign,二级评论,4,0,2024-11-04 12:00:10
时凉0611,保密,中专月考83不能佐证吗,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 12:23:34
李白白1212,保密,数理化就是这样，现在在中国理工人才基本不会埋没[吃瓜]，初高中还有科技特长生呢，你文科烂数学高可以破格录取,黄印ーYellow_Sign,二级评论,5,0,2024-11-04 12:46:14
超级公民_555,保密,回复 @发呆的黑叔叔 :有没有可能，数学系出来不上不下的只能去送外卖[笑哭],黄印ーYellow_Sign,二级评论,6,0,2024-11-04 13:01:58
我要当主编,男,回复 @我宣布个事1 :九漏鱼，别再这里强行洗地了。你一个中专生是跟姜萍有共鸣吗？你特么没数学天赋，就是给你培训到死，你竞赛也是一题都做不出来。可能是你成绩太差了，不知道什么叫做数学竞赛吧？[嗑瓜子][嗑瓜子],黄印ーYellow_Sign,二级评论,5,1,2024-11-04 13:04:18
Tom学弟不想吃Bug,男,练得Σ形似2形，千株松下六函经。我来问姜无馀说，云在青天水在萍,黄印ーYellow_Sign,二级评论,4,0,2024-11-04 13:44:30
超氯元素Yruyium,保密,回复 @我宣布个事1 :我认为你的说法不是主要原因，这个程度已经不是那些奥数辅导机构会碰的领域了。我看这次“造神”很明显有阿里一系的力量在推动，首先他们需要给自己的竞赛制造公信力，也有传言指向有人希望阿里发的奖能“保送”入名校。,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 14:54:08
超氯元素Yruyium,保密,回复 @我宣布个事1 :同时，我和我身边的这些理科生都认为，让这样一个写出“主=6”的人得到荣誉是对我们全方位的侮辱，这些人大多是普通家庭出身，都是通过高考的人。你的发言，暴露了你的水准并不比jp高，我建议你谨言慎行，无知可以被原谅但是自以为是的傲慢不行。,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 14:58:00
估价六枚硬币,女,回复 @我宣布个事1 :们考上所以考上高中的人都占了她的名额了吗[思考]是资本让她中专卷子考83分的吗[妙啊],黄印ーYellow_Sign,二级评论,5,1,2024-11-04 15:46:10
橘子比橙子更好吃,保密,回复 @我宣布个事1 :什么都能上升到阶层对立啊。。。我就问你她有没有作弊，违没违反规则？错就是错了，你有本事自己做出来，别问老师啊。还有什么资本，你也不看看参加比赛的都是什么人，都是学术大佬，人家是凭本事吃饭的，你告诉我里面有哪个人写的不是学校而是某某企业，是某某企业的总裁？之前不是有个外卖小哥也被质疑了，人家光速直播讲题，现在一点风浪也没有了，他也是资本吗？,黄印ーYellow_Sign,二级评论,4,1,2024-11-04 16:23:47
橘子比橙子更好吃,保密,"回复 @我宣布个事1 :免得你删评跑路，我得留一下你的逆天发言

我宣布个事1：jp就错在作为普通家庭出生的她，超过了一众有钱的家庭，动了了资本的蛋糕，以后都不去辅导奥数，靠自己自学了，资本赚谁的钱，不过就是一个游戏式的竞赛，这么多人天天盯着，无非就是这个游戏是有钱人玩的，突然进来个普通人，于是不断的pppp,无非是怕以后没人去花几百万去学什么奥数这些，一句话都是资本的力量，一个游戏上升到学术什么的高度，搞笑。",黄印ーYellow_Sign,二级评论,4,1,2024-11-04 16:30:27
第二人民医院在逃患者,保密,回复 @松落_ペンギン :不是哥们，这种题对一般人而言，看着答案也看不懂啊，能看懂答案理解答案思路的，就算竞赛拿不到奖也是数学高手了，你这不是为难姜萍吗[吃瓜],黄印ーYellow_Sign,二级评论,5,1,2024-11-04 16:47:33
dsdddf,保密,回复 @我宣布个事1 :你是说动了资本蛋糕，然后阿里给他靠前名次然后大力宣传，不是他的板书和笔记太唐了导致的吗？还是说阿里巴巴不是资本,黄印ーYellow_Sign,二级评论,5,1,2024-11-04 17:34:08
彼女の思い,保密,回复 @追逐我的未来式 :你莫名其妙回我一堆什么东西，蚌埠住了,黄印ーYellow_Sign,二级评论,6,0,2024-11-04 17:44:34
